Strategy;nPOIs;nUAV;SucessTax;V2V_range;nRounds;dimX;simumationTimeMS;TSP_threads;maxData;minData;globalAvgDelay;GSglobalAvgDelay;nMsgs;tourSize;throughput;TaxPerPathSize;mapName
TSPbased;20;2;4.55883;71;259200;12649;31581;1;248120;246910;1575;136;44290;53495;1.7588097517527796;8.521983132149183;17
TSPbased;20;8;13.42178;71;259200;12649;33055;1;225885;223255;1486;136;129759;53495;5.1781553045457995;25.0897813802836;17
TSPbased;20;16;26.50154;71;259200;12649;37051;1;193920;187485;1487;136;256667;53495;10.224360806279531;49.54022471235918;17
TSPbased;800;4;0.06832;71;259200;12649;391521;1;259200;258190;-1;0;0;5003823;0.02635926158121791;0.0013654201201464724;17
TSPbased;800;2;0.06884;71;259200;12649;390826;1;259200;258135;-1;0;0;5003823;0.02655927009507121;0.0013757806398512612;17
TSPbased;800;8;0.01918;71;259200;12649;396629;1;259200;258850;-1;0;0;5003823;0.007400315012477864;3.8333922907230383E-4;17
TSPbased;800;16;0.01927;71;259200;12649;420728;1;259200;258895;-1;0;0;5003823;0.0074338048101455865;3.8507401376702095E-4;17
TSPbased;20;4;9.65095;71;259200;12649;11847;1;235355;232935;1098;9;93763;47271;3.7233584938462103;20.41620701074523;18
TSPbased;20;2;5.25077;71;259200;12649;11475;1;246250;244915;1099;9;51110;47271;2.025760650053347;11.10780733417587;18
TSPbased;20;8;16.13474;71;259200;12649;12746;1;219155;215465;1091;9;156473;47271;6.224823114330893;34.13243111494505;18
TSPbased;20;16;31.91551;71;259200;12649;16479;1;180470;173050;1092;9;308701;47271;12.313082275948789;67.51604421158693;18
TSPbased;800;4;0.07168;71;259200;12649;394434;1;259200;258425;-1;0;0;4913877;0.02765513069654144;0.0014587686823547966;18
TSPbased;800;2;0.07179;71;259200;12649;393288;1;259200;258415;-1;0;0;4913877;0.027696992943625022;0.001460976856154032;18
TSPbased;800;8;0.01996;71;259200;12649;398364;1;259200;258930;-1;0;0;4913877;0.0077007929193343315;4.0620583801577833E-4;18
TSPbased;800;16;0.02023;71;259200;12649;423125;1;259200;258920;-1;0;0;4913877;0.007803122856652135;4.1160359619181214E-4;18
TSPbased;20;4;9.12799;71;259200;12649;45325;1;237435;234190;1421;94;88572;48827;3.521601068339432;18.694554179318423;19
TSPbased;20;2;4.94387;71;259200;12649;44690;1;247715;245680;1454;94;47840;48827;1.9073556098536801;10.125270323265282;19
TSPbased;20;8;15.16618;71;259200;12649;46087;1;223040;217740;1396;95;147118;48827;5.85115139412818;31.061061325865285;19
TSPbased;20;16;29.89738;71;259200;12649;50353;1;186545;178325;1382;94;289240;48827;11.534481691053193;61.23123792821569;19
TSPbased;800;4;0.06916;71;259200;12649;397668;1;259200;257980;-1;0;0;5196735;0.026682996292011606;0.0013308803775619515;19
TSPbased;800;2;0.06945;71;259200;12649;391694;1;259200;258055;-1;0;0;5196735;0.026794628950902587;0.001336448332284396;19
TSPbased;800;8;0.01923;71;259200;12649;399090;1;259200;258805;-1;0;0;5196735;0.007419850727785821;3.700833905600506E-4;19
TSPbased;800;16;0.01934;71;259200;12649;422195;1;259200;258855;-1;0;0;5196735;0.007461712974869403;3.7217137358094057E-4;19
TSPbased;20;4;8.38870;71;259200;12649;96007;1;238900;235930;1483;200;81371;50611;3.2363796248666343;16.57484734080401;20
TSPbased;20;2;4.62008;71;259200;12649;97413;1;248020;246210;1503;200;44847;50611;1.7824386645518973;9.128610417732347;20
TSPbased;20;8;13.93007;71;259200;12649;97268;1;225650;220940;1453;200;134620;50611;5.374256675335316;27.523805699292915;20
TSPbased;20;16;27.24093;71;259200;12649;102451;1;192695;184000;1452;200;263475;50611;10.509619460638621;53.82413633790146;20
TSPbased;800;4;0.06892;71;259200;12649;393158;1;259200;258315;-1;0;0;5076951;0.026588108531948058;0.0013574363296949166;20
TSPbased;800;2;0.06891;71;259200;12649;391375;1;259200;258340;-1;0;0;5076951;0.02658438744331879;0.0013572463522512292;20
TSPbased;800;8;0.01903;71;259200;12649;397764;1;259200;258930;-1;0;0;5076951;0.007341707866558279;3.7482549644696315E-4;20
TSPbased;800;16;0.01900;71;259200;12649;422757;1;259200;258915;-1;0;0;5076383;0.007329614328513149;3.7424994015435953E-4;20
TSPbased;20;4;8.62924;71;259200;12649;131645;1;238530;235360;996;119;83704;50371;3.3291835752934005;17.131372867643076;21
TSPbased;20;2;4.74286;71;259200;12649;131721;1;247615;246060;996;120;46000;50371;1.8298081228090235;9.415859630185997;21
TSPbased;20;8;14.40567;71;259200;12649;133451;1;223550;219925;991;119;139605;50371;5.557743555669868;28.59913699608167;21
TSPbased;20;16;28.30575;71;259200;12649;137025;1;189195;181410;992;119;274445;50371;10.92042764536656;56.19453347519431;21
TSPbased;800;4;0.07154;71;259200;12649;393552;1;259200;258415;-1;0;0;4916945;0.02759838409493649;0.0014548670276782714;21
TSPbased;800;2;0.07150;71;259200;12649;391025;1;259200;258420;-1;0;0;4916945;0.027583499740415122;0.001454082389108603;21
TSPbased;800;8;0.01966;71;259200;12649;400176;1;259200;258895;-1;0;0;4916945;0.007583578627495161;3.997733511858981E-4;21
TSPbased;800;16;0.01968;71;259200;12649;421946;1;259200;258930;-1;0;0;4916945;0.0075928813490683394;4.002637502917998E-4;21
TSPbased;20;4;8.15557;71;259200;12649;51399;1;238940;236875;1550;230;79254;51399;3.146440912684805;15.867185831784694;22
TSPbased;20;2;4.48929;71;259200;12649;51348;1;248105;246975;1546;230;43675;51399;1.7319807027320522;8.734204909592558;22
TSPbased;20;8;13.53096;71;259200;12649;53344;1;225825;222640;1553;230;130785;51399;5.220278027834934;26.325338329827716;22
TSPbased;20;16;26.66011;71;259200;12649;56364;1;193475;187350;1551;230;257633;51399;10.285535503353145;51.86892356795143;22
TSPbased;800;4;0.06717;71;259200;12649;393784;1;259200;258170;-1;0;0;5285170;0.02591459148996006;0.001270926406188949;22
TSPbased;800;2;0.06707;71;259200;12649;391071;1;259200;258215;-1;0;0;5285170;0.02587645033150575;0.001269055853629361;22
TSPbased;800;8;0.01888;71;259200;12649;401973;1;259200;258875;-1;0;0;5285170;0.0072840309928002955;3.57229915657176E-4;22
TSPbased;800;16;0.01895;71;259200;12649;419599;1;259200;258890;-1;0;0;5285170;0.007310078613205193;3.585073661855316E-4;22
TSPbased;20;4;8.09018;71;259200;12649;20826;1;239155;237450;1384;66;78625;55035;3.1212119317748828;14.700066007378025;23
TSPbased;20;2;4.55478;71;259200;12649;20270;1;247985;246505;1457;3054;44369;55035;1.757246894528272;8.276158718301591;23
TSPbased;20;8;13.22878;71;259200;12649;21928;1;226410;223695;1347;66;128513;55035;5.103696321063862;24.037032550554247;23
TSPbased;20;16;26.09616;71;259200;12649;25884;1;194890;189435;1329;66;252369;55035;10.06796345116979;47.41739123363695;23
TSPbased;800;4;0.06974;71;259200;12649;394223;1;259200;258130;-1;0;0;5108061;0.02690533133764053;0.001365265975233347;23
TSPbased;800;2;0.07013;71;259200;12649;392432;1;259200;258175;-1;0;0;5108061;0.02705789597146206;0.0013730076120475002;23
TSPbased;800;8;0.01956;71;259200;12649;397856;1;259200;258830;-1;0;0;5108061;0.007545437469040851;3.828805865817555E-4;23
TSPbased;800;16;0.01963;71;259200;12649;420584;1;259200;258825;-1;0;0;5108061;0.007574275905921984;3.8434394476005246E-4;23
TSPbased;20;4;8.25492;71;259200;12649;211732;1;239025;236695;1440;258;79954;50766;3.1847681255715603;16.26072367624293;24
TSPbased;20;2;4.50318;71;259200;12649;209654;1;248150;247045;1436;258;43605;50766;1.737339070358939;8.870470138223162;24
TSPbased;20;8;13.60899;71;259200;12649;211589;1;225730;222330;1438;258;131645;50766;5.2503816348498695;26.807290701514525;24
TSPbased;20;16;26.89902;71;259200;12649;216967;1;192900;186610;1438;258;260373;50766;10.377706868712849;52.98628255860951;24
TSPbased;800;4;0.06731;71;259200;12649;393220;1;259200;258270;-1;0;0;5093675;0.025968547275093054;0.0013214520859112762;24
TSPbased;800;2;0.06699;71;259200;12649;391471;1;259200;258255;-1;0;0;5093675;0.025846681622467296;0.0013152507524613413;24
TSPbased;800;8;0.01889;71;259200;12649;396117;1;259200;258925;-1;0;0;5093675;0.007285891537114931;3.7075453114307255E-4;24
TSPbased;800;16;0.01888;71;259200;12649;419974;1;259200;258935;-1;0;0;5093675;0.0072840309928002955;3.70659854296522E-4;24
TSPbased;20;4;8.77025;71;259200;12649;8147;1;237810;235255;1563;122;85058;50052;3.3835858910608123;17.522286081734247;25
TSPbased;20;2;4.81462;71;259200;12649;7664;1;247540;245760;1567;122;46814;50052;1.8574930222145993;9.619239817750023;25
TSPbased;20;8;14.58960;71;259200;12649;9198;1;223385;218540;1552;122;141047;50052;5.6287047158398105;29.148890400896644;25
TSPbased;20;16;28.69416;71;259200;12649;12801;1;188635;181025;1548;122;276970;50052;11.07027588448788;57.328688349301906;25
TSPbased;800;4;0.06367;71;259200;12649;394197;1;259200;258240;-1;0;0;4964559;0.02456476658950782;0.0012825283172181914;25
TSPbased;800;2;0.06413;71;259200;12649;391679;1;259200;258165;-1;0;0;4964559;0.024743378843734242;0.0012918536764888716;25
TSPbased;800;8;0.01791;71;259200;12649;401011;1;259200;258890;-1;0;0;4964559;0.00691006158550716;3.6077483679083195E-4;25
TSPbased;800;16;0.01780;71;259200;12649;419634;1;259200;258905;-1;0;0;4964559;0.0068672690662619764;3.585406361320521E-4;25
TSPbased;20;4;8.93200;71;259200;12649;12343;1;237455;234470;1602;199;86615;47940;3.4459885473822585;18.63162769047729;26
TSPbased;20;2;4.88368;71;259200;12649;11829;1;247365;245615;1625;199;47541;47940;1.8841360168038424;10.187068326148434;26
TSPbased;20;8;14.95766;71;259200;12649;13338;1;223095;217890;1591;199;144459;47940;5.770701457952293;31.200788859016154;26
TSPbased;20;16;29.50540;71;259200;12649;16960;1;187395;178245;1583;199;285091;47940;11.383256649138847;61.54651905416748;26
TSPbased;800;4;0.06781;71;259200;12649;393546;1;259200;258340;-1;0;0;4871270;0.026160183339526213;0.0013919818695340628;26
TSPbased;800;2;0.06790;71;259200;12649;391032;1;259200;258305;-1;0;0;4871270;0.02619646395366589;0.0013939123589516078;26
TSPbased;800;8;0.01894;71;259200;12649;399739;1;259200;258890;-1;0;0;4871270;0.007305427252418604;3.887213691351336E-4;26
TSPbased;800;16;0.01885;71;259200;12649;427332;1;259200;258915;-1;0;0;4871270;0.007271937454750881;3.8693937890353614E-4;26
TSPbased;20;4;8.73553;71;259200;12649;7696;1;237890;235610;1445;245;84385;48531;3.3701899719935993;17.999901933624713;27
TSPbased;20;2;4.77730;71;259200;12649;7165;1;247665;246160;1485;245;46388;48531;1.8430924092173462;9.843801950694116;27
TSPbased;20;8;14.59037;71;259200;12649;8606;1;223130;219915;1403;245;141073;48531;5.629002402930194;30.064029647843775;27
TSPbased;20;16;28.79871;71;259200;12649;12054;1;188845;181400;1398;245;278212;48531;11.11061248523472;59.34084927516102;27
TSPbased;800;4;0.06938;71;259200;12649;393282;1;259200;258185;-1;0;0;5033463;0.026768581330493403;0.0013784577895702998;27
TSPbased;800;2;0.06904;71;259200;12649;394888;1;259200;258180;-1;0;0;5033463;0.02663741295629447;0.0013717032266396965;27
TSPbased;800;8;0.01919;71;259200;12649;401225;1;259200;258865;-1;0;0;5033463;0.007404966373264454;3.813214250209342E-4;27
TSPbased;800;16;0.01921;71;259200;12649;421777;1;259200;258875;-1;0;0;5033463;0.007411478278369961;3.8165675793255934E-4;27
TSPbased;20;4;7.86931;71;259200;12649;14646;1;240075;237490;1592;148;76188;54726;3.0359990021528747;14.379471208530225;28
TSPbased;20;2;4.41686;71;259200;12649;14169;1;248650;247095;1601;1475;42884;54726;1.704035327122389;8.070861323504792;28
TSPbased;20;8;12.92573;71;259200;12649;15853;1;228145;223590;1567;148;124822;54726;4.986779716316108;23.61899832747022;28
TSPbased;20;16;25.39342;71;259200;12649;19586;1;197675;189815;1558;148;245715;54726;9.796844933603872;46.401019749116024;28
TSPbased;800;4;0.06859;71;259200;12649;394211;1;259200;258265;-1;0;0;5038280;0.02646159151853571;0.0013613464360068231;28
TSPbased;800;2;0.06864;71;259200;12649;390797;1;259200;258240;-1;0;0;5038280;0.026480196961686353;0.0013623036140248462;28
TSPbased;800;8;0.01908;71;259200;12649;397023;1;259200;258850;-1;0;0;5038280;0.0073593830375516004;3.786117649938818E-4;28
TSPbased;800;16;0.01923;71;259200;12649;420939;1;259200;258875;-1;0;0;5038280;0.007417059911313867;3.8157901684951104E-4;28
TSPbased;20;4;8.36285;71;259200;12649;26262;1;239195;236070;1528;215;80988;50146;3.2264071073388214;16.676997611419107;29
TSPbased;20;2;4.62404;71;259200;12649;25602;1;248200;246370;1541;215;44806;50146;1.7839643108901087;9.221145243543178;29
TSPbased;20;8;13.90808;71;259200;12649;26784;1;225360;220670;1508;215;134405;50146;5.365772593259412;27.735178402521427;29
TSPbased;20;16;27.43316;71;259200;12649;30644;1;192370;183155;1498;215;265075;50146;10.583780757030178;54.70657624181833;29
TSPbased;800;4;0.06672;71;259200;12649;394603;1;259200;258155;-1;0;0;5021484;0.02574156086867326;0.0013287332145557188;29
TSPbased;800;2;0.06714;71;259200;12649;393916;1;259200;258125;-1;0;0;5021484;0.025904358496229563;0.0013371365361759;29
TSPbased;800;8;0.01863;71;259200;12649;399533;1;259200;258860;-1;0;0;5021484;0.007187282688422117;3.7099464477811987E-4;29
TSPbased;800;16;0.01847;71;259200;12649;423317;1;259200;258870;-1;0;0;5021484;0.0071268149981921795;3.678734110337527E-4;29
TSPbased;20;4;9.73621;71;259200;12649;15701;1;235640;232835;1363;54;94105;46879;3.7562529173334855;20.768803860424484;30
TSPbased;20;2;5.27228;71;259200;12649;15505;1;246485;244870;1379;54;51115;46879;2.0340586776977605;11.246571156792157;30
TSPbased;20;8;16.28771;71;259200;12649;16769;1;219445;214675;1336;54;157345;46879;6.28383957999924;34.74415450704586;30
TSPbased;20;16;32.22849;71;259200;12649;20393;1;181130;172805;1321;54;311377;46879;12.433831601985219;68.74824870911428;30
TSPbased;800;4;0.06964;71;259200;12649;394012;1;259200;258335;-1;0;0;5016423;0.026867190179181936;0.0013882353410874556;30
TSPbased;800;2;0.06965;71;259200;12649;392655;1;259200;258385;-1;0;0;5016423;0.026869980995658176;0.0013883795433667773;30
TSPbased;800;8;0.01941;71;259200;12649;397216;1;259200;258895;-1;0;0;5016423;0.007489621139593218;3.8699084973148443E-4;30
TSPbased;800;16;0.01933;71;259200;12649;421860;1;259200;258915;-1;0;0;5016423;0.007456131341925496;3.852604223820616E-4;30
