Strategy;nPOIs;nUAV;SucessTax;V2V_range;ctRounds;dimX;simumationTimeMS;pathTime;TSP_threads;maxData;minData;globalAvgDelay;GSglobalAvgDelay;nMsgs;tourSize;throughput;TaxPerPathSize;mapName
FPPWR;20;16;21.25029;71;259200;13000;9951;32;4;206155;201025;3177;837;205108;83982;8.198414101794693;25.303385668181093;8
TSPConcorde;20;4;10.52739;71;259200;13000;3699;171;4;233415;230560;1538;150;101731;50974;4.061493817634507;20.652473761738616;9
DADCA-lkh-cutted;20;4;11.04919;71;259200;13000;3646;48;4;244400;219390;1353;150;106964;50321;4.262804712505718;21.957413037926155;9
DADCA-lkh;20;4;10.99595;71;259200;13000;3673;32;4;244935;221360;2847;150;105836;52086;4.242264303269319;21.111141331786033;9
DADCA-parted-nsn;20;4;10.38551;71;259200;13000;3506;0;4;245675;222560;1458;150;100985;53470;4.006756603890413;19.423065489590336;9
DADCA-NSN;20;4;11.15046;71;259200;13000;3724;0;4;245340;221850;1888;95;105485;50818;4.301876143118426;21.941955533399504;9
FPPWR;20;4;6.03742;71;259200;13000;3586;0;4;244215;242545;2784;744;57570;77026;2.329252638698367;7.838162230293884;9
TSPConcorde;20;8;20.74296;71;259200;13000;5100;188;4;207925;203645;1372;95;200985;52086;8.002684839868163;39.82444247002702;9
DADCA-lkh-cutted;20;8;21.87269;71;259200;13000;5000;51;4;230670;179650;1350;95;212264;50321;8.438535951074527;43.46631661768482;9
DADCA-lkh;20;8;21.67544;71;259200;13000;4835;47;4;231090;183360;2843;150;208399;52086;8.362439688595492;41.614721178127546;9
DADCA-parted-nsn;20;8;20.56867;71;259200;13000;4827;2;4;232510;185785;1455;150;199741;53470;7.935444768328;38.46768812325823;9
DADCA-NSN;20;8;21.81154;71;259200;13000;5358;15;4;231205;185375;1550;95;206910;50818;8.414944249161712;42.920885304079576;9
FPPWR;20;8;11.82735;71;259200;13000;5292;1;4;229845;226595;2788;744;112785;77026;4.56302214315653;15.35501440430728;9
TSPConcorde;20;12;31.02691;71;259200;13000;6454;168;4;182390;176515;1372;95;300707;52086;11.970258380486966;59.568616753488875;9
DADCA-lkh-cutted;20;12;32.67255;71;259200;13000;6468;63;4;216950;139735;1348;150;317297;50321;12.60515052250038;64.92826087383197;9
DADCA-lkh;20;12;32.28328;71;259200;13000;6422;48;4;216720;146475;2842;150;310777;52086;12.45496738540238;61.98071547625652;9
DADCA-parted-nsn;20;12;30.78414;71;259200;13000;6251;0;4;220820;147725;1454;150;298968;53470;11.876598579675354;57.572738953653484;9
DADCA-NSN;20;12;32.05990;71;259200;13000;7252;0;4;215535;155970;1442;95;303064;50818;12.368786972736624;63.087677266585324;9
FPPWR;20;12;17.64554;71;259200;13000;6556;15;4;215155;211355;2786;744;169883;77026;6.807694437299954;22.90855552862862;9
TSPConcorde;20;16;41.24797;71;259200;13000;7984;163;4;157225;148480;1536;150;399347;50974;15.913570423239596;80.91963459221766;9
DADCA-lkh-cutted;20;16;43.46277;71;259200;13000;8284;64;4;205845;102175;1343;95;422658;50321;16.768044005296446;86.37103805911724;9
DADCA-lkh;20;16;43.02315;71;259200;13000;8138;34;4;203910;109070;2843;150;414124;52086;16.598436785550984;82.6002153134204;9
DADCA-parted-nsn;20;16;41.26929;71;259200;13000;8470;0;4;211215;110560;1435;150;400972;53470;15.921794029111418;77.18213974837627;9
DADCA-NSN;20;16;41.97348;71;259200;13000;10378;0;4;201165;132910;1414;95;395423;50818;16.193470709971805;82.595686725662;9
FPPWR;20;16;23.48235;71;259200;13000;10250;10;4;200940;195285;2789;744;224092;77026;9.059548432498858;30.486263777214237;9
TSPConcorde;20;4;11.09520;71;259200;13000;3897;144;4;232020;229100;1436;256;107424;46254;4.280554305269777;23.987540016559137;10
DADCA-lkh-cutted;20;4;11.15673;71;259200;13000;3623;32;4;244510;219205;1344;256;108579;49433;4.304294850727786;22.56940151940287;10
DADCA-lkh;20;4;12.34443;71;259200;13000;3629;47;4;243095;215845;2541;256;119989;45938;4.7625097045991485;26.8719255394684;10
DADCA-parted-nsn;20;4;8.40239;71;259200;13000;3325;0;4;248320;228715;1709;308;81473;65517;3.2416635707209265;12.824750790342417;10
DADCA-NSN;20;4;12.50762;71;259200;13000;3589;0;4;242230;217085;1706;256;120933;44946;4.825470524215057;27.828103944211787;10
FPPWR;20;4;5.11323;71;259200;13000;3478;16;4;246500;245010;2937;596;49081;94157;1.9726979261926523;5.430539444429362;10
TSPConcorde;20;8;21.86989;71;259200;13000;4965;140;4;205385;200230;1345;272;211706;45938;8.437456835371897;47.6074015352953;10
DADCA-lkh-cutted;20;8;22.07494;71;259200;13000;5003;46;4;229535;180200;1344;256;214783;49433;8.51656717964106;44.65628654872176;10
DADCA-lkh;20;8;24.42785;71;259200;13000;4769;31;4;227675;174635;2536;256;236755;45938;9.424326750876393;53.17570407564894;10
DADCA-parted-nsn;20;8;16.50974;71;259200;13000;4940;16;4;238810;198155;1708;308;159749;65517;6.3694990402568195;25.199171989477048;10
DADCA-NSN;20;8;24.13436;71;259200;13000;5549;0;4;227445;189350;1613;256;229428;44946;9.311094023872123;53.69633718212198;10
FPPWR;20;8;10.01611;71;259200;13000;4774;0;4;234415;231810;2938;596;95995;94157;3.864238909369758;10.637666082273663;10
TSPConcorde;20;12;32.70467;71;259200;13000;6348;125;4;178275;171310;1434;256;316432;46254;12.617541747637555;70.7066809570557;10
DADCA-lkh-cutted;20;12;32.89911;71;259200;13000;6290;31;4;217610;141450;1346;256;319233;49433;12.692558894413958;66.55293559832698;10
DADCA-lkh;20;12;36.56240;71;259200;13000;6147;31;4;211690;131605;2535;256;353318;45938;14.10586556689148;79.59076048017484;10
DADCA-parted-nsn;20;12;24.67689;71;259200;13000;6224;16;4;228150;169105;1706;256;239105;65517;9.520405259297362;37.6648662669212;10
DADCA-NSN;20;12;35.41956;71;259200;13000;7287;0;4;211700;157670;1437;256;333439;44946;13.664953775148604;78.8046993841169;10
FPPWR;20;12;14.87240;71;259200;13000;6678;16;4;222240;218555;2940;596;142800;94157;5.7378070344650185;15.795316156348788;10
TSPConcorde;20;16;43.53607;71;259200;13000;7851;140;4;152080;141665;1436;256;421516;46254;16.796324278882796;94.12390826926149;10
DADCA-lkh-cutted;20;16;43.69454;71;259200;13000;8176;47;4;206065;102685;1349;256;423943;49433;16.85746176507011;88.39144072797873;10
DADCA-lkh;20;16;48.58459;71;259200;13000;7958;31;4;196320;88895;2535;256;468600;45938;18.744053700369605;105.76121553258308;10
DADCA-parted-nsn;20;16;33.23013;71;259200;13000;8580;0;4;219930;137685;1687;308;321382;65517;12.82026665618808;50.71986075803151;10
DADCA-NSN;20;16;46.52170;71;259200;13000;10002;0;4;195515;131790;1408;255;438288;44946;17.94818726423183;103.50576556064811;10
FPPWR;20;16;19.69416;71;259200;13000;9584;15;4;210235;205735;2935;596;189244;94157;7.59805366226566;20.916294160383817;10
TSPConcorde;20;4;10.94444;71;259200;13000;4171;190;4;232085;229120;1587;134;105823;48852;4.222393689986283;22.403267920339893;11
DADCA-lkh-cutted;20;4;11.14390;71;259200;13000;3916;47;4;244590;218155;1382;134;108069;49342;4.2993458028501745;22.58502760526053;11
DADCA-lkh;20;4;11.59520;71;259200;13000;4261;46;4;244055;218735;2679;83;111929;48852;4.473455539837679;23.73535732264649;11
DADCA-parted-nsn;20;4;10.95226;71;259200;13000;3659;2;4;245345;221260;1393;83;106043;49549;4.225407771776408;22.103890985578822;11
DADCA-NSN;20;4;9.57890;71;259200;13000;3915;0;4;246730;229115;2155;83;92249;58045;3.6955619617817397;16.50253528286376;11
FPPWR;20;4;5.37857;71;259200;13000;3553;10;4;246270;240275;3177;748;51072;88611;2.0750650743979557;6.069865674509374;11
TSPConcorde;20;8;21.60446;71;259200;13000;4781;171;4;205360;200370;1584;134;209007;48852;8.335052476280293;44.22430201121452;11
DADCA-lkh-cutted;20;8;22.01283;71;259200;13000;4886;47;4;229995;178915;1377;83;213305;49342;8.492603368865266;44.61275978294104;11
DADCA-lkh;20;8;22.87008;71;259200;13000;4796;47;4;229585;177695;2679;83;220760;48852;8.823333726280293;46.8150352462919;11
DADCA-parted-nsn;20;8;21.62751;71;259200;13000;5472;1;4;232515;183875;1404;83;209481;49549;8.343945878105473;43.64872694918038;11
DADCA-NSN;20;8;18.79070;71;259200;13000;5721;1;4;235380;195515;1707;83;179396;58045;7.249499290313975;32.37264563785653;11
FPPWR;20;8;10.53424;71;259200;13000;5381;11;4;233425;223240;3174;748;100121;88611;4.064135790561654;11.88818540489985;11
TSPConcorde;20;12;32.17323;71;259200;13000;6540;218;4;178940;172425;1584;134;310962;48852;12.412509764136566;65.85856322902231;11
DADCA-lkh-cutted;20;12;32.77469;71;259200;13000;6192;31;4;215470;139160;1381;134;317781;49342;12.64455685108977;66.42351618909791;11
DADCA-lkh;20;12;34.12635;71;259200;13000;6315;40;4;214205;139705;2679;83;329306;48852;13.16603021166743;69.85660834488246;11
DADCA-parted-nsn;20;12;31.92274;71;259200;13000;7201;2;4;219850;147010;1425;134;309164;49549;12.315873092421125;64.42661417093292;11
DADCA-NSN;20;12;27.63233;71;259200;13000;6993;0;4;222360;170600;1615;83;264883;58045;10.660621237235178;47.605013777092914;11
FPPWR;20;12;15.60378;71;259200;13000;6505;0;4;221030;205860;3168;748;149156;88611;6.019977185261395;17.60930456060482;11
TSPConcorde;20;16;42.91406;71;259200;13000;8540;187;4;152200;142475;1585;134;415481;48852;16.556351273148152;87.84504728567921;11
DADCA-lkh-cutted;20;16;43.43451;71;259200;13000;8545;31;4;206930;100595;1378;134;420910;49342;16.75714121561119;88.0274614544692;11
DADCA-lkh;20;16;45.39554;71;259200;13000;8353;39;4;200360;99320;2677;83;437739;48852;17.51371295581847;92.92463764325201;11
DADCA-parted-nsn;20;16;42.10793;71;259200;13000;8161;0;4;209615;111875;1427;83;407342;49549;16.245342685470966;84.982397708815;11
DADCA-NSN;20;16;36.36815;71;259200;13000;9948;0;4;210020;147515;1556;83;340640;58045;14.030922841887667;62.655098641007555;11
FPPWR;20;16;20.73630;71;259200;13000;9154;16;4;208625;187490;3171;748;196967;88611;8.000117288713607;23.40150095625337;11
TSPConcorde;20;4;9.88503;71;259200;13000;3494;172;4;234895;232220;1600;93;95640;54884;3.8136693148910226;18.010769740174787;12
DADCA-lkh-cutted;20;4;10.62153;71;259200;13000;3529;62;4;245645;220795;1417;93;102773;52093;4.097811642661178;20.389549033032793;12
DADCA-lkh;20;4;10.29755;71;259200;13000;3637;46;4;246410;224315;2980;40;99256;54884;3.9728202755868014;18.7623900486863;12
DADCA-parted-nsn;20;4;9.88792;71;259200;13000;3447;15;4;246605;224590;1527;40;96099;56222;3.8147856414799577;17.587286796478338;12
DADCA-NSN;20;4;9.85957;71;259200;13000;3628;0;4;246670;225875;2006;40;95214;57325;3.8038456409083974;17.199420673762873;12
FPPWR;20;4;5.57427;71;259200;13000;3464;15;4;245465;243985;3070;876;53384;82800;2.1505659626962337;6.732206491918645;12
TSPConcorde;20;8;19.52431;71;259200;13000;4863;171;4;210415;206400;1599;93;188928;54884;7.532525291495198;35.57376567953421;12
DADCA-lkh-cutted;20;8;20.85600;71;259200;13000;4841;40;4;233175;184360;1417;93;202368;52093;8.046295998609205;40.036087820619;12
DADCA-lkh;20;8;20.35031;71;259200;13000;4798;47;4;233700;190890;2983;40;196275;54884;7.851199321749734;37.07876365056357;12
DADCA-parted-nsn;20;8;19.30652;71;259200;13000;4743;0;4;236635;191625;1532;40;187027;56222;7.44850311023472;34.33979591926362;12
DADCA-NSN;20;8;19.27691;71;259200;13000;5236;0;4;234805;195105;1643;40;184828;57325;7.437079368141291;33.627404661530264;12
FPPWR;20;8;10.89632;71;259200;13000;4760;0;4;232550;229785;3082;876;104271;82800;4.2038254577236716;13.159801432874103;12
TSPConcorde;20;12;29.07234;71;259200;13000;6366;172;4;186830;180455;1447;40;281314;55952;11.216179769661634;51.9594258703227;12
DADCA-lkh-cutted;20;12;30.98119;71;259200;13000;6193;31;4;222605;145885;1422;40;300838;52093;11.952620420381802;59.47285072779381;12
DADCA-lkh;20;12;30.31568;71;259200;13000;6227;46;4;222435;156960;2974;40;292127;54884;11.69586530492684;55.235920979466464;12
DADCA-parted-nsn;20;12;28.75723;71;259200;13000;6224;0;4;224805;157900;1533;40;278902;56222;11.094611804126659;51.149432244132726;12
DADCA-NSN;20;12;28.39063;71;259200;13000;6822;0;4;222345;166790;1322;40;268651;57325;10.953173225308644;49.525730484082;12
FPPWR;20;12;16.18027;71;259200;13000;6490;16;4;219115;215385;3074;876;155096;82800;6.242386652663468;19.541384303989986;12
TSPConcorde;20;16;38.70448;71;259200;13000;8420;140;4;162490;154170;1600;93;374161;54884;14.932282140679776;70.5205074496064;12
DADCA-lkh-cutted;20;16;41.18306;71;259200;13000;8020;47;4;210295;110540;1424;93;399594;52093;15.888527496761164;79.05680853781685;12
DADCA-lkh;20;16;40.35764;71;259200;13000;8335;31;4;209500;123975;2981;40;388609;54884;15.570076731824418;73.53261221647273;12
DADCA-parted-nsn;20;16;38.13542;71;259200;13000;8208;0;4;214360;126095;1546;40;369955;56222;14.712737911522634;67.83006059312487;12
DADCA-NSN;20;16;37.44107;71;259200;13000;9536;0;4;210750;136400;1257;40;353755;57325;14.444856741064624;65.3136828135011;12
FPPWR;20;16;21.59288;71;259200;13000;9024;15;4;206745;200335;3073;876;206696;82800;8.330587169924554;26.07835983628556;12
TSPConcorde;20;4;10.57706;71;259200;13000;3536;171;4;233250;230610;1296;166;102528;50601;4.080657424077883;20.90287552263764;13
DADCA-lkh-cutted;20;4;10.56993;71;259200;13000;3542;47;4;245980;221290;1461;166;102570;52777;4.077903818491844;20.027524674632627;13
DADCA-lkh;20;4;11.38436;71;259200;13000;3561;47;4;245455;219685;2761;166;109984;50436;4.392112542390643;22.57188458616176;13
DADCA-parted-nsn;20;4;10.24402;71;259200;13000;3325;0;4;245640;222220;1443;174;99261;54316;3.952168233691512;18.860041353797037;13
DADCA-NSN;20;4;9.44261;71;259200;13000;3603;0;4;246615;227960;2169;166;90929;59275;3.6429829794429187;15.930176099057013;13
FPPWR;20;4;5.10860;71;259200;13000;3387;16;4;246770;245325;2852;869;48684;91312;1.970911803650358;5.5946681652594705;13
TSPConcorde;20;8;20.81096;71;259200;13000;4828;156;4;207775;203415;1300;166;201595;50601;8.028918514708124;41.12756030537629;13
DADCA-lkh-cutted;20;8;20.80700;71;259200;13000;4639;32;4;234015;185095;1463;175;202067;52777;8.027392868369914;39.4243748504364;13
DADCA-lkh;20;8;22.36844;71;259200;13000;4711;51;4;231860;181540;2756;166;216310;50436;8.629799906645328;44.35014941316657;13
DADCA-parted-nsn;20;8;20.21489;71;259200;13000;4685;0;4;232910;185335;1442;174;196091;54316;7.798955237387595;37.21719562432552;13
DADCA-NSN;20;8;18.43335;71;259200;13000;5070;0;4;234405;198000;1623;166;176673;59275;7.111632956580551;31.098022139952405;13
FPPWR;20;8;9.99711;71;259200;13000;4918;15;4;234770;232005;2847;869;95331;91312;3.8569083647690885;10.948294289339273;13
TSPConcorde;20;12;31.10571;71;259200;13000;6223;156;4;182420;175570;1299;166;301164;50601;12.000659674592287;61.47252006194188;13
DADCA-lkh-cutted;20;12;31.09182;71;259200;13000;6188;47;4;220900;148385;1468;166;301891;52777;11.995301306965398;58.911686885678066;13
DADCA-lkh;20;12;33.39043;71;259200;13000;6334;47;4;218420;144260;2755;166;322459;50436;12.88211114921506;66.20356907519516;13
DADCA-parted-nsn;20;12;30.22000;71;259200;13000;6153;0;4;220855;149130;1435;174;293165;54316;11.6589521057194;55.63738835338517;13
DADCA-NSN;20;12;27.19300;71;259200;13000;6849;0;4;221430;171300;1448;166;254660;59275;10.491125650148604;45.875997781839196;13
FPPWR;20;12;14.79234;71;259200;13000;6662;16;4;222830;219390;2850;869;142261;91312;5.70692199883783;16.199778584400356;13
TSPConcorde;20;16;41.38792;71;259200;13000;8112;156;4;157175;148545;1298;166;400938;50601;15.967563419257733;81.79270050535769;13
DADCA-lkh-cutted;20;16;41.23380;71;259200;13000;8261;31;4;210610;111775;1463;166;400767;52777;15.908100422953819;78.12834434753074;13
DADCA-lkh;20;16;44.49363;71;259200;13000;8149;47;4;204950;104685;2752;166;429403;50436;17.165753958047556;88.218007493178;13
DADCA-parted-nsn;20;16;40.56327;71;259200;13000;8028;0;4;209580;111865;1420;174;393802;54316;15.649410341411368;74.68015245036133;13
DADCA-NSN;20;16;35.63513;71;259200;13000;9554;0;4;209565;150090;1405;166;332992;59275;13.748120106024235;60.11830841807645;13
FPPWR;20;16;19.68133;71;259200;13000;9356;0;4;211115;206325;2850;869;187761;91312;7.593104614388048;21.553932846168983;13
TSPConcorde;20;4;10.79813;71;259200;13000;3685;203;4;232875;230150;1510;257;104755;48159;4.1659447754724885;22.421829477407524;14
DADCA-lkh-cutted;20;4;10.70255;71;259200;13000;3559;46;4;245255;220685;1424;158;103894;52526;4.1290687871513505;20.375711640513842;14
DADCA-lkh;20;4;11.45756;71;259200;13000;3580;61;4;244045;219360;2752;257;111411;50136;4.420355605090687;22.852963396352045;14
DADCA-parted-nsn;20;4;9.91850;71;259200;13000;3322;0;4;246735;223995;1555;257;96364;56447;3.826581492436366;17.571348749083317;14
DADCA-NSN;20;4;12.65017;71;259200;13000;3716;0;4;242990;216610;1654;158;121639;45998;4.880468214163238;27.50157313603007;14
FPPWR;20;4;5.95554;71;259200;13000;3300;0;4;244510;243250;2496;674;57759;80979;2.2976605962315215;7.354420609580389;14
TSPConcorde;20;8;21.25415;71;259200;13000;4825;187;4;207050;202625;1366;158;205951;50136;8.199902537246608;42.3929858316244;14
DADCA-lkh-cutted;20;8;21.12973;71;259200;13000;4762;46;4;232995;184275;1423;257;205598;52526;8.15190049392242;40.22717526605283;14
DADCA-lkh;20;8;22.65856;71;259200;13000;4750;47;4;230360;180985;2749;257;219669;50136;8.741730252629175;45.194201401816706;14
DADCA-parted-nsn;20;8;19.47714;71;259200;13000;4680;0;4;234215;189985;1562;158;189398;56447;7.514329168095565;34.50518398445215;14
DADCA-NSN;20;8;24.44319;71;259200;13000;5244;0;4;228060;175460;1466;158;230988;45998;9.430243281797743;53.13968126096733;14
FPPWR;20;8;11.67969;71;259200;13000;4728;16;4;230845;227930;2505;674;113411;80979;4.506052276234569;14.423106607885998;14
TSPConcorde;20;12;31.89718;71;259200;13000;6275;172;4;181440;174485;1511;257;308991;48159;12.306012207552204;66.23306888011652;14
DADCA-lkh-cutted;20;12;31.52758;71;259200;13000;6381;47;4;219745;145375;1427;158;306574;52526;12.163420091258955;60.02281703640713;14
DADCA-lkh;20;12;33.84722;71;259200;13000;6350;47;4;216065;141755;2751;257;327697;50136;13.058341906721532;67.51081502756944;14
DADCA-parted-nsn;20;12;29.02556;71;259200;13000;6145;0;4;223945;155835;1563;257;281251;56447;11.198132489807193;51.42090706960555;14
DADCA-NSN;20;12;35.95544;71;259200;13000;7103;0;4;212015;135825;1390;158;335141;45998;13.871697459419297;78.16739817995308;14
FPPWR;20;12;17.39892;71;259200;13000;6584;16;4;216835;212515;2499;674;167861;80979;6.712546201036426;21.485718214705564;14
TSPConcorde;20;16;42.25887;71;259200;13000;7820;172;4;155805;147000;1368;158;410061;50136;16.303577722527052;84.28848224188232;14
DADCA-lkh-cutted;20;16;41.96287;71;259200;13000;8119;47;4;208545;108055;1420;257;407502;52526;16.189377512479044;79.88970512193139;14
DADCA-lkh;20;16;45.03385;71;259200;13000;8276;47;4;202305;103500;2746;257;434200;50136;17.374172132201643;89.82338871602573;14
DADCA-parted-nsn;20;16;38.69560;71;259200;13000;8238;0;4;212860;119635;1562;158;375878;56447;14.928858739140374;68.5520963945858;14
DADCA-NSN;20;16;47.15123;71;259200;13000;9976;15;4;197015;94405;1316;157;436349;45998;18.1910627190977;102.50714067546684;14
FPPWR;20;16;23.07070;71;259200;13000;9112;16;4;202985;197810;2501;674;223973;80979;8.900732369779762;28.489729809542155;14
TSPConcorde;20;4;10.53540;71;259200;13000;3771;171;4;233130;230515;1347;81;101806;51907;4.064582321197226;20.296679400742114;15
DADCA-lkh-cutted;20;4;10.93200;71;259200;13000;3472;47;4;245345;219455;1358;215;106442;50839;4.217593485653864;21.503181248283436;15
DADCA-lkh;20;4;10.93875;71;259200;13000;3605;31;4;245850;221965;2829;215;105498;51907;4.2201982476947135;21.07375471135819;15
DADCA-parted-nsn;20;4;9.32012;71;259200;13000;3398;0;4;247300;226580;1637;258;90245;60103;3.595725153844687;15.506912464877676;15
DADCA-NSN;20;4;10.85253;71;259200;13000;3604;0;4;245605;221710;1809;81;104457;51533;4.18693171534446;21.05937361724107;15
FPPWR;20;4;4.74325;71;259200;13000;3435;17;4;247860;246370;3160;771;45446;100341;1.8299569663542161;4.727128947080583;15
TSPConcorde;20;8;20.78202;71;259200;13000;4977;172;4;208010;203250;1342;81;201163;51907;8.017755248818778;40.037030853137864;15
DADCA-lkh-cutted;20;8;21.57070;71;259200;13000;4712;31;4;232350;181230;1358;81;209594;50839;8.322028666076058;42.429430756838535;15
DADCA-lkh;20;8;21.60639;71;259200;13000;4913;47;4;232680;184945;2829;215;207970;51907;8.335796694006246;41.62518548724487;15
DADCA-parted-nsn;20;8;18.30363;71;259200;13000;4701;0;4;235435;194080;1650;81;177791;60103;7.061584314509982;30.453765274961107;15
DADCA-NSN;20;8;21.29620;71;259200;13000;5121;16;4;231930;187265;1751;81;202590;51533;8.216126483672456;41.32536403019232;15
FPPWR;20;8;9.24103;71;259200;13000;4930;0;4;236930;234360;3158;771;88590;100341;3.565212227080477;9.209625270420462;15
TSPConcorde;20;12;30.98881;71;259200;13000;6553;203;4;182025;175345;1344;81;299316;51907;11.955560080399326;59.700641008717625;15
DADCA-lkh-cutted;20;12;32.20168;71;259200;13000;6096;47;4;219285;143485;1356;215;311922;50839;12.42348697559442;63.340502843763126;15
DADCA-lkh;20;12;32.22145;71;259200;13000;6263;47;4;220020;149660;2831;215;310865;51907;12.431115207285478;62.07534748161897;15
DADCA-parted-nsn;20;12;27.47357;71;259200;13000;6440;0;4;224525;161190;1641;81;265781;60103;10.599372118388965;45.710817315049496;15
DADCA-NSN;20;12;31.43056;71;259200;13000;6989;0;4;218625;153555;1501;81;299159;51533;12.125985939643344;60.99112327160373;15
FPPWR;20;12;13.68856;71;259200;13000;6928;16;4;225835;221970;3156;771;131293;100341;5.281080616045571;13.642041594951337;15
