;;;SucessTax;SucessTax;SucessTax;SucessTax;SucessTax;SucessTax;SucessTax;SucessTax;pathTime;pathTime;pathTime;pathTime;pathTime;pathTime;pathTime;pathTime;globalAvgDelay;globalAvgDelay;globalAvgDelay;globalAvgDelay;globalAvgDelay;globalAvgDelay;globalAvgDelay;globalAvgDelay;tourSize;tourSize;tourSize;tourSize;tourSize;tourSize;tourSize;tourSize;memory;memory;memory;memory;memory;memory;memory;memory;validRVZ;validRVZ;validRVZ;validRVZ;validRVZ;validRVZ;validRVZ;validRVZ;totRVZ;totRVZ;totRVZ;totRVZ;totRVZ;totRVZ;totRVZ;totRVZ;msgsRVZ;msgsRVZ;msgsRVZ;msgsRVZ;msgsRVZ;msgsRVZ;msgsRVZ;msgsRVZ;msgsRVZbyUAVs;msgsRVZbyUAVs;msgsRVZbyUAVs;msgsRVZbyUAVs;msgsRVZbyUAVs;msgsRVZbyUAVs;msgsRVZbyUAVs;msgsRVZbyUAVs;msgsRVZbyUAVsXEnergy;msgsRVZbyUAVsXEnergy;msgsRVZbyUAVsXEnergy;msgsRVZbyUAVsXEnergy;msgsRVZbyUAVsXEnergy;msgsRVZbyUAVsXEnergy;msgsRVZbyUAVsXEnergy;msgsRVZbyUAVsXEnergy;mapName;mapName;mapName;mapName;mapName;mapName;mapName;mapName
;;;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max
Strategy;nUAV;nPOIs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DADCA-LKH-Cut;16;500;196.0;4.270089948979591;0.1064929117925164;3.7687;4.2233075;4.278745000000001;4.329445000000001;4.489730000000001;196.0;0.0007137755102040806;0.00019599298653368613;0.0005;0.00055;0.0006833333333333333;0.0007875;0.0015166666666666668;196.0;10241.520408163266;4918.607906516124;6597.0;8591.5;8856.5;9383.25;39719.0;196.0;217407.2857142857;2579.206449218889;210712.0;215895.25;217426.0;219219.75;223818.0;196.0;1233460.4897959183;135340.3325837569;975168.0;1300248.0;1300384.0;1300520.0;1625600.0;196.0;15483.938775510203;45881.92616132365;1061.0;1143.75;1179.0;1240.25;314897.0;196.0;22908.90306122449;48721.92844195902;6733.0;7308.75;7478.5;7822.75;321344.0;196.0;3910006.5714285714;731617.5876241106;2211168.0;3489572.5;3953095.0;4385430.25;6909620.0;196.0;244374.9387755102;45726.07680902606;138198.0;218097.75;247068.0;274089.0;431851.0;196.0;4887498.775510204;914521.5361805214;2763960.0;4361955.0;4941360.0;5481780.0;8637020.0;196.0;99.95408163265306;57.87256498658614;1.0;50.75;99.5;149.25;200.0
DADCA-NSN;2;16;200.0;4.7992071;0.5054022768297681;3.73204;4.432869999999999;4.7831649999999994;5.14603;6.33343;200.0;0.00035783333333333446;3.295048143334177e-05;0.0003333333333333334;0.00035;0.00035;0.00035;0.0005666666666666667;200.0;3742.855;564.5527548778775;2648.0;3381.25;3599.0;3998.75;5725.0;200.0;46440.6;4909.4146761412985;35687.0;42959.75;46244.0;49636.25;58318.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;101.675;11.821510714705186;77.0;93.0;101.0;109.0;139.0;200.0;108.135;13.037124224314235;82.0;98.0;108.0;116.0;164.0;200.0;16273.665;3812.2229765439283;5124.0;13824.75;15809.5;18605.5;29402.0;200.0;8136.605;1906.1261826268162;2562.0;6912.25;7904.5;9302.25;14701.0;200.0;162732.1;38122.52365253634;51240.0;138245.0;158090.0;186045.0;294020.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
DADCA-NSN;2;32;200.0;3.249245400000001;0.28949381786447304;2.56975;3.05789;3.23839;3.4452175;3.95701;200.0;0.00039650000000000026;5.791824076286614e-05;0.00035;0.00036666666666666667;0.00036666666666666667;0.0004166666666666667;0.0007833333333333334;200.0;5786.41;824.0369691540928;4298.0;5159.5;5624.0;6363.25;8281.0;200.0;66348.9;6034.020740891397;54087.0;62335.5;65819.0;70375.25;83064.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;68.88;6.821897936592595;53.0;63.0;69.0;73.0;91.0;200.0;75.825;9.065056605244198;58.0;70.0;74.0;80.0;121.0;200.0;21728.15;4304.664682369371;9203.0;19345.25;22197.5;24949.25;31616.0;200.0;10863.845;2152.3561055271502;4601.0;9672.5;11098.5;12474.5;15808.0;200.0;217276.9;43047.12211054291;92020.0;193450.0;221970.0;249490.0;316160.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
DADCA-NSN;2;48;200.0;2.57218625;0.196730107470525;2.0592599999999996;2.4306075;2.55687;2.7151924999999997;3.05535;200.0;0.0004155833333333333;5.626762395289407e-05;0.00036666666666666667;0.00036666666666666667;0.00040833333333333336;0.00043333333333333337;0.0007;200.0;7657.225;723.1881705511545;5816.0;7185.0;7715.5;8152.0;9805.0;200.0;81832.8;6151.080388821846;67943.0;77014.0;82005.0;86283.0;101382.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;53.285;4.513939882888519;41.0;51.0;53.0;57.0;67.0;200.0;59.675;7.234713567378465;48.0;56.0;58.0;62.0;110.0;200.0;25891.635;3724.437167256175;14401.0;23778.5;26345.0;28289.5;33213.0;200.0;12945.505;1862.2149965678536;7200.0;11888.75;13172.0;14144.75;16606.0;200.0;258910.1;37244.29993135712;144000.0;237775.0;263440.0;282895.0;332120.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
DADCA-NSN;2;50;202.0;2.508904554455447;0.18395636550822195;2.036;2.3861125000000003;2.49298;2.6484025;2.96007;202.0;0.00042780528052805273;6.079873306349857e-05;0.00036666666666666667;0.00038333333333333334;0.00042500000000000003;0.00045000000000000004;0.00075;202.0;7872.376237623763;708.2844995959347;5943.0;7505.5;7873.5;8332.0;9756.0;202.0;83614.099009901;6045.466457326985;70720.0;79609.0;83232.0;87690.25;102733.0;202.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;202.0;51.93564356435643;4.418506628663743;41.0;49.0;51.0;55.0;63.0;202.0;58.381188118811885;6.381584401766776;48.0;54.0;58.0;62.0;98.0;202.0;26184.851485148516;3697.0970981241467;15182.0;23828.5;26470.0;28720.5;33899.0;202.0;13092.18811881188;1848.5459296396962;7591.0;11914.25;13234.5;14359.75;16949.0;202.0;261843.76237623763;36970.91859279392;151820.0;238285.0;264690.0;287195.0;338980.0;202.0;99.51980198019803;58.42282066187789;1.0;49.25;99.5;149.75;200.0
DADCA-NSN;2;80;198.0;1.9016758080808076;0.11490047256667045;1.5664799999999999;1.8183699999999998;1.9043199999999998;1.9830575;2.2821700000000003;198.0;0.0005045454545454542;8.926655400512075e-05;0.0004;0.00043333333333333337;0.0005;0.0005333333333333334;0.0010833333333333333;198.0;9913.419191919193;634.2348049840458;8325.0;9435.75;9906.0;10343.25;11528.0;198.0;106279.77272727272;6328.631514518922;88314.0;101154.75;106332.0;110612.5;125899.0;198.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;198.0;38.58585858585859;3.3795746616410347;31.0;37.0;39.0;41.0;55.0;198.0;44.71212121212121;4.896176333195186;36.0;42.0;44.0;46.0;71.0;198.0;29565.010101010103;3030.135266937445;15521.0;27272.25;29774.5;31412.25;38204.0;198.0;14782.267676767677;1515.058620455628;7760.0;13635.75;14887.0;15705.75;19102.0;198.0;295645.35353535356;30301.17240911256;155200.0;272715.0;297740.0;314115.0;382040.0;198.0;100.44444444444444;57.86501397282797;1.0;51.25;100.5;149.75;200.0
DADCA-NSN;2;250;196.0;0.9408103061224494;0.034259882899917576;0.86101;0.9141375;0.9434900000000002;0.9633225000000001;1.0390700000000002;196.0;0.0010065476190476187;0.00020337869047147426;0.0007666666666666667;0.0008666666666666667;0.0009166666666666668;0.0011541666666666666;0.0017000000000000001;196.0;17127.841836734693;755.7800795881366;15415.0;16530.5;16970.5;17801.75;19126.0;196.0;187082.9642857143;6377.647207339243;168666.0;182577.0;186978.5;192292.5;200885.0;196.0;1300242.6530612244;31.08139918337384;1300224.0;1300224.0;1300224.0;1300266.0;1300296.0;196.0;17.806122448979593;1.8846650427571734;15.0;17.0;17.0;19.0;27.0;196.0;23.959183673469386;3.2923169842931905;20.0;22.0;22.0;25.0;43.0;196.0;36886.66836734694;3880.6807144371583;28692.0;35216.75;37019.5;38263.75;49050.0;196.0;18443.091836734693;1940.3541341419445;14346.0;17608.25;18509.5;19131.5;24525.0;196.0;368861.8367346939;38807.0826828389;286920.0;352165.0;370190.0;382630.0;490500.0;196.0;99.95408163265306;57.87256498658614;1.0;50.75;99.5;149.25;200.0
DADCA-NSN;2;320;196.0;0.7949989285714277;0.02556893584771599;0.6834399999999999;0.7804599999999999;0.791825;0.8126524999999999;0.8572299999999999;196.0;0.001157568027210883;0.00015695911391102745;0.001;0.0010666666666666667;0.0011166666666666666;0.0011833333333333333;0.0020666666666666667;196.0;19470.918367346938;711.6910187170055;17938.0;19015.75;19440.0;19756.0;22391.0;196.0;212058.08673469388;6742.677971953291;195999.0;207506.75;212370.0;215896.75;240499.0;196.0;1300303.224489796;24.01475213803338;1300280.0;1300280.0;1300280.0;1300328.0;1300328.0;196.0;14.525510204081632;2.0839711216311962;11.0;13.0;14.0;15.0;29.0;196.0;21.163265306122447;4.12420964313573;16.0;18.0;20.0;22.0;39.0;196.0;36583.44387755102;4177.662148571058;24687.0;33624.75;34826.5;40899.25;46078.0;196.0;18291.48469387755;2088.8315945843397;12343.0;16812.0;17413.0;20449.5;23039.0;196.0;365829.693877551;41776.631891686775;246860.0;336240.0;348260.0;408990.0;460780.0;196.0;99.95408163265306;57.87256498658614;1.0;50.75;99.5;149.25;200.0
DADCA-NSN;2;500;196.0;0.5803068367346943;0.015323064505505234;0.5383;0.5713925;0.581105;0.5897600000000001;0.63125;196.0;0.0025763605442176867;0.0005424983015945567;0.0018333333333333335;0.0021000000000000003;0.00255;0.002966666666666667;0.004633333333333334;196.0;25490.54591836735;1230.1880794013591;23621.0;24862.25;25198.5;25585.0;32323.0;196.0;264343.20408163266;6670.0660857975245;244784.0;260091.0;264017.0;268214.0;282271.0;196.0;2600671.9183673467;22.699677381368424;2600600.0;2600680.0;2600680.0;2600680.0;2600696.0;196.0;9.739795918367347;2.3834144779122513;8.0;9.0;9.0;9.0;27.0;196.0;16.142857142857142;5.053559294048268;14.0;14.0;14.0;16.0;69.0;196.0;35012.55612244898;2499.0725873479787;30865.0;33674.0;34653.5;35815.0;49098.0;196.0;17506.04081632653;1249.534333104751;15432.0;16837.0;17326.5;17907.5;24549.0;196.0;350120.8163265306;24990.68666209503;308640.0;336740.0;346530.0;358150.0;490980.0;196.0;99.95408163265306;57.87256498658614;1.0;50.75;99.5;149.25;200.0
DADCA-NSN;4;16;200.0;9.344816299999996;1.0150952863287979;7.187860000000001;8.650955000000002;9.30658;9.990175;12.34074;200.0;0.00034575000000000084;9.74228208899266e-06;0.0003333333333333334;0.0003333333333333334;0.00035;0.00035;0.00038333333333333334;200.0;3299.225;348.7467214953696;2218.0;3075.25;3297.5;3506.25;4352.0;200.0;46440.6;4909.4146761412985;35687.0;42959.75;46244.0;49636.25;58318.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;601.29;68.2989725269803;455.0;552.5;597.0;645.25;792.0;200.0;662.905;69.94934258188702;514.0;610.5;664.0;706.0;925.0;200.0;100528.16;18441.189492107573;53907.0;88191.5;99924.0;112699.25;156259.0;200.0;25131.665;4610.28655545314;13476.0;22047.25;24980.5;28174.25;39064.0;200.0;502633.3;92205.73110906257;269520.0;440945.0;499610.0;563485.0;781280.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
DADCA-NSN;4;32;200.0;6.279713950000001;0.5828825695837199;4.89927;5.9100850000000005;6.2625399999999996;6.685275000000001;7.69302;200.0;0.0003646666666666675;1.8497438215795732e-05;0.00035;0.00035;0.00036666666666666667;0.00036666666666666667;0.00043333333333333337;200.0;4877.59;373.8303593716536;3853.0;4620.75;4834.0;5117.25;6310.0;200.0;66348.9;6034.020740891397;54087.0;62335.5;65819.0;70375.25;83064.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;397.44;41.33435671721686;299.0;369.0;397.0;423.0;501.0;200.0;459.74;42.116402467256385;352.0;431.5;460.5;486.0;576.0;200.0;128606.315;20504.246944954433;85181.0;115133.75;128290.0;141237.75;185665.0;200.0;32151.185;5126.065194931532;21295.0;28783.25;32072.0;35308.75;46416.0;200.0;643023.7;102521.3038986305;425900.0;575665.0;641440.0;706175.0;928320.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
DADCA-NSN;4;48;200.0;4.925447649999999;0.3898759483225137;3.9207199999999998;4.6532725;4.9057200000000005;5.215365;5.89635;200.0;0.00038216666666666683;2.4528496173052392e-05;0.00036666666666666667;0.00036666666666666667;0.00036666666666666667;0.00038333333333333334;0.0005;200.0;6191.85;387.128934023006;5186.0;5913.25;6179.0;6479.25;7217.0;200.0;81832.8;6151.080388821846;67943.0;77014.0;82005.0;86283.0;101382.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;307.525;27.880747035837864;239.0;288.75;305.5;328.25;383.0;200.0;368.545;28.743502215248398;306.0;348.0;365.5;386.25;451.0;200.0;146162.49;20165.846310955694;97162.0;130136.5;144781.0;160384.75;191249.0;200.0;36540.26;5041.457438870201;24290.0;32533.5;36195.0;40096.0;47812.0;200.0;730805.2;100829.14877740419;485800.0;650670.0;723900.0;801920.0;956240.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
DADCA-NSN;4;50;202.0;4.799795693069305;0.3679645446549832;3.8267;4.531102499999999;4.775869999999999;5.07311;5.69649;202.0;0.0003870462046204623;2.9947790563792564e-05;0.00036666666666666667;0.00036666666666666667;0.00038333333333333334;0.00038333333333333334;0.0005333333333333334;202.0;6339.257425742574;393.8535008965448;5348.0;6050.75;6302.5;6559.75;8027.0;202.0;83614.099009901;6045.466457326985;70720.0;79609.0;83232.0;87690.25;102733.0;202.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;202.0;299.2029702970297;26.120337496564552;229.0;280.25;299.0;316.0;373.0;202.0;360.990099009901;29.18767375952793;296.0;342.25;357.5;378.75;473.0;202.0;148086.49504950494;19317.40697818089;98450.0;133325.5;147045.5;160529.5;198204.0;202.0;37021.267326732675;4829.361767605502;24612.0;33330.75;36761.0;40132.0;49551.0;202.0;740425.3465346535;96587.23535211002;492240.0;666615.0;735220.0;802640.0;991020.0;202.0;99.51980198019803;58.42282066187789;1.0;49.25;99.5;149.75;200.0
DADCA-NSN;4;80;198.0;3.5864598989898977;0.2308806543372525;2.9152;3.4112324999999997;3.5877;3.7461925;4.35154;198.0;0.00042281144781144715;3.687003015704662e-05;0.0004;0.0004;0.0004166666666666667;0.0004166666666666667;0.0006333333333333334;198.0;8409.0101010101;446.0102431035518;7291.0;8123.0;8401.5;8713.75;9659.0;198.0;106279.77272727272;6328.631514518922;88314.0;101154.75;106332.0;110612.5;125899.0;198.0;650142.4646464647;7.135118169708068;650112.0;650144.0;650144.0;650144.0;650160.0;198.0;220.52020202020202;18.697894665806626;177.0;207.0;219.0;233.0;288.0;198.0;286.3030303030303;25.520352998471427;238.0;271.25;284.0;297.75;402.0;198.0;170458.99494949495;17745.297415382487;119137.0;157473.5;172614.0;182423.5;223132.0;198.0;42614.38383838384;4436.328609001718;29784.0;39368.0;43153.0;45605.75;55783.0;198.0;852287.6767676767;88726.57218003433;595680.0;787360.0;863060.0;912115.0;1115660.0;198.0;100.44444444444444;57.86501397282797;1.0;51.25;100.5;149.75;200.0
DADCA-NSN;4;250;196.0;1.6726903061224487;0.07468264681497584;1.51566;1.6117175000000001;1.6746750000000001;1.7262199999999999;1.8750099999999998;196.0;0.0007865646258503386;4.617310197767808e-05;0.00075;0.0007666666666666667;0.0007833333333333334;0.0007833333333333334;0.0012333333333333335;196.0;16394.668367346938;750.8421440976913;14416.0;15749.25;16443.0;16954.75;19242.0;196.0;187082.9642857143;6377.647207339243;168666.0;182577.0;186978.5;192292.5;200885.0;196.0;1300362.1224489796;10.347069751059047;1300344.0;1300368.0;1300368.0;1300368.0;1300368.0;196.0;132.27551020408163;523.9065542165137;81.0;89.0;95.0;99.0;7429.0;196.0;191.8673469387755;524.8653187492444;138.0;148.0;154.0;160.0;7501.0;196.0;212201.05102040817;19361.58404219615;177063.0;196235.5;214148.5;225913.0;269591.0;196.0;53049.86224489796;4840.354621084005;44265.0;49058.5;53536.5;56477.5;67397.0;196.0;1060997.2448979593;96807.09242168014;885300.0;981170.0;1070730.0;1129550.0;1347940.0;196.0;99.95408163265306;57.87256498658614;1.0;50.75;99.5;149.25;200.0
DADCA-NSN;4;320;196.0;1.3921781632653063;0.06822495772146939;1.15527;1.3598925000000002;1.384725;1.4306725;1.7951400000000002;196.0;0.0010097789115646265;5.149510404913701e-05;0.0009666666666666667;0.0009833333333333335;0.001;0.0010166666666666668;0.0014833333333333335;196.0;19209.438775510203;860.6060841812442;16775.0;18716.0;19090.5;19409.0;22371.0;196.0;212058.08673469388;6742.677971953291;195999.0;207506.75;212370.0;215896.75;240499.0;196.0;1300260.775510204;10.42534447539578;1300256.0;1300256.0;1300256.0;1300272.0;1300360.0;196.0;1382.9795918367347;10630.270425659846;61.0;73.0;75.0;79.0;102645.0;196.0;1443.6989795918366;10636.117839879073;116.0;130.0;134.0;141.0;102769.0;196.0;213239.98469387754;18954.173955169914;156032.0;204319.75;210309.0;220557.25;310000.0;196.0;53309.62244897959;4738.535210249631;39008.0;51079.5;52577.0;55138.75;77500.0;196.0;1066192.448979592;94770.7042049926;780160.0;1021590.0;1051540.0;1102775.0;1550000.0;196.0;99.95408163265306;57.87256498658614;1.0;50.75;99.5;149.25;200.0
DADCA-NSN;4;500;196.0;0.9626910714285709;0.03516515426143853;0.86093;0.942295;0.964855;0.9855700000000001;1.07122;196.0;0.001851530612244902;6.53758249529916e-05;0.0017666666666666668;0.0018000000000000002;0.0018416666666666668;0.0018666666666666666;0.0022833333333333334;196.0;27309.45918367347;1812.9876725696693;22562.0;26250.75;26760.5;28504.5;33867.0;196.0;264343.20408163266;6670.0660857975245;244784.0;260091.0;264017.0;268214.0;282271.0;196.0;2630449.224489796;136425.9115081943;2600512.0;2600600.0;2600600.0;2600600.0;3250736.0;196.0;49.066326530612244;6.191863045552788;41.0;45.75;49.0;51.0;89.0;196.0;107.40306122448979;9.439458416468197;94.0;101.75;106.0;111.25;148.0;196.0;195241.556122449;18679.39959343429;145259.0;181397.5;203070.5;207892.25;242940.0;196.0;48810.01530612245;4669.854971093488;36314.0;45349.25;50767.5;51972.75;60735.0;196.0;976200.306122449;93397.09942186979;726280.0;906985.0;1015350.0;1039455.0;1214700.0;196.0;99.95408163265306;57.87256498658614;1.0;50.75;99.5;149.25;200.0
DADCA-NSN;8;16;200.0;18.316296650000005;2.0069032555158905;14.078660000000001;16.850285;18.21277;19.631652499999998;24.15811;200.0;0.0003824166666666675;4.8776129735122156e-05;0.0003333333333333334;0.00035;0.00035;0.0004166666666666667;0.0006166666666666667;200.0;2705.145;291.0354655122459;1909.0;2518.5;2697.0;2873.25;3490.0;200.0;46440.6;4909.4146761412985;35687.0;42959.75;46244.0;49636.25;58318.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;2848.96;541.9554102817576;2143.0;2573.0;2788.0;3047.5;8845.0;200.0;3338.42;545.0908675343468;2610.0;3061.5;3326.0;3524.5;9392.0;200.0;451714.23;83228.50876389901;278057.0;394621.25;447492.0;501603.25;770094.0;200.0;56463.85;10403.545727105726;34757.0;49327.5;55936.0;62700.0;96261.0;200.0;1129277.0;208070.9145421146;695140.0;986550.0;1118720.0;1254000.0;1925220.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
DADCA-NSN;8;32;200.0;12.28478390000001;1.1622440268910872;9.602139999999999;11.540980000000001;12.232045;13.062595;15.05124;200.0;0.0003988333333333337;5.5979925810975714e-05;0.00035;0.00036666666666666667;0.00036666666666666667;0.00043333333333333337;0.0006333333333333334;200.0;3871.055;287.82455916633745;3120.0;3655.0;3847.5;4083.75;4461.0;200.0;66348.9;6034.020740891397;54087.0;62335.5;65819.0;70375.25;83064.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;2396.885;7646.54312356096;1405.0;1730.25;1867.0;1973.25;109961.0;200.0;2884.98;7683.642146323826;1888.0;2216.0;2339.5;2462.5;110972.0;200.0;576015.125;97807.07968327358;369269.0;509524.5;569928.5;640834.5;836780.0;200.0;72001.435;12225.892456075038;46158.0;63690.0;71240.5;80103.75;104597.0;200.0;1440028.7;244517.84912150088;923160.0;1273800.0;1424810.0;1602075.0;2091940.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
DADCA-NSN;8;48;200.0;9.602728550000002;0.7796910083403755;7.59103;9.0456425;9.552464999999998;10.19233;11.53911;200.0;0.0004277499999999998;6.0434807823388604e-05;0.00035;0.00038333333333333334;0.0004166666666666667;0.00045000000000000004;0.0006500000000000001;200.0;4784.84;326.4507695267743;4036.0;4560.75;4774.0;4993.75;5811.0;200.0;81832.8;6151.080388821846;67943.0;77014.0;82005.0;86283.0;101382.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;1436.9;145.45979775807163;1094.0;1338.0;1426.0;1535.75;2350.0;200.0;1920.36;141.16685448085926;1598.0;1829.75;1904.0;2005.75;2832.0;200.0;651970.305;95956.47551828605;436803.0;578354.25;642894.0;719039.25;894697.0;200.0;81495.855;11994.531064667819;54600.0;72294.25;80361.5;89879.75;111837.0;200.0;1629917.1;239890.6212933567;1092000.0;1445885.0;1607230.0;1797595.0;2236740.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
DADCA-NSN;8;50;202.0;9.346400693069306;0.7282382724979927;7.47265;8.869802499999999;9.31246;9.856657499999999;11.10849;202.0;0.0004318481848184814;6.0953317006283566e-05;0.00036666666666666667;0.00038333333333333334;0.00043333333333333337;0.00045000000000000004;0.0006166666666666667;202.0;4897.044554455446;325.7270214955884;4141.0;4683.25;4884.5;5131.0;5820.0;202.0;83614.099009901;6045.466457326985;70720.0;79609.0;83232.0;87690.25;102733.0;202.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;202.0;2341.658415841584;13467.582334903933;1074.0;1312.5;1391.5;1473.75;192797.0;202.0;2829.8267326732675;13523.65922928882;1566.0;1793.25;1874.0;1961.0;194078.0;202.0;658512.6336633663;92689.01724017636;433143.0;589205.5;654891.5;717945.5;890824.0;202.0;82313.66336633664;11586.17636718375;54142.0;73650.0;81861.0;89742.75;111353.0;202.0;1646273.2673267326;231723.52734367485;1082840.0;1473000.0;1637220.0;1794855.0;2227060.0;202.0;99.51980198019803;58.42282066187789;1.0;49.25;99.5;149.75;200.0
DADCA-NSN;8;80;198.0;6.943151414141414;0.4625586835164456;5.5788199999999994;6.6271249999999995;6.9175699999999996;7.3029425;8.47157;198.0;0.000484175084175084;7.824116107144547e-05;0.0004;0.0004166666666666667;0.00046666666666666666;0.0005333333333333334;0.0007833333333333334;198.0;6229.070707070707;362.18020734069;5382.0;5968.5;6205.5;6445.5;7243.0;198.0;106279.77272727272;6328.631514518922;88314.0;101154.75;106332.0;110612.5;125899.0;198.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;198.0;1022.959595959596;75.97908063573922;824.0;974.0;1019.5;1080.75;1250.0;198.0;1512.0;84.44317465723854;1312.0;1461.0;1509.0;1573.0;1805.0;198.0;755033.5454545454;84279.25906245978;514334.0;697446.0;759371.5;815723.75;995453.0;198.0;94378.75757575757;10534.90889968625;64291.0;87180.25;94921.0;101964.75;124431.0;198.0;1887575.1515151516;210698.17799372497;1285820.0;1743605.0;1898420.0;2039295.0;2488620.0;198.0;100.44444444444444;57.86501397282797;1.0;51.25;100.5;149.75;200.0
DADCA-NSN;8;250;196.0;3.135484693877552;0.13299772527998144;2.81328;3.032575;3.14157;3.22697;3.46104;196.0;0.001031802721088435;0.00022343583226030878;0.0007666666666666667;0.0008458333333333334;0.000925;0.0012166666666666667;0.0017666666666666668;196.0;12088.285714285714;659.9908313271463;5389.0;11847.5;12079.5;12315.5;14099.0;196.0;187082.9642857143;6377.647207339243;168666.0;182577.0;186978.5;192292.5;200885.0;196.0;650164.0408163265;11.585949374994547;650112.0;650160.0;650160.0;650160.0;650184.0;196.0;2368.964285714286;25567.32451078414;370.0;415.5;430.0;452.0;357807.0;196.0;2848.984693877551;25645.477918064196;812.0;886.75;905.0;929.25;359370.0;196.0;949279.7397959183;90136.88177899012;439027.0;894139.75;951383.5;1010800.5;1198244.0;196.0;118659.52040816327;11267.11413121103;54878.0;111767.25;118922.5;126349.75;149780.0;196.0;2373190.4081632653;225342.28262422056;1097560.0;2235345.0;2378450.0;2526995.0;2995600.0;196.0;99.95408163265306;57.87256498658614;1.0;50.75;99.5;149.25;200.0
