;;;SucessTax;SucessTax;SucessTax;SucessTax;SucessTax;SucessTax;SucessTax;SucessTax;pathTime;pathTime;pathTime;pathTime;pathTime;pathTime;pathTime;pathTime;globalAvgDelay;globalAvgDelay;globalAvgDelay;globalAvgDelay;globalAvgDelay;globalAvgDelay;globalAvgDelay;globalAvgDelay;tourSize;tourSize;tourSize;tourSize;tourSize;tourSize;tourSize;tourSize;memory;memory;memory;memory;memory;memory;memory;memory;validRVZ;validRVZ;validRVZ;validRVZ;validRVZ;validRVZ;validRVZ;validRVZ;totRVZ;totRVZ;totRVZ;totRVZ;totRVZ;totRVZ;totRVZ;totRVZ;msgsRVZ;msgsRVZ;msgsRVZ;msgsRVZ;msgsRVZ;msgsRVZ;msgsRVZ;msgsRVZ;msgsRVZbyUAVs;msgsRVZbyUAVs;msgsRVZbyUAVs;msgsRVZbyUAVs;msgsRVZbyUAVs;msgsRVZbyUAVs;msgsRVZbyUAVs;msgsRVZbyUAVs;msgsRVZbyUAVsXEnergy;msgsRVZbyUAVsXEnergy;msgsRVZbyUAVsXEnergy;msgsRVZbyUAVsXEnergy;msgsRVZbyUAVsXEnergy;msgsRVZbyUAVsXEnergy;msgsRVZbyUAVsXEnergy;msgsRVZbyUAVsXEnergy;mapName;mapName;mapName;mapName;mapName;mapName;mapName;mapName
;;;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max
Strategy;nUAV;nPOIs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FPPWR;2;320;200.0;0.22672330000000007;0.04395020600805819;0.20563;0.21513249999999998;0.21902;0.22524999999999998;0.53183;200.0;0.0011512500000000004;0.00023879663827204074;0.0008500000000000001;0.00095;0.0010833333333333333;0.0013666666666666666;0.001966666666666667;200.0;28779.88;987.7233889431428;25880.0;28145.5;28780.0;29497.25;31563.0;200.0;532228.42;12463.62081792708;498351.0;523737.0;532385.5;541209.25;562973.0;200.0;663130.92;91249.14015335827;650112.0;650112.0;650112.0;650118.0;1300360.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
FPPWR;2;500;200.0;0.20186874999999996;0.02787588377826967;0.19163;0.1961425;0.198015;0.199775;0.39963000000000004;200.0;0.0013919999999999994;0.000303105828870469;0.0009666666666666667;0.00115;0.0013166666666666667;0.0016166666666666666;0.002416666666666667;200.0;31597.28;756.2054582422538;29655.0;31140.0;31620.5;32086.75;33387.0;200.0;567781.585;7917.067875260538;538486.0;562919.0;568104.0;573308.5;585500.0;200.0;653427.0;45967.223087236394;650112.0;650112.0;650136.0;650232.0;1300248.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
FPPWR;4;16;200.0;4.947295499999999;0.8910598122312653;3.0089;4.3001325;4.919885000000001;5.57759;7.94645;200.0;0.0004509166666666671;2.468096262806425e-05;0.0004166666666666667;0.00043333333333333337;0.00045000000000000004;0.00045000000000000004;0.0006833333333333333;200.0;4900.22;789.5450707169715;2888.0;4381.5;4812.0;5445.5;7408.0;200.0;88503.08;13944.197596010425;56431.0;78255.0;86950.0;98101.75;131936.0;200.0;650138.6;34.59746991649996;650112.0;650112.0;650112.0;650176.0;650240.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
FPPWR;4;32;200.0;2.5557416;0.40276555830560545;1.7748099999999998;2.251065;2.504765;2.8318675;3.97154;200.0;0.000515916666666667;6.292466004665989e-05;0.00046666666666666666;0.00048333333333333334;0.0005;0.0005166666666666667;0.0008833333333333334;200.0;8177.795;1044.5303207325521;5790.0;7479.0;8125.5;8957.25;10803.0;200.0;152993.735;18519.18812607669;110803.0;139695.5;153274.0;166441.75;198622.0;200.0;650154.72;35.71806969186003;650112.0;650112.0;650160.0;650176.0;650288.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
FPPWR;4;48;200.0;1.6226409999999996;0.22865494399216546;0.9942;1.46955;1.5945900000000002;1.7652875;2.56695;200.0;0.000562833333333332;6.841734019952593e-05;0.0005166666666666667;0.0005333333333333334;0.00055;0.00055;0.0009666666666666667;200.0;11333.01;1230.698253372561;8214.0;10549.0;11396.5;12069.25;14565.0;200.0;214180.53;21002.37539255378;155171.0;200797.5;214238.5;227121.0;289831.0;200.0;650146.6;30.894861422436595;650112.0;650112.0;650136.0;650176.0;650264.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
FPPWR;4;50;202.0;1.5433805445544555;0.2112412365545492;0.92315;1.41069;1.52087;1.664345;2.32083;202.0;0.0005635313531353117;6.061746365880357e-05;0.0005166666666666667;0.0005333333333333334;0.00055;0.0005666666666666667;0.0010333333333333334;202.0;11708.742574257425;1240.617721706508;8424.0;10856.25;11714.0;12407.0;14913.0;202.0;221686.301980198;20846.3340765407;165664.0;207645.75;222345.5;233553.5;300943.0;202.0;650141.7821782178;29.86123927689801;650112.0;650112.0;650136.0;650176.0;650264.0;202.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;202.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;202.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;202.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;202.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;202.0;99.51980198019803;58.42282066187789;1.0;49.25;99.5;149.75;200.0
FPPWR;4;80;200.0;0.9057139000000002;0.17198692943731622;0.62073;0.8030174999999999;0.89019;0.9774100000000001;1.99301;200.0;0.0006459166666666673;6.090004029450796e-05;0.0006000000000000001;0.0006166666666666667;0.0006333333333333334;0.0006500000000000001;0.0010500000000000002;200.0;16421.045;1597.048267529537;12482.0;15373.75;16309.5;17522.0;20224.0;200.0;311851.92;26135.12468220444;240278.0;295516.25;310904.0;328716.75;381250.0;200.0;650141.48;26.4489571946309;650112.0;650112.0;650136.0;650176.0;650176.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
FPPWR;4;250;200.0;0.37371045;0.05778999445051411;0.32286;0.35537;0.3678;0.378025;0.7752;200.0;0.0008383333333333323;6.256208529956136e-05;0.0007666666666666667;0.0008;0.0008333333333333334;0.0008500000000000001;0.0012333333333333335;200.0;27079.92;1184.13745450255;23503.0;26292.0;27056.0;27863.75;30150.0;200.0;507365.76;14126.479437527758;475583.0;498673.75;504970.0;516258.5;543549.0;200.0;650135.44;36.87935512140701;650112.0;650112.0;650112.0;650176.0;650240.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
FPPWR;4;320;200.0;0.33573760000000014;0.04489900317009657;0.30174;0.32067500000000004;0.32904999999999995;0.33750500000000005;0.64067;200.0;0.0008653333333333317;5.53240290052279e-05;0.0008166666666666667;0.0008333333333333334;0.0008500000000000001;0.0008833333333333334;0.0013000000000000002;200.0;28728.14;1060.0863909044888;25632.0;28107.5;28805.5;29501.5;31618.0;200.0;532228.42;12463.62081792708;498351.0;523737.0;532385.5;541209.25;562973.0;200.0;650121.52;27.62435746996008;650112.0;650112.0;650112.0;650112.0;650288.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
FPPWR;4;500;200.0;0.2945421000000001;0.028041525804370665;0.27865999999999996;0.28698999999999997;0.29068;0.29405;0.49458;200.0;0.0010121666666666697;0.00010713921187066848;0.0009333333333333333;0.0009666666666666667;0.0009666666666666667;0.001;0.00165;200.0;31550.875;823.9982066715861;28594.0;31106.5;31609.0;32035.0;33374.0;200.0;567781.585;7917.067875260538;538486.0;562919.0;568104.0;573308.5;585500.0;200.0;650126.96;24.010851817982754;650112.0;650112.0;650112.0;650136.0;650264.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
FPPWR;8;16;200.0;9.705157050000004;1.7875380490905728;5.7964400000000005;8.41333;9.639575;10.9340325;15.7569;200.0;0.0005284166666666672;9.281558807209085e-05;0.00043333333333333337;0.00046666666666666666;0.00048333333333333334;0.0005833333333333334;0.0009000000000000001;200.0;4900.115;789.835465198561;2889.0;4382.75;4819.5;5448.5;7424.0;200.0;88503.08;13944.197596010425;56431.0;78255.0;86950.0;98101.75;131936.0;200.0;650220.0;53.20520622880102;650136.0;650160.0;650224.0;650288.0;650288.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
FPPWR;8;32;200.0;4.90424275;0.8059744756055088;3.34165;4.2995125000000005;4.792025;5.46727;7.679460000000001;200.0;0.0007001666666666674;0.0001420712028843304;0.00048333333333333334;0.0005833333333333334;0.0007166666666666667;0.0007666666666666667;0.0012166666666666667;200.0;8179.025;1044.9532241100028;5794.0;7475.75;8137.5;8954.25;10830.0;200.0;152993.735;18519.18812607669;110803.0;139695.5;153274.0;166441.75;198622.0;200.0;650191.76;55.19251278331761;650112.0;650136.0;650200.0;650246.0;650288.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
FPPWR;8;48;200.0;3.0287137500000005;0.46018837215729536;1.7760599999999998;2.7259024999999997;2.96624;3.316905;4.91725;200.0;0.0007995833333333332;0.00017322472357496037;0.0005333333333333334;0.0007;0.0007833333333333334;0.0009000000000000001;0.00135;200.0;11331.795;1227.9154427924757;8219.0;10540.75;11381.0;12075.25;14551.0;200.0;214180.53;21002.37539255378;155171.0;200797.5;214238.5;227121.0;289831.0;200.0;650179.32;52.95847999154697;650112.0;650112.0;650176.0;650240.0;650288.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
FPPWR;8;50;202.0;2.871597128712872;0.4244081449643876;1.6287;2.6107525000000003;2.819345;3.1202575;4.42272;202.0;0.0008119636963696368;0.00017651232283539747;0.0005333333333333334;0.0007;0.0008;0.0009333333333333333;0.0013000000000000002;202.0;11708.762376237624;1240.2906949302828;8400.0;10854.5;11717.5;12404.0;14868.0;202.0;221686.301980198;20846.3340765407;165664.0;207645.75;222345.5;233553.5;300943.0;202.0;650181.2277227723;53.047220340308094;650112.0;650112.0;650176.0;650240.0;650288.0;202.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;202.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;202.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;202.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;202.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;202.0;99.51980198019803;58.42282066187789;1.0;49.25;99.5;149.75;200.0
FPPWR;8;80;200.0;1.593326350000001;0.2871199804455145;1.0624799999999999;1.4054799999999998;1.56215;1.728525;2.96287;200.0;0.0009147500000000007;0.00018413618558249504;0.0006000000000000001;0.0007833333333333334;0.0009166666666666668;0.001;0.0015666666666666667;200.0;16411.975;1609.9488316645009;12121.0;15369.5;16308.0;17526.0;20207.0;200.0;311851.92;26135.12468220444;240278.0;295516.25;310904.0;328716.75;381250.0;200.0;650204.6;51.91682563408137;650112.0;650136.0;650200.0;650264.0;650264.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
FPPWR;8;250;200.0;0.6177140500000001;0.06247942791560119;0.53532;0.5908074999999999;0.6133649999999999;0.630675;1.02444;200.0;0.0012135833333333337;0.0002459332973941698;0.0008333333333333334;0.001;0.0012166666666666667;0.0013708333333333333;0.0022833333333333334;200.0;27074.23;1216.1783942056627;22987.0;26272.5;27087.0;27895.0;30124.0;200.0;507365.76;14126.479437527758;475583.0;498673.75;504970.0;516258.5;543549.0;200.0;643611.12;112698.37449196537;0.0;650112.0;650112.0;650112.0;1300248.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
FPPWR;8;320;200.0;0.5540015499999998;0.048185565188760646;0.49628999999999995;0.5330374999999999;0.5468550000000001;0.56303;0.85887;200.0;0.0012075000000000013;0.00024753249057786453;0.0008500000000000001;0.0009833333333333335;0.0011833333333333333;0.00135;0.001966666666666667;200.0;28714.06;1102.9341025523076;25001.0;28076.0;28783.5;29516.75;31522.0;200.0;532228.42;12463.62081792708;498351.0;523737.0;532385.5;541209.25;562973.0;200.0;656613.72;64850.00744215705;650112.0;650112.0;650112.0;650112.0;1300248.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
FPPWR;8;500;200.0;0.4793520499999997;0.029088421970971657;0.45173;0.467855;0.47548500000000005;0.4825125;0.6847;200.0;0.0014502500000000002;0.000315505131930856;0.0010166666666666668;0.0011833333333333333;0.0014;0.0016833333333333333;0.002466666666666667;200.0;31542.005;855.0683742239506;28448.0;31069.5;31622.5;32024.5;33382.0;200.0;567781.585;7917.067875260538;538486.0;562919.0;568104.0;573308.5;585500.0;200.0;658255.2;68650.7612747156;650112.0;650112.0;650112.0;650144.0;1300296.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
FPPWR;16;16;200.0;19.216558149999997;3.58224107959301;11.336319999999999;16.6073175;19.084985000000003;21.684389999999997;31.29147;200.0;0.0005005833333333339;7.598924186985508e-05;0.00043333333333333337;0.00045000000000000004;0.00048333333333333334;0.0005166666666666667;0.0008500000000000001;200.0;4900.235;789.7504025110287;2890.0;4387.25;4814.5;5445.0;7414.0;200.0;88503.08;13944.197596010425;56431.0;78255.0;86950.0;98101.75;131936.0;200.0;650114.36;33.375440072005034;650112.0;650112.0;650112.0;650112.0;650584.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
FPPWR;16;32;200.0;9.598553549999998;1.6126871022017693;6.4596;8.380425;9.39227;10.731910000000001;15.161010000000001;200.0;0.0006457500000000006;0.00013143537665188384;0.00048333333333333334;0.0005166666666666667;0.000675;0.0007333333333333333;0.0010166666666666668;200.0;8178.33;1044.8708516285226;5791.0;7469.0;8140.5;8966.0;10818.0;200.0;152993.735;18519.18812607669;110803.0;139695.5;153274.0;166441.75;198622.0;200.0;650279.16;11.87939392393401;650112.0;650280.0;650280.0;650280.0;650280.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
FPPWR;16;48;200.0;5.842124149999998;0.9216158378986361;3.32075;5.228365;5.711925;6.4062775;9.60857;200.0;0.0007372499999999996;0.00015370882488514184;0.0005166666666666667;0.0005666666666666667;0.0007333333333333333;0.0008666666666666667;0.0012166666666666667;200.0;11331.465;1230.1515079197302;8232.0;10538.5;11396.0;12078.75;14567.0;200.0;214180.53;21002.37539255378;155171.0;200797.5;214238.5;227121.0;289831.0;200.0;650112.0;0.0;650112.0;650112.0;650112.0;650112.0;650112.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
FPPWR;16;50;202.0;5.5251838613861395;0.8506984379287813;3.0310200000000003;5.0023175;5.43704;6.0142475;8.666089999999999;202.0;0.0007405940594059403;0.0001635346821615364;0.0005166666666666667;0.0005666666666666667;0.0007416666666666667;0.0008666666666666667;0.00135;202.0;11707.826732673268;1239.478547346246;8425.0;10853.5;11701.5;12405.0;14886.0;202.0;221686.301980198;20846.3340765407;165664.0;207645.75;222345.5;233553.5;300943.0;202.0;650115.0099009901;25.294482535847937;650112.0;650112.0;650112.0;650112.0;650384.0;202.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;202.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;202.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;202.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;202.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;202.0;99.51980198019803;58.42282066187789;1.0;49.25;99.5;149.75;200.0
FPPWR;16;80;200.0;2.9754423000000014;0.5185280215129948;1.95708;2.6189025;2.92694;3.236905;4.71547;200.0;0.0008803333333333336;0.0001763973485267873;0.0006166666666666667;0.0007458333333333334;0.0008833333333333334;0.0009833333333333335;0.0014166666666666668;200.0;16416.305;1600.6243731414536;12448.0;15358.25;16310.0;17551.25;20244.0;200.0;311851.92;26135.12468220444;240278.0;295516.25;310904.0;328716.75;381250.0;200.0;650112.0;0.0;650112.0;650112.0;650112.0;650112.0;650112.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
FPPWR;16;250;200.0;1.1046653499999999;0.0770425236289224;0.96029;1.065865;1.10472;1.1350149999999999;1.5203200000000001;200.0;0.0010885833333333331;0.0001929637307782688;0.0008166666666666667;0.0008833333333333334;0.0011;0.0012333333333333335;0.0015166666666666668;200.0;27046.275;1305.3033030448128;21415.0;26284.5;27093.0;27863.75;30173.0;200.0;507365.76;14126.479437527758;475583.0;498673.75;504970.0;516258.5;543549.0;200.0;13003.88;91255.58539858149;0.0;0.0;0.0;0.0;650264.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
FPPWR;16;320;200.0;0.9916911500000003;0.06000735939939317;0.8847299999999999;0.9571975;0.98462;1.014795;1.2989600000000001;200.0;0.0010317500000000036;0.0002087865923621422;0.0008500000000000001;0.0009000000000000001;0.0009166666666666668;0.00115;0.0017000000000000001;200.0;28698.465;1159.0687254544628;23726.0;28103.5;28788.5;29532.0;31521.0;200.0;532228.42;12463.62081792708;498351.0;523737.0;532385.5;541209.25;562973.0;200.0;650115.36;9.669430668205646;650112.0;650112.0;650112.0;650112.0;650152.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
FPPWR;16;500;200.0;0.8488270500000002;0.034137197307299375;0.79488;0.82921;0.845145;0.8606725;1.06765;200.0;0.0012239999999999979;0.00024334606790752243;0.0009666666666666667;0.0010666666666666667;0.0011166666666666666;0.0012333333333333335;0.0020666666666666667;200.0;31514.42;972.4316790665869;27073.0;31059.5;31620.5;32055.75;33382.0;200.0;567781.585;7917.067875260538;538486.0;562919.0;568104.0;573308.5;585500.0;200.0;650381.72;685.761170902516;650112.0;650128.0;650128.0;650152.0;655448.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
TSP-based;2;16;200.0;4.4961625;0.34291623078007266;3.77158;4.211425;4.457644999999999;4.7592675;5.4075;200.0;0.001058833333333334;0.00027335064495572495;0.00075;0.0008666666666666667;0.00095;0.0012166666666666667;0.0020666666666666667;200.0;2592.03;325.77914197617645;1742.0;2365.75;2558.5;2821.5;3588.0;200.0;49631.78;3716.968763055137;41068.0;46627.5;49763.0;52668.25;58555.0;200.0;6333455.08;439158.40845963283;5851224.0;5851760.0;6501752.0;6502064.0;7168696.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
TSP-based;2;32;200.0;3.357741650000001;0.1811788359515573;2.9680299999999997;3.239275;3.3447899999999997;3.461735;3.947;200.0;0.0010637499999999998;0.0002595223756905886;0.0007666666666666667;0.0008833333333333334;0.0009666666666666667;0.0011708333333333334;0.0020666666666666667;200.0;3373.815;272.0673888864253;2623.0;3217.0;3367.0;3538.25;4167.0;200.0;64115.64;3364.4384988378547;54364.0;62082.75;64136.0;66127.75;72422.0;200.0;6613770.84;432208.0622621427;5851304.0;6501864.0;6502136.0;7152108.0;7168352.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;100.5;57.879184513951124;1.0;50.75;100.5;150.25;200.0
