;Strategy;mapName;nPOIs;nUAV;SucessTax;pathTime;globalAvgDelay;tourSize;memory;validRVZ;totRVZ;msgsRVZ;msgsRVZbyUAVs;msgsRVZbyUAVsXEnergy
8001;DADCA-LKH-Cut;88;80;4;4.28226;0.0009333333333333333;5738;88.16;7151712;268;372;129545;32386;647720.0
8002;DADCA-NSN;88;80;4;3.678;0.0004166666666666667;8359;103.58;650144;217;281;181942;45485;909700.0
8003;DADCA-Parted-NSN;88;80;4;3.37068;0.00036666666666666667;4545;110.34700000000001;0;200;323;89400;22350;447000.0
8004;DADCA-LKH;89;80;4;4.4382;0.0025;6957;86.08800000000001;9102720;290;344;235851;58962;1179240.0
8005;TSP-based;195;160;4;2.7282;0.009766666666666667;7197;127.351;-11057536;0;0;0;0;0.0
8006;FPPWR;89;80;4;0.85135;0.0006333333333333334;15361;314.148;650176;0;0;0;0;0.0
8007;DADCA-LKH-Cut;89;80;4;4.27356;0.0008500000000000001;5776;88.381;7151960;258;360;126736;31684;633680.0
8008;DADCA-NSN;89;80;4;3.6333699999999998;0.0004166666666666667;8481;104.83200000000001;650144;217;270;181660;45415;908300.0
8009;DADCA-Parted-NSN;89;80;4;3.78332;0.00036666666666666667;4158;99.871;0;230;372;81736;20434;408680.0
8010;DADCA-LKH;90;80;4;4.2294599999999996;0.0034500000000000004;7244;90.072;9102512;269;327;219407;54851;1097020.0
8011;TSP-based;196;160;4;2.66332;0.0114;7404;130.179;-12057720;0;0;0;0;0.0
8012;FPPWR;90;80;4;0.66751;0.0006500000000000001;18970;360.704;650176;0;0;0;0;0.0
8013;DADCA-LKH-Cut;90;80;4;4.14899;0.0009833333333333335;5937;90.709;7151776;250;352;116708;29177;583540.0
8014;DADCA-NSN;90;80;4;3.6466;0.0004166666666666667;8508;104.895;650144;215;270;180454;45113;902260.0
8015;DADCA-Parted-NSN;90;80;4;3.35687;0.00036666666666666667;4497;110.67;0;198;312;79297;19824;396480.0
8016;TSP-based;197;160;4;2.83954;0.004766666666666667;6894;122.547;-11730392;0;0;0;0;0.0
8017;DADCA-LKH;91;80;4;3.9379800000000005;0.005583333333333333;8004;96.041;9102512;249;302;214287;53571;1071420.0
8018;FPPWR;91;80;4;0.84093;0.0006333333333333334;17335;319.443;650176;0;0;0;0;0.0
8019;DADCA-LKH-Cut;91;80;4;3.8954;0.0010333333333333334;5756;96.456;7802240;249;361;104439;26109;522180.0
8020;DADCA-NSN;91;80;4;3.5704800000000003;0.0004;8378;106.32900000000001;650144;217;275;174370;43592;871840.0
8021;TSP-based;198;160;4;2.68777;0.006966666666666667;6660;128.504;-10636000;0;0;0;0;0.0
8022;DADCA-Parted-NSN;91;80;4;3.36615;0.00036666666666666667;3993;111.566;0;193;302;88215;22053;441060.0
8023;DADCA-LKH;92;80;4;4.19066;0.0033;7772;90.805;9102888;266;320;236191;59047;1180940.0
8024;FPPWR;92;80;4;0.78856;0.0007;17426;330.91700000000003;650176;0;0;0;0;0.0
8025;DADCA-LKH-Cut;92;80;4;4.06088;0.0014333333333333333;6228;92.784;7151960;242;344;123738;30934;618680.0
8026;DADCA-NSN;92;80;4;3.6226599999999998;0.0004166666666666667;7470;105.101;650144;233;290;176527;44131;882620.0
8027;TSP-based;199;160;4;2.70135;0.009600000000000001;7186;128.336;-10641936;0;0;0;0;0.0
8028;DADCA-Parted-NSN;92;80;4;3.3858300000000003;0.00036666666666666667;6942;110.008;0;202;315;105917;26479;529580.0
8029;DADCA-LKH;93;80;4;4.11164;0.0022;7293;92.256;9756016;251;306;205143;51285;1025700.0
8030;FPPWR;93;80;4;1.16983;0.0006000000000000001;14204;265.122;650136;0;0;0;0;0.0
8031;DADCA-NSN;93;80;4;3.7471099999999997;0.0004;8344;100.391;650144;229;282;191045;47761;955220.0
8032;DADCA-LKH-Cut;93;80;4;4.02804;0.0009666666666666667;3509;93.178;7802096;244;346;95691;23922;478440.0
8033;TSP-based;200;160;4;2.6953400000000003;0.009066666666666667;7209;128.514;-11492488;0;0;0;0;0.0
8034;DADCA-Parted-NSN;93;80;4;3.83505;0.0004;5915;97.523;0;226;330;112834;28208;564160.0
8035;DADCA-LKH;94;80;4;4.03573;0.003916666666666667;7976;94.113;9105912;261;318;230134;57533;1150660.0
8036;FPPWR;94;80;4;0.9007;0.0006333333333333334;17250;309.934;650136;0;0;0;0;0.0
8037;DADCA-NSN;94;80;4;3.15398;0.0004;9013;119.334;650144;185;244;129998;32499;649980.0
8038;DADCA-LKH-Cut;94;80;4;4.03431;0.0012666666666666668;4024;93.066;7152000;245;352;104291;26072;521440.0
8039;TSP-based;1;320;4;1.71901;0.03523333333333333;10700;175.66400000000002;3481920;0;0;0;0;0.0
8040;DADCA-Parted-NSN;94;80;4;3.3222400000000003;0.00036666666666666667;6592;112.384;0;194;306;108254;27063;541260.0
8041;DADCA-LKH;95;80;4;4.27315;0.0018833333333333334;7368;88.971;9108584;271;324;240456;60114;1202280.0
8042;FPPWR;95;80;4;1.13764;0.0006333333333333334;13967;268.48;650112;0;0;0;0;0.0
8043;DADCA-NSN;95;80;4;3.54569;0.0004;8694;108.20700000000001;650144;211;317;160780;40195;803900.0
8044;DADCA-LKH-Cut;95;80;4;4.20139;0.0009000000000000001;5893;90.07000000000001;7151984;250;365;119297;29824;596480.0
8045;DADCA-Parted-NSN;95;80;4;3.7065;0.00036666666666666667;4231;104.11;0;212;323;88081;22020;440400.0
8046;DADCA-LKH;96;80;4;4.20423;0.0027500000000000003;7675;90.489;9759008;267;321;226554;56638;1132760.0
8047;FPPWR;96;80;4;0.68347;0.0006500000000000001;18612;356.334;650112;0;0;0;0;0.0
8048;TSP-based;2;320;4;1.75013;0.039183333333333334;10394;172.959;4200632;0;0;0;0;0.0
8049;DADCA-NSN;96;80;4;3.7845800000000005;0.0004;7896;100.733;650144;231;291;177580;44395;887900.0
8050;DADCA-LKH-Cut;96;80;4;3.96706;0.00095;6194;94.786;7152008;242;349;117665;29416;588320.0
8051;DADCA-Parted-NSN;96;80;4;3.44854;0.00038333333333333334;4142;109.536;0;202;313;87937;21984;439680.0
8052;DADCA-LKH;97;80;4;4.12068;0.008150000000000001;7832;92.491;9108320;257;316;228496;57124;1142480.0
8053;FPPWR;97;80;4;0.82405;0.0006333333333333334;15776;323.386;650176;0;0;0;0;0.0
8054;DADCA-NSN;97;80;4;3.6713699999999996;0.0004166666666666667;8320;104.357;650144;233;290;181709;45427;908540.0
8055;DADCA-LKH-Cut;97;80;4;4.04039;0.0009333333333333333;6131;93.181;7802096;260;365;124820;31205;624100.0
8056;DADCA-Parted-NSN;97;80;4;3.44731;0.00036666666666666667;4771;109.373;0;203;313;83231;20807;416140.0
8057;TSP-based;3;320;4;1.7381900000000001;0.05056666666666667;9981;172.975;4209528;0;0;0;0;0.0
8058;FPPWR;98;80;4;0.8322700000000001;0.0006166666666666667;17853;323.97;650176;0;0;0;0;0.0
8059;DADCA-LKH;98;80;4;4.046880000000001;0.0021333333333333334;7731;94.047;9108384;259;314;228013;57003;1140060.0
8060;DADCA-NSN;98;80;4;3.43555;0.0004166666666666667;8645;108.913;650144;216;279;159911;39977;799540.0
8061;DADCA-LKH-Cut;98;80;4;3.91134;0.0011;6196;95.721;7802080;253;359;113561;28390;567800.0
8062;DADCA-Parted-NSN;98;80;4;3.38349;0.00036666666666666667;4526;109.921;0;204;308;78096;19524;390480.0
8063;FPPWR;99;80;4;1.27881;0.0006333333333333334;12618;248.073;650136;0;0;0;0;0.0
8064;DADCA-LKH;99;80;4;4.16322;0.0039833333333333335;7474;91.19;9108328;285;340;219527;54881;1097620.0
8065;DADCA-NSN;99;80;4;3.3021599999999998;0.0004166666666666667;8775;113.44500000000001;650144;195;248;151543;37885;757700.0
8066;TSP-based;4;320;4;1.7402400000000002;0.01585;10760;174.27;4148912;0;0;0;0;0.0
8067;DADCA-LKH-Cut;99;80;4;4.0291;0.0014333333333333333;24880;93.08800000000001;7152008;254;357;99749;24937;498740.0
8068;DADCA-Parted-NSN;99;80;4;3.49033;0.00038333333333333334;7295;107.187;0;202;312;89916;22479;449580.0
8069;FPPWR;100;80;4;1.05105;0.0006333333333333334;15376;281.795;650112;0;0;0;0;0.0
8070;DADCA-LKH;100;80;4;4.102069999999999;0.0019500000000000001;7795;92.795;9767344;277;330;230633;57658;1153160.0
8071;DADCA-NSN;100;80;4;3.8062099999999996;0.0004166666666666667;7725;99.913;650144;241;294;176591;44147;882940.0
8072;DADCA-LKH-Cut;100;80;4;4.0803199999999995;0.0007833333333333334;6100;92.357;7152096;250;362;122382;30595;611900.0
8073;DADCA-Parted-NSN;100;80;4;3.2457599999999998;0.0004;6796;115.741;0;183;370;88271;22067;441340.0
8074;FPPWR;101;80;4;0.9255200000000001;0.0006333333333333334;16304;303.598;650112;0;0;0;0;0.0
8075;TSP-based;5;320;4;1.69606;0.10038333333333334;10511;177.03;4203128;0;0;0;0;0.0
8076;DADCA-LKH;101;80;4;4.22254;0.0042833333333333334;7620;90.162;9767488;265;318;234602;58650;1173000.0
8077;DADCA-NSN;101;80;4;3.46299;0.0004;8697;108.631;650144;205;258;157313;39328;786560.0
8078;DADCA-Parted-NSN;101;80;4;3.23599;0.00036666666666666667;7633;114.575;0;188;304;85991;21497;429940.0
8079;DADCA-LKH-Cut;101;80;4;4.058669999999999;0.0011166666666666666;6211;92.884;7152384;252;354;122152;30538;610760.0
8080;FPPWR;102;80;4;1.2231100000000001;0.0006166666666666667;12825;255.566;650176;0;0;0;0;0.0
8081;DADCA-LKH;102;80;4;4.58608;0.0019833333333333335;6807;83.407;9102480;299;353;236233;59058;1181160.0
8082;DADCA-NSN;102;80;4;3.85299;0.00045000000000000004;8291;99.295;650144;235;310;192578;48144;962880.0
8083;TSP-based;6;320;4;1.6976799999999999;0.09205;10551;177.201;4288416;0;0;0;0;0.0
8084;DADCA-Parted-NSN;102;80;4;3.50711;0.00035;4131;107.99600000000001;0;208;322;71503;17875;357500.0
8085;DADCA-LKH-Cut;102;80;4;4.468319999999999;0.0009833333333333335;5501;84.666;7801960;290;392;132206;33051;661020.0
8086;FPPWR;103;80;4;0.9483;0.0006666666666666668;15971;302.849;650136;0;0;0;0;0.0
8087;DADCA-LKH;103;80;4;4.11022;0.0029000000000000002;7543;92.407;9102880;267;325;211336;52834;1056680.0
8088;DADCA-NSN;103;80;4;3.7183900000000003;0.0004166666666666667;8121;101.11500000000001;650144;225;279;181405;45351;907020.0
8089;DADCA-Parted-NSN;103;80;4;3.29521;0.0004;7125;113.178;0;190;308;94404;23601;472020.0
8090;DADCA-LKH-Cut;103;80;4;4.06621;0.0010500000000000002;6012;92.72200000000001;7802208;246;351;124101;31025;620500.0
8091;FPPWR;104;80;4;0.8605299999999999;0.0006333333333333334;17849;317.897;650112;0;0;0;0;0.0
8092;DADCA-LKH;104;80;4;4.16146;0.003416666666666667;7721;91.772;9102592;259;314;237920;59480;1189600.0
8093;TSP-based;7;320;4;1.75606;0.013466666666666667;10480;172.112;4265096;0;0;0;0;0.0
8094;DADCA-NSN;104;80;4;3.71359;0.0004166666666666667;8129;102.383;650144;236;311;178094;44523;890460.0
8095;DADCA-Parted-NSN;104;80;4;3.5282400000000003;0.00038333333333333334;4244;106.031;0;206;314;91042;22760;455200.0
8096;DADCA-LKH-Cut;104;80;4;4.11015;0.00095;6013;91.423;7151960;248;358;123104;30776;615520.0
8097;FPPWR;105;80;4;0.9133899999999999;0.0006500000000000001;15433;306.473;650112;0;0;0;0;0.0
8098;DADCA-LKH;105;80;4;4.39569;0.007883333333333334;7289;86.996;9752968;281;334;242161;60540;1210800.0
8099;DADCA-NSN;105;80;4;3.7686599999999997;0.0004;8305;100.82600000000001;650144;252;318;184013;46003;920060.0
8100;DADCA-Parted-NSN;105;80;4;3.38766;0.00036666666666666667;6643;112.37100000000001;0;188;350;91488;22872;457440.0
8101;DADCA-LKH-Cut;105;80;4;4.2227;0.0011833333333333333;5839;89.26;7151848;270;373;129462;32365;647300.0
8102;TSP-based;8;320;4;1.7145400000000002;0.011783333333333333;10504;175.662;3867976;0;0;0;0;0.0
8103;FPPWR;106;80;4;0.91365;0.0006333333333333334;16052;304.14300000000003;650176;0;0;0;0;0.0
8104;DADCA-NSN;106;80;4;3.5409699999999997;0.0004166666666666667;8798;107.059;650144;211;284;181506;45376;907520.0
8105;DADCA-LKH;106;80;4;4.03125;0.0027500000000000003;7530;93.927;9102584;257;310;217260;54315;1086300.0
8106;DADCA-Parted-NSN;106;80;4;3.55975;0.00038333333333333334;6833;106.08200000000001;0;208;312;103452;25863;517260.0
8107;DADCA-LKH-Cut;106;80;4;3.96783;0.0014;6042;94.628;7802376;234;336;115879;28969;579380.0
8108;FPPWR;107;80;4;1.0734;0.00095;15523;277.98;650112;0;0;0;0;0.0
8109;DADCA-NSN;107;80;4;3.7671;0.0005333333333333334;8401;101.495;650144;237;290;189652;47413;948260.0
8110;DADCA-LKH;107;80;4;4.225619999999999;0.0030166666666666666;7479;90.315;9102136;271;330;227755;56938;1138760.0
8111;TSP-based;9;320;4;1.6922599999999999;0.23086666666666666;10605;177.535;4201184;0;0;0;0;0.0
8112;DADCA-Parted-NSN;107;80;4;3.59635;0.00036666666666666667;6849;104.278;0;210;312;108196;27049;540980.0
8113;DADCA-LKH-Cut;107;80;4;4.1875;0.0010500000000000002;5909;89.986;7152736;250;358;122649;30662;613240.0
8114;FPPWR;108;80;4;0.73112;0.0006333333333333334;18388;347.416;650112;0;0;0;0;0.0
8115;DADCA-NSN;108;80;4;3.44242;0.00043333333333333337;8486;109.138;650144;219;289;163675;40918;818360.0
8116;DADCA-LKH;108;80;4;4.0665;0.0017833333333333334;7908;93.696;9755592;249;302;228255;57063;1141260.0
8117;DADCA-Parted-NSN;108;80;4;3.23286;0.0004166666666666667;7531;115.08500000000001;0;196;306;88618;22154;443080.0
8118;FPPWR;109;80;4;0.8453700000000001;0.0006500000000000001;18319;324.458;650136;0;0;0;0;0.0
8119;DADCA-LKH-Cut;108;80;4;3.91729;0.001;6225;95.482;7802288;236;338;113743;28435;568700.0
8120;TSP-based;10;320;4;1.73755;0.027583333333333335;10214;173.453;4215896;0;0;0;0;0.0
8121;DADCA-NSN;109;80;4;3.38361;0.0004;8718;110.616;650144;217;272;157436;39359;787180.0
8122;DADCA-LKH;109;80;4;3.98792;0.002966666666666667;7767;95.313;9780592;245;298;203979;50994;1019880.0
8123;DADCA-Parted-NSN;109;80;4;3.46829;0.00036666666666666667;6473;107.20100000000001;0;198;308;106285;26571;531420.0
8124;FPPWR;110;80;4;1.34404;0.0006166666666666667;12930;240.278;650136;0;0;0;0;0.0
8125;DADCA-LKH-Cut;109;80;4;3.8591599999999997;0.0014333333333333333;31502;97.366;7827120;227;329;98752;24688;493760.0
8126;DADCA-NSN;110;80;4;3.7994800000000004;0.0004166666666666667;8195;100.488;650144;235;290;183680;45920;918400.0
8127;DADCA-LKH;110;80;4;4.256869999999999;0.0033833333333333337;7411;89.662;9133640;278;331;229277;57319;1146380.0
8128;DADCA-Parted-NSN;110;80;4;3.8353099999999998;0.00036666666666666667;6237;98.471;0;236;347;116371;29092;581840.0
8129;FPPWR;111;80;4;1.18183;0.0006166666666666667;15126;259.123;650112;0;0;0;0;0.0
8130;TSP-based;11;320;4;1.7110599999999998;0.08626666666666667;10485;175.976;3467016;0;0;0;0;0.0
8131;DADCA-LKH-Cut;110;80;4;4.11929;0.0009333333333333333;5916;91.519;6527032;258;360;122965;30741;614820.0
8132;DADCA-NSN;111;80;4;3.33061;0.0004166666666666667;8401;113.252;650144;203;272;141796;35449;708980.0
8133;DADCA-LKH;111;80;4;4.02361;0.00445;7420;94.319;9127432;251;304;195968;48992;979840.0
8134;DADCA-Parted-NSN;111;80;4;3.2905300000000004;0.00038333333333333334;6761;112.60900000000001;0;195;337;89202;22300;446000.0
8135;FPPWR;112;80;4;0.8596600000000001;0.0008500000000000001;15409;310.817;650112;0;0;0;0;0.0
8136;DADCA-LKH-Cut;111;80;4;3.9877300000000004;0.0008833333333333334;3694;94.67;6527136;247;353;102275;25568;511360.0
8137;DADCA-NSN;112;80;4;3.40936;0.0004;8743;113.56400000000001;650144;203;295;154771;38692;773840.0
8138;DADCA-LKH;112;80;4;3.9542800000000002;0.006183333333333333;7931;96.07000000000001;9783696;245;299;214425;53606;1072120.0
8139;DADCA-Parted-NSN;112;80;4;2.99805;0.00036666666666666667;4966;123.074;0;182;306;79372;19843;396860.0
8140;TSP-based;12;320;4;1.69898;0.2051;10753;177.355;4167656;0;0;0;0;0.0
8141;FPPWR;113;80;4;0.8358399999999999;0.0006000000000000001;16869;321.661;650176;0;0;0;0;0.0
8142;DADCA-LKH-Cut;112;80;4;3.896;0.0010166666666666668;6279;96.21900000000001;7827368;238;343;118991;29747;594940.0
8143;DADCA-NSN;113;80;4;3.84997;0.0004;8382;99.384;650144;231;284;200013;50003;1000060.0
8144;DADCA-Parted-NSN;113;80;4;3.4393300000000004;0.00038333333333333334;4446;109.892;0;202;322;82209;20552;411040.0
8145;DADCA-LKH;113;80;4;4.27534;0.0027333333333333333;7282;89.203;9127448;277;332;231546;57886;1157720.0
8146;FPPWR;114;80;4;0.9939;0.0006166666666666667;16982;293.916;650176;0;0;0;0;0.0
8147;DADCA-LKH-Cut;113;80;4;4.18388;0.0011666666666666668;5850;90.001;7826976;256;364;118621;29655;593100.0
8148;DADCA-NSN;114;80;4;3.7812;0.00043333333333333337;8065;99.52;650144;229;284;185885;46471;929420.0
8149;TSP-based;13;320;4;1.73108;0.14651666666666668;10707;174.54500000000002;4222352;0;0;0;0;0.0
8150;DADCA-Parted-NSN;114;80;4;3.309;0.00036666666666666667;4645;113.69800000000001;0;186;289;72674;18168;363360.0
8151;DADCA-LKH;114;80;4;4.16662;0.0024833333333333335;7911;91.489;9133456;267;320;240299;60074;1201480.0
8152;FPPWR;115;80;4;0.79661;0.0006333333333333334;17724;330.979;650176;0;0;0;0;0.0
8153;DADCA-LKH-Cut;114;80;4;4.04073;0.0018166666666666667;5500;93.001;7826976;247;360;115262;28815;576300.0
8154;DADCA-NSN;115;80;4;3.5813099999999998;0.0004166666666666667;8141;105.274;650144;235;308;170285;42571;851420.0
8155;DADCA-Parted-NSN;115;80;4;3.25169;0.00036666666666666667;6777;114.36500000000001;0;190;342;102585;25646;512920.0
8156;DADCA-LKH;115;80;4;4.14144;0.0030166666666666666;7555;91.773;9133424;257;311;208874;52218;1044360.0
8157;FPPWR;116;80;4;0.94989;0.0006333333333333334;16518;301.115;650136;0;0;0;0;0.0
8158;TSP-based;14;320;4;1.6808299999999998;0.012633333333333333;10399;178.685;4234216;0;0;0;0;0.0
8159;DADCA-LKH-Cut;115;80;4;4.0159400000000005;0.0008166666666666667;6077;93.694;6526752;238;341;117479;29369;587380.0
8160;DADCA-NSN;116;80;4;3.6582;0.00043333333333333337;7588;102.8;650144;222;277;173058;43264;865280.0
8161;DADCA-Parted-NSN;116;80;4;3.4250300000000005;0.00038333333333333334;6764;108.417;0;202;317;108160;27040;540800.0
8162;DADCA-LKH;116;80;4;4.36943;0.0037166666666666667;7080;87.29;9792296;280;333;235619;58904;1178080.0
8163;FPPWR;117;80;4;0.81662;0.0007;17257;325.257;650112;0;0;0;0;0.0
8164;DADCA-LKH-Cut;116;80;4;4.32055;0.00095;5671;87.294;7827344;280;385;124529;31132;622640.0
8165;DADCA-NSN;117;80;4;3.69444;0.0004166666666666667;8086;102.998;650112;234;291;172933;43233;864660.0
8166;TSP-based;15;320;4;1.6664900000000002;0.017416666666666667;10951;180.018;4131400;0;0;0;0;0.0
8167;DADCA-Parted-NSN;117;80;4;3.01278;0.00038333333333333334;7471;120.836;0;187;327;88791;22197;443940.0
8168;DADCA-LKH;117;80;4;4.15584;0.00265;7515;91.88;9786656;261;316;224370;56092;1121840.0
8169;FPPWR;118;80;4;0.953;0.0006333333333333334;16002;298.596;650112;0;0;0;0;0.0
8170;DADCA-NSN;118;80;4;3.4925;0.0004166666666666667;8707;108.10000000000001;650144;211;269;163213;40803;816060.0
8171;DADCA-LKH-Cut;117;80;4;4.08929;0.0010833333333333333;5885;92.194;7177120;248;350;120225;30056;601120.0
8172;DADCA-Parted-NSN;118;80;4;3.53557;0.00036666666666666667;6404;105.798;0;206;316;106353;26588;531760.0
8173;DADCA-LKH;118;80;4;4.26107;0.002266666666666667;7605;89.569;9127320;265;322;241742;60435;1208700.0
8174;FPPWR;119;80;4;0.74525;0.0006666666666666668;18594;347.067;650112;0;0;0;0;0.0
8175;TSP-based;16;320;4;1.7386700000000002;0.10061666666666667;10064;173.34300000000002;4152808;0;0;0;0;0.0
8176;DADCA-NSN;119;80;4;3.58324;0.00046666666666666666;8405;107.179;650144;217;276;162723;40680;813600.0
8177;DADCA-LKH-Cut;118;80;4;4.16927;0.0015500000000000002;6036;90.64;7177112;254;357;122800;30700;614000.0
8178;DADCA-Parted-NSN;119;80;4;3.36343;0.00035;4431;111.611;0;194;304;82260;20565;411300.0
8179;DADCA-LKH;119;80;4;4.19956;0.00265;7278;91.001;9127864;261;315;223068;55767;1115340.0
8180;FPPWR;120;80;4;0.8698600000000001;0.0007166666666666667;17013;318.31;650176;0;0;0;0;0.0
8181;DADCA-NSN;120;80;4;3.5164400000000002;0.0004166666666666667;8721;107.776;650144;224;334;168543;42135;842700.0
8182;DADCA-LKH-Cut;119;80;4;4.1992199999999995;0.0011;5890;89.745;7177384;248;350;120115;30028;600560.0
8183;DADCA-Parted-NSN;120;80;4;3.0755;0.00035;7632;120.04;0;180;290;86598;21649;432980.0
8184;TSP-based;17;320;4;1.7489700000000001;0.030516666666666668;10582;172.936;4133768;0;0;0;0;0.0
8185;DADCA-LKH;120;80;4;4.2065;0.00175;7525;90.589;9127608;259;315;221603;55400;1108000.0
8186;FPPWR;121;80;4;0.83888;0.0006166666666666667;16753;318.648;650176;0;0;0;0;0.0
8187;DADCA-NSN;121;80;4;3.41828;0.0004;8354;109.773;650144;219;290;152918;38229;764580.0
8188;DADCA-LKH-Cut;120;80;4;4.08955;0.0009666666666666667;6092;92.113;7177112;244;346;122640;30660;613200.0
8189;DADCA-Parted-NSN;121;80;4;3.75846;0.00036666666666666667;6442;99.375;0;224;334;108995;27248;544960.0
8190;DADCA-LKH;121;80;4;4.06723;0.004016666666666667;7552;93.56400000000001;9777848;261;318;213334;53333;1066660.0
8191;FPPWR;122;80;4;0.7219300000000001;0.0006333333333333334;18388;347.603;650176;0;0;0;0;0.0
8192;DADCA-NSN;122;80;4;3.2986800000000005;0.0004166666666666667;8542;115.666;650144;190;268;145969;36492;729840.0
8193;DADCA-LKH-Cut;121;80;4;4.07263;0.0011833333333333333;6021;92.569;6527008;244;347;118000;29500;590000.0
8194;TSP-based;18;320;4;1.69052;0.15068333333333334;10272;178.065;4221360;0;0;0;0;0.0
8195;DADCA-Parted-NSN;122;80;4;3.2966300000000004;0.00036666666666666667;4564;113.717;0;186;307;78740;19685;393700.0
8196;DADCA-LKH;122;80;4;4.01423;0.002316666666666667;7778;94.861;9777856;251;304;206784;51696;1033920.0
8197;FPPWR;123;80;4;0.8688799999999999;0.0006000000000000001;16531;312.23;650176;0;0;0;0;0.0
8198;DADCA-NSN;123;80;4;3.8570800000000003;0.00045000000000000004;7963;99.81;650144;239;300;188940;47235;944700.0
8199;DADCA-LKH-Cut;122;80;4;3.8812900000000004;0.0009333333333333333;6331;96.69200000000001;7177384;232;336;115553;28888;577760.0
8200;DADCA-Parted-NSN;123;80;4;3.41546;0.00038333333333333334;7297;111.424;0;196;310;92963;23240;464800.0
8201;FPPWR;124;80;4;0.9490299999999999;0.0007166666666666667;16329;297.532;650176;0;0;0;0;0.0
8202;DADCA-LKH;123;80;4;4.145980000000001;0.0022500000000000003;7442;91.629;9780712;253;306;205423;51355;1027100.0
8203;TSP-based;19;320;4;1.72872;0.017583333333333333;10248;174.411;3231864;0;0;0;0;0.0
8204;DADCA-NSN;124;80;4;3.7262199999999996;0.0004;8154;101.013;650144;233;290;187706;46926;938520.0
8205;DADCA-LKH-Cut;123;80;4;3.96518;0.0010166666666666668;6166;94.751;7827528;236;338;108305;27076;541520.0
8206;DADCA-Parted-NSN;124;80;4;3.34864;0.00038333333333333334;6581;110.36;0;202;312;97145;24286;485720.0
8207;FPPWR;125;80;4;0.8723200000000001;0.0006000000000000001;16910;317.259;650112;0;0;0;0;0.0
8208;DADCA-LKH;124;80;4;4.12502;0.005783333333333334;7769;92.581;9130496;261;315;230897;57724;1154480.0
8209;DADCA-NSN;125;80;4;3.14036;0.0004166666666666667;8950;118.952;650144;187;253;129607;32401;648020.0
8210;DADCA-LKH-Cut;124;80;4;4.0143;0.0009833333333333335;5871;93.688;7835464;240;346;117828;29457;589140.0
8211;DADCA-Parted-NSN;125;80;4;3.06498;0.00036666666666666667;22073;119.494;0;187;301;74259;18564;371280.0
8212;TSP-based;20;320;4;1.6962099999999998;0.027366666666666668;10436;177.824;4132712;0;0;0;0;0.0
8213;FPPWR;126;80;4;0.8516100000000001;0.0006333333333333334;17776;317.481;650112;0;0;0;0;0.0
8214;DADCA-LKH;125;80;4;3.95286;0.003966666666666667;7844;96.056;9133552;241;294;213493;53373;1067460.0
8215;DADCA-NSN;126;80;4;3.40979;0.0004166666666666667;9030;109.61500000000001;650144;201;254;167782;41945;838900.0
8216;DADCA-LKH-Cut;125;80;4;3.93453;0.0012000000000000001;6138;95.848;7177256;238;344;111077;27769;555380.0
8217;DADCA-Parted-NSN;126;80;4;3.3124300000000004;0.00038333333333333334;4835;112.699;0;191;303;78514;19628;392560.0
8218;FPPWR;127;80;4;1.0267899999999999;0.0006166666666666667;15267;286.887;650136;0;0;0;0;0.0
8219;DADCA-LKH;126;80;4;3.98676;0.0028333333333333335;7934;94.96000000000001;9133536;253;306;211177;52794;1055880.0
8220;DADCA-NSN;127;80;4;3.3985300000000005;0.0004166666666666667;8781;112.821;650144;203;272;157520;39380;787600.0
8221;TSP-based;21;320;4;1.69985;0.028683333333333335;10743;177.127;4248488;0;0;0;0;0.0
8222;DADCA-LKH-Cut;126;80;4;3.88961;0.0012666666666666668;6394;96.384;7177144;238;350;115123;28780;575600.0
8223;DADCA-Parted-NSN;127;80;4;3.5000699999999996;0.00036666666666666667;7410;107.539;0;211;354;89257;22314;446280.0
8224;FPPWR;128;80;4;0.8663;0.0006333333333333334;16164;311.932;650176;0;0;0;0;0.0
8225;DADCA-LKH;127;80;4;4.2555;0.0038666666666666667;7436;89.60600000000001;9783808;270;323;233615;58403;1168060.0
8226;DADCA-NSN;128;80;4;3.37744;0.0004166666666666667;8731;110.66;650144;215;276;155687;38921;778420.0
8227;DADCA-LKH-Cut;127;80;4;4.0873800000000005;0.0012666666666666668;6092;92.036;7177144;244;348;119820;29955;599100.0
8228;DADCA-Parted-NSN;128;80;4;3.4476;0.0004;6792;108.379;0;204;315;102522;25630;512600.0
8229;TSP-based;22;320;4;1.71705;0.02666666666666667;10428;175.43200000000002;4089664;0;0;0;0;0.0
8230;FPPWR;129;80;4;0.82644;0.0006000000000000001;16777;324.472;650176;0;0;0;0;0.0
8231;DADCA-LKH;128;80;4;4.15709;0.0018666666666666666;7728;91.399;9789344;264;319;222444;55611;1112220.0
8232;DADCA-NSN;129;80;4;3.5835;0.0004;8402;107.244;650144;221;285;157458;39364;787280.0
8233;DADCA-LKH-Cut;128;80;4;4.05647;0.0009666666666666667;6146;92.661;7827368;252;354;121419;30354;607080.0
8234;DADCA-Parted-NSN;129;80;4;3.68784;0.00036666666666666667;6671;104.57000000000001;0;220;330;115558;28889;577780.0
8235;FPPWR;130;80;4;0.91209;0.0006333333333333334;15382;306.297;650136;0;0;0;0;0.0
8236;DADCA-LKH;129;80;4;4.21079;0.002916666666666667;7640;90.492;9783952;263;316;238234;59558;1191160.0
