;Strategy;mapName;nPOIs;nUAV;SucessTax;pathTime;globalAvgDelay;tourSize;memory;validRVZ;totRVZ;msgsRVZ;msgsRVZbyUAVs;msgsRVZbyUAVsXEnergy
2194;DADCA-LKH-Cut;134;250;4;1.9878200000000001;0.0007;9171;158.656;650272;106;207;152032;38008;760160.0
2195;DADCA-Parted-NSN;155;250;4;1.44993;0.00046666666666666666;11024;208.529;0;64;168;95918;23979;479580.0
2196;FPPWR;156;250;4;0.3879;0.0008;26364;489.925;650176;0;0;0;0;0.0
2197;DADCA-LKH;135;250;4;2.14725;0.017166666666666667;13546;148.972;-12491448;127;180;325186;81296;1625920.0
2198;TSP-based;66;500;4;1.19078;0.24766666666666667;13892;222.531;12059928;0;0;0;0;0.0
2199;DADCA-NSN;156;250;4;1.57308;0.0007666666666666667;17225;195.83;1300368;88;141;190404;47601;952020.0
2200;DADCA-LKH-Cut;135;250;4;2.1076900000000003;0.0006333333333333334;8643;150.419;650272;116;218;162742;40685;813700.0
2201;DADCA-Parted-NSN;156;250;4;1.4960200000000001;0.00048333333333333334;11135;205.122;0;68;170;100086;25021;500420.0
2202;FPPWR;157;250;4;0.37132;0.0009000000000000001;27510;505.277;650112;0;0;0;0;0.0
2203;TSP-based;67;500;4;1.19528;0.15338333333333334;13504;221.123;12632680;0;0;0;0;0.0
2204;DADCA-LKH;136;250;4;1.93998;0.017033333333333334;14740;162.851;-12298968;117;170;273587;68396;1367920.0
2205;DADCA-NSN;157;250;4;1.81625;0.0007833333333333334;16833;173.297;1300368;98;151;246298;61574;1231480.0
2206;DADCA-Parted-NSN;157;250;4;1.6506900000000002;0.00055;10718;187.491;0;80;186;121537;30384;607680.0
2207;DADCA-LKH-Cut;136;250;4;1.93855;0.00075;9435;162.05100000000002;650112;108;211;151125;37781;755620.0
2208;FPPWR;158;250;4;0.34481;0.0008166666666666667;27811;519.275;650240;0;0;0;0;0.0
2209;TSP-based;68;500;4;1.21108;0.14423333333333335;13457;219.058;12356400;0;0;0;0;0.0
2210;DADCA-LKH;137;250;4;1.98332;0.022483333333333334;14245;160.04;-13259176;122;175;299637;74909;1498180.0
2211;DADCA-NSN;158;250;4;1.58863;0.0007666666666666667;16671;195.215;1300368;94;161;197781;49445;988900.0
2212;DADCA-Parted-NSN;158;250;4;1.49338;0.00045000000000000004;12077;204.178;0;70;172;106064;26516;530320.0
2213;DADCA-LKH-Cut;137;250;4;1.95792;0.0006166666666666667;9193;161.006;650272;105;205;143887;35971;719420.0
2214;FPPWR;159;250;4;0.36313;0.0008;27758;514.848;650240;0;0;0;0;0.0
2215;TSP-based;69;500;4;1.22735;0.10608333333333334;13539;216.891;12206520;0;0;0;0;0.0
2216;DADCA-NSN;159;250;4;1.60565;0.0007833333333333334;17074;192.613;1300368;87;153;190160;47540;950800.0
2217;DADCA-LKH;138;250;4;1.9792900000000002;0.05476666666666667;14610;160.059;-12276656;121;174;298646;74661;1493220.0
2218;DADCA-Parted-NSN;159;250;4;1.644;0.00043333333333333337;10353;187.193;0;79;181;115969;28992;579840.0
2219;FPPWR;160;250;4;0.39675;0.0009666666666666667;27392;488.557;650112;0;0;0;0;0.0
2220;DADCA-LKH-Cut;138;250;4;1.9596799999999999;0.0008333333333333334;9414;160.572;650144;100;200;152241;38060;761200.0
2221;DADCA-NSN;160;250;4;1.55925;0.0007666666666666667;16102;197.155;1300344;113;171;184792;46198;923960.0
2222;TSP-based;70;500;4;1.20659;0.06118333333333334;13500;219.812;12669704;0;0;0;0;0.0
2223;DADCA-LKH;139;250;4;2.0362299999999998;0.021266666666666666;14621;156.237;-13268872;121;177;314639;78659;1573180.0
2224;DADCA-Parted-NSN;160;250;4;1.6307399999999999;0.0005666666666666667;10846;189.296;0;78;193;117070;29267;585340.0
2225;FPPWR;161;250;4;0.37455;0.0008333333333333334;27421;501.867;650112;0;0;0;0;0.0
2226;DADCA-LKH-Cut;139;250;4;2.03498;0.0006500000000000001;9072;155.30700000000002;650272;108;210;156136;39034;780680.0
2227;DADCA-NSN;161;250;4;1.60677;0.0007833333333333334;17236;193.665;1300368;91;155;186928;46732;934640.0
2228;TSP-based;71;500;4;1.22951;0.21771666666666667;13601;216.54500000000002;12360960;0;0;0;0;0.0
2229;DADCA-Parted-NSN;161;250;4;1.6684599999999998;0.00043333333333333337;10610;186.823;0;78;191;124500;31125;622500.0
2230;DADCA-LKH;140;250;4;1.9927599999999999;0.0718;14507;159.1;-12596408;117;170;295630;73907;1478140.0
2231;FPPWR;162;250;4;0.33745;0.0007833333333333334;28673;527.517;650112;0;0;0;0;0.0
2232;DADCA-NSN;162;250;4;1.6391900000000001;0.0008166666666666667;17107;191.857;1300368;91;165;201497;50374;1007480.0
2233;DADCA-LKH-Cut;140;250;4;1.96281;0.0008;9374;160.17000000000002;650272;108;208;150705;37676;753520.0
2234;DADCA-Parted-NSN;162;250;4;1.57613;0.00043333333333333337;11300;196.251;0;76;180;120027;30006;600120.0
2235;TSP-based;72;500;4;1.21242;0.29845;13931;219.303;12705296;0;0;0;0;0.0
2236;DADCA-LKH;141;250;4;2.06144;0.018633333333333335;13879;154.405;-13586928;123;176;318323;79580;1591600.0
2237;FPPWR;163;250;4;0.35001;0.0008333333333333334;26796;518.533;650112;0;0;0;0;0.0
2238;DADCA-NSN;163;250;4;1.54023;0.0007666666666666667;17430;199.014;1300368;85;138;192342;48085;961700.0
2239;DADCA-LKH-Cut;141;250;4;2.03838;0.0006166666666666667;9007;154.846;650272;122;228;160808;40202;804040.0
2240;DADCA-Parted-NSN;163;250;4;1.5123799999999998;0.00055;12111;201.21200000000002;0;74;176;117754;29438;588760.0
2241;TSP-based;73;500;4;1.19584;0.2852166666666667;13521;221.315;12564312;0;0;0;0;0.0
2242;FPPWR;164;250;4;0.36632;0.0008166666666666667;29674;513.074;650112;0;0;0;0;0.0
2243;DADCA-LKH;142;250;4;2.00075;0.019316666666666666;14372;158.383;-13412072;127;182;294585;73646;1472920.0
2244;DADCA-NSN;164;250;4;1.7821599999999997;0.00075;15126;177.109;1300368;97;168;224200;56050;1121000.0
2245;DADCA-Parted-NSN;164;250;4;1.74252;0.0005666666666666667;10085;179.686;0;92;210;140771;35192;703840.0
2246;DADCA-LKH-Cut;142;250;4;1.9849;0.0005833333333333334;9268;158.464;650264;102;202;153684;38421;768420.0
2247;TSP-based;74;500;4;1.22633;0.11483333333333334;13530;217.20600000000002;12074032;0;0;0;0;0.0
2248;FPPWR;165;250;4;0.7752;0.0008;23596;503.152;650176;0;0;0;0;0.0
2249;DADCA-LKH;143;250;4;2.04323;0.05963333333333334;14150;155.871;-12920224;125;178;319217;79804;1596080.0
2250;FPPWR;166;250;4;0.35736;0.0008500000000000001;26637;510.942;650176;0;0;0;0;0.0
2251;DADCA-NSN;166;250;4;1.64357;0.0008;16119;189.032;1300344;97;154;196688;49172;983440.0
2252;DADCA-LKH-Cut;143;250;4;2.03761;0.0008666666666666667;8933;155.489;650112;114;234;158269;39567;791340.0
2253;DADCA-Parted-NSN;166;250;4;1.45781;0.00055;11060;209.376;0;68;172;100742;25185;503700.0
2254;TSP-based;75;500;4;1.23166;0.6365000000000001;13288;215.941;12613056;0;0;0;0;0.0
2255;FPPWR;167;250;4;0.37137;0.0009166666666666668;28340;504.044;650240;0;0;0;0;0.0
2256;DADCA-LKH;144;250;4;2.0037700000000003;0.037033333333333335;14478;158.387;-12630392;119;172;297241;74310;1486200.0
2257;DADCA-NSN;167;250;4;1.5685;0.0007666666666666667;16966;195.463;1300344;85;138;180849;45212;904240.0
2258;DADCA-LKH-Cut;144;250;4;1.97925;0.0007333333333333333;9119;158.623;650272;102;202;146812;36703;734060.0
2259;DADCA-Parted-NSN;167;250;4;1.51177;0.00045000000000000004;11503;201.534;0;74;183;116730;29182;583640.0
2260;TSP-based;76;500;4;1.2429;0.19751666666666667;13329;214.335;12790216;0;0;0;0;0.0
2261;FPPWR;168;250;4;0.37698000000000004;0.0008666666666666667;26030;493.269;650176;0;0;0;0;0.0
2262;DADCA-LKH;145;250;4;2.0101299999999998;0.03536666666666667;14278;157.728;-12864488;121;176;297580;74395;1487900.0
2263;DADCA-NSN;168;250;4;1.61236;0.0007833333333333334;16289;193.351;1300368;86;144;193555;48388;967760.0
2264;DADCA-Parted-NSN;168;250;4;1.51253;0.00043333333333333337;11949;201.80700000000002;0;72;185;113316;28329;566580.0
2265;DADCA-LKH-Cut;145;250;4;1.9900400000000003;0.0007333333333333333;9119;158.173;650136;104;204;153536;38384;767680.0
2266;FPPWR;169;250;4;0.34391;0.0012333333333333335;27908;522.79;650112;0;0;0;0;0.0
2267;TSP-based;77;500;4;1.19068;0.5901166666666667;13867;222.12800000000001;12634104;0;0;0;0;0.0
2268;DADCA-NSN;169;250;4;1.73934;0.0007666666666666667;15565;179.886;1300344;97;156;230257;57564;1151280.0
2269;DADCA-LKH;146;250;4;2.0975099999999998;0.05401666666666667;14609;152.343;-12263672;130;210;316590;79147;1582940.0
2270;DADCA-Parted-NSN;169;250;4;1.65182;0.00055;10696;187.475;0;80;184;121951;30487;609740.0
2271;DADCA-LKH-Cut;146;250;4;2.07735;0.0006833333333333333;7598;152.337;650272;121;286;149297;37324;746480.0
2272;FPPWR;170;250;4;0.349;0.00115;27033;520.147;650112;0;0;0;0;0.0
2273;TSP-based;78;500;4;1.22759;0.13303333333333334;13293;216.537;12397168;0;0;0;0;0.0
2274;DADCA-NSN;170;250;4;1.6006799999999999;0.0012333333333333335;16951;193.238;1300368;85;159;183767;45941;918820.0
2275;DADCA-LKH;147;250;4;2.04066;0.01365;14281;155.925;-12336080;131;185;313459;78364;1567280.0
2276;DADCA-Parted-NSN;170;250;4;1.9948599999999999;0.00043333333333333337;13945;181.55;0;67350;67469;167545;41886;837720.0
2277;FPPWR;171;250;4;0.35498;0.0008;25406;507.521;650152;0;0;0;0;0.0
2278;DADCA-LKH-Cut;147;250;4;2.00754;0.0007333333333333333;9111;156.769;650168;112;212;157252;39313;786260.0
2279;TSP-based;79;500;4;1.22043;0.02571666666666667;13686;217.86700000000002;12045096;0;0;0;0;0.0
2280;DADCA-NSN;171;250;4;1.6800099999999998;0.0007666666666666667;16366;186.401;1300368;91;150;215722;53930;1078600.0
2281;DADCA-Parted-NSN;171;250;4;1.5371;0.00043333333333333337;11132;197.91400000000002;0;83;193;111856;27964;559280.0
2282;DADCA-LKH;148;250;4;2.04505;0.06305000000000001;13770;155.29;-12646640;125;178;303095;75773;1515460.0
2283;FPPWR;172;250;4;0.35746999999999995;0.0008333333333333334;28711;510.509;650112;0;0;0;0;0.0
2284;TSP-based;80;500;4;1.21231;0.12385;13358;218.543;12719264;0;0;0;0;0.0
2285;DADCA-LKH-Cut;148;250;4;2.01968;0.0006666666666666668;9199;155.935;650272;113;213;155504;38876;777520.0
2286;DADCA-NSN;172;250;4;1.7539200000000001;0.0007666666666666667;15581;181.946;1300368;97;158;227337;56834;1136680.0
2287;DADCA-Parted-NSN;172;250;4;1.5640399999999999;0.0004166666666666667;11371;196.09;0;78;187;122798;30699;613980.0
2288;DADCA-LKH;149;250;4;2.04375;0.01545;14143;155.723;-13269152;123;176;309505;77376;1547520.0
2289;FPPWR;173;250;4;0.34704;0.0008166666666666667;27936;519.899;650112;0;0;0;0;0.0
2290;DADCA-NSN;173;250;4;1.71072;0.0007666666666666667;16455;183.141;1300368;103;162;233876;58469;1169380.0
2291;TSP-based;81;500;4;1.17587;0.2853;13665;224.136;12838064;0;0;0;0;0.0
2292;DADCA-LKH-Cut;149;250;4;1.99373;0.0006500000000000001;9774;157.578;650272;117;222;151294;37823;756460.0
2293;DADCA-Parted-NSN;173;250;4;1.6552200000000001;0.00046666666666666666;10686;187.677;0;76;212;118654;29663;593260.0
2294;FPPWR;174;250;4;0.37677;0.00095;26564;498.84000000000003;650112;0;0;0;0;0.0
2295;DADCA-LKH;150;250;4;2.0897;0.06035;13531;152.978;-12565408;127;180;304769;76192;1523840.0
2296;DADCA-NSN;174;250;4;1.74449;0.0007666666666666667;15336;181.322;1300344;97;150;226931;56732;1134640.0
2297;TSP-based;82;500;4;1.26427;0.0912;13382;211.928;12630560;0;0;0;0;0.0
2298;DADCA-LKH-Cut;150;250;4;2.05;0.0006500000000000001;8892;154.365;650272;114;215;169298;42324;846480.0
2299;DADCA-Parted-NSN;174;250;4;1.59961;0.00043333333333333337;11195;194.411;0;82;190;123429;30857;617140.0
2300;FPPWR;175;250;4;0.37146999999999997;0.0007833333333333334;26297;501.714;650112;0;0;0;0;0.0
2301;DADCA-LKH;151;250;4;2.0278099999999997;0.03548333333333333;14074;156.699;-12605256;117;171;308302;77075;1541500.0
2302;DADCA-NSN;175;250;4;1.6659;0.0007666666666666667;16741;189.091;1300344;91;144;212017;53004;1060080.0
2303;TSP-based;83;500;4;1.22137;0.38670000000000004;13908;217.872;12070552;0;0;0;0;0.0
2304;DADCA-Parted-NSN;175;250;4;1.50031;0.0005166666666666667;12042;202.647;0;70;187;108993;27248;544960.0
2305;DADCA-LKH-Cut;151;250;4;2.0110900000000003;0.0007333333333333333;9215;157.14000000000001;650272;108;208;154228;38557;771140.0
2306;FPPWR;176;250;4;0.34809;0.0008833333333333334;27829;523.861;650112;0;0;0;0;0.0
2307;DADCA-NSN;176;250;4;1.7179900000000001;0.0007833333333333334;15913;183.869;1300368;99;157;222011;55502;1110040.0
2308;DADCA-LKH;152;250;4;2.00198;0.02045;13584;158.724;-12596360;122;175;286831;71707;1434140.0
2309;DADCA-Parted-NSN;176;250;4;1.6067200000000001;0.00043333333333333337;9178;192.544;0;89;202;87388;21847;436940.0
2310;TSP-based;84;500;4;1.2336;0.0426;13653;215.967;12141240;0;0;0;0;0.0
2311;DADCA-LKH-Cut;152;250;4;1.9788400000000002;0.0007;9347;159.476;1300408;104;207;155478;38869;777380.0
2312;FPPWR;177;250;4;0.33893;0.0007833333333333334;28145;527.328;650112;0;0;0;0;0.0
2313;DADCA-NSN;177;250;4;1.71944;0.0007666666666666667;15642;182.996;1300344;103;166;225250;56312;1126240.0
2314;DADCA-LKH;153;250;4;2.03267;0.043583333333333335;14071;156.357;-12670592;121;174;306189;76547;1530940.0
2315;DADCA-Parted-NSN;177;250;4;1.55786;0.00046666666666666666;11733;197.104;0;82;194;125873;31468;629360.0
2316;TSP-based;85;500;4;1.21926;0.18505000000000002;13083;217.004;12581424;0;0;0;0;0.0
2317;FPPWR;178;250;4;0.33539;0.0008;28218;527.724;650176;0;0;0;0;0.0
2318;DADCA-LKH-Cut;153;250;4;2.01193;0.0008666666666666667;10425;156.273;650264;113;214;174317;43579;871580.0
2319;DADCA-NSN;178;250;4;1.6812900000000002;0.0007666666666666667;16655;186.986;1300368;97;152;228313;57078;1141560.0
2320;DADCA-Parted-NSN;178;250;4;1.50641;0.00043333333333333337;11877;202.055;0;72;186;112491;28122;562440.0
2321;DADCA-LKH;154;250;4;2.14252;0.08795;13226;149.279;-12762728;125;178;313555;78388;1567760.0
2322;TSP-based;86;500;4;1.19508;0.35165;13624;220.827;12641960;0;0;0;0;0.0
2323;FPPWR;179;250;4;0.72796;0.0008333333333333334;25153;535.546;650136;0;0;0;0;0.0
2324;DADCA-LKH-Cut;154;250;4;2.09806;0.0006166666666666667;8790;151.156;650136;118;218;165807;41451;829020.0
2325;FPPWR;180;250;4;0.36144;0.0008833333333333334;26719;507.37100000000004;650176;0;0;0;0;0.0
2326;DADCA-NSN;180;250;4;1.5542;0.0008333333333333334;17043;197.988;1300368;87;140;186029;46507;930140.0
2327;DADCA-LKH;155;250;4;2.03559;0.027800000000000002;14118;156.26;-13563336;129;182;311230;77807;1556140.0
2328;TSP-based;87;500;4;1.23282;0.06688333333333334;13528;216.254;12730320;0;0;0;0;0.0
2329;DADCA-Parted-NSN;180;250;4;1.55208;0.00046666666666666666;11522;196.662;0;84;201;116578;29144;582880.0
2330;FPPWR;181;250;4;0.3636;0.0008;25939;507.42;650176;0;0;0;0;0.0
2331;DADCA-LKH-Cut;155;250;4;1.9984;0.0007;9209;157.695;650264;104;204;153480;38370;767400.0
2332;DADCA-NSN;181;250;4;1.7135;0.0007666666666666667;16256;183.894;1300368;103;156;227250;56812;1136240.0
2333;DADCA-LKH;156;250;4;2.0166;0.028216666666666668;14135;157.57;-12849456;124;182;303421;75855;1517100.0
2334;DADCA-Parted-NSN;181;250;4;1.62388;0.0006333333333333334;10874;190.90800000000002;0;80;182;122496;30624;612480.0
2335;TSP-based;88;500;4;1.1866;0.6530666666666667;13775;222.30700000000002;12662344;0;0;0;0;0.0
2336;FPPWR;182;250;4;0.33446;0.0008333333333333334;27104;531.194;650112;0;0;0;0;0.0
2337;DADCA-LKH-Cut;156;250;4;1.99148;0.0006500000000000001;9234;158.417;1300384;106;206;154652;38663;773260.0
2338;DADCA-NSN;182;250;4;1.75325;0.0007666666666666667;15593;179.576;1300368;103;158;226451;56612;1132240.0
2339;DADCA-Parted-NSN;182;250;4;1.68546;0.0004166666666666667;10626;184.57;0;88;188;124601;31150;623000.0
2340;DADCA-LKH;157;250;4;2.0437;0.035916666666666666;13954;155.566;-13217488;125;178;310537;77634;1552680.0
2341;TSP-based;89;500;4;1.24193;0.07028333333333334;13555;214.698;12609416;0;0;0;0;0.0
2342;FPPWR;183;250;4;0.39207;0.0008;26224;489.849;650112;0;0;0;0;0.0
2343;DADCA-NSN;183;250;4;1.67028;0.0007666666666666667;16345;188.365;1300368;100;158;219743;54935;1098700.0
2344;DADCA-LKH-Cut;157;250;4;2.03275;0.0007166666666666667;9023;155.367;1300384;114;216;159402;39850;797000.0
2345;DADCA-Parted-NSN;183;250;4;1.6704599999999998;0.00045000000000000004;10729;187.627;0;78;188;123912;30978;619560.0
2346;DADCA-LKH;158;250;4;2.00325;0.06185;14457;158.558;-12740680;115;168;294968;73742;1474840.0
2347;TSP-based;90;500;4;1.1959;0.03531666666666667;13558;221.072;12748680;0;0;0;0;0.0
2348;FPPWR;184;250;4;0.33791;0.0008166666666666667;27549;527.146;650176;0;0;0;0;0.0
2349;DADCA-NSN;184;250;4;1.6484299999999998;0.0008;17190;189.824;1300368;89;142;208743;52185;1043700.0
2350;DADCA-LKH-Cut;158;250;4;1.984;0.0005333333333333334;9382;158.82500000000002;650264;110;210;159170;39792;795840.0
2351;DADCA-Parted-NSN;184;250;4;1.57738;0.0005166666666666667;11379;194.498;0;78;187;122469;30617;612340.0
2352;FPPWR;185;250;4;0.38636;0.0008166666666666667;26837;493.099;650112;0;0;0;0;0.0
2353;DADCA-LKH;159;250;4;2.0705400000000003;0.08756666666666667;13432;154.155;-12576776;125;178;295203;73800;1476000.0
2354;TSP-based;91;500;4;1.22995;0.38958333333333334;13337;216.014;12553216;0;0;0;0;0.0
2355;DADCA-NSN;185;250;4;1.7401200000000001;0.0007666666666666667;15697;181.798;1300368;99;156;237845;59461;1189220.0
2356;DADCA-Parted-NSN;185;250;4;1.51894;0.0004166666666666667;11866;202.872;0;68;180;113046;28261;565220.0
2357;DADCA-LKH-Cut;159;250;4;2.04941;0.0006500000000000001;8886;154.196;1300376;116;216;162287;40571;811420.0
2358;FPPWR;186;250;4;0.37204;0.0010666666666666667;26515;500.563;650112;0;0;0;0;0.0
2359;DADCA-LKH;160;250;4;2.02648;0.0397;14476;157.136;-12651808;117;170;309636;77409;1548180.0
2360;TSP-based;92;500;4;1.2387299999999999;0.6744833333333333;13277;214.891;12691920;0;0;0;0;0.0
2361;DADCA-NSN;186;250;4;1.66353;0.0007833333333333334;16754;187.41;1300368;97;156;224682;56170;1123400.0
2362;DADCA-Parted-NSN;186;250;4;1.53189;0.0004166666666666667;11712;199.913;0;72;178;118811;29702;594040.0
2363;DADCA-LKH-Cut;160;250;4;1.99452;0.0005833333333333334;9176;157.941;1300408;102;203;154848;38712;774240.0
2364;FPPWR;187;250;4;0.35705;0.0007833333333333334;28024;512.804;650112;0;0;0;0;0.0
2365;DADCA-NSN;187;250;4;1.6548;0.0007666666666666667;16700;188.635;1300368;93;148;211081;52770;1055400.0
2366;DADCA-LKH;161;250;4;2.04467;0.06785000000000001;13869;155.284;-12533336;123;176;312597;78149;1562980.0
2367;TSP-based;93;500;4;1.2249700000000001;0.12705;13676;217.18;12154272;0;0;0;0;0.0
2368;DADCA-Parted-NSN;187;250;4;1.46359;0.00043333333333333337;9570;206.58;0;72;188;97831;24457;489140.0
2369;FPPWR;188;250;4;0.35678000000000004;0.0008333333333333334;29441;517.434;650112;0;0;0;0;0.0
2370;DADCA-LKH-Cut;161;250;4;2.0332;0.0012666666666666668;9047;154.93200000000002;650112;116;217;160937;40234;804680.0
2371;DADCA-NSN;188;250;4;1.6810599999999998;0.0007666666666666667;16237;185.387;1300368;103;163;219636;54909;1098180.0
2372;DADCA-LKH;162;250;4;2.07302;0.02886666666666667;13811;153.657;-13231840;125;178;319309;79827;1596540.0
2373;TSP-based;94;500;4;1.23973;0.57545;13441;215.03900000000002;12430024;0;0;0;0;0.0
2374;DADCA-Parted-NSN;188;250;4;1.46656;0.0005333333333333334;10835;204.828;0;67;178;104036;26009;520180.0
2375;FPPWR;189;250;4;0.33366999999999997;0.0008500000000000001;27553;530.77;650176;0;0;0;0;0.0
2376;DADCA-LKH-Cut;162;250;4;2.04425;0.0006500000000000001;9083;154.442;650112;123;226;174090;43522;870440.0
2377;DADCA-NSN;189;250;4;1.55255;0.0008;17126;196.57500000000002;1300344;87;151;179049;44762;895240.0
2378;DADCA-Parted-NSN;189;250;4;1.51214;0.0005166666666666667;11892;200.393;0;74;186;111650;27912;558240.0
2379;TSP-based;95;500;4;1.21727;0.04423333333333333;13513;217.982;12097856;0;0;0;0;0.0
2380;DADCA-LKH;163;250;4;2.00769;0.06456666666666667;14577;158.106;-13191040;115;168;303187;75796;1515920.0
2381;FPPWR;190;250;4;0.40318000000000004;0.0008;24974;477.128;650112;0;0;0;0;0.0
2382;DADCA-LKH-Cut;163;250;4;1.9745;0.0006666666666666668;9386;159.193;650168;104;204;151678;37919;758380.0
2383;DADCA-NSN;190;250;4;1.80109;0.0007833333333333334;15298;175.752;1300344;99;164;233778;58444;1168880.0
2384;DADCA-Parted-NSN;190;250;4;1.63208;0.0005666666666666667;11001;189.21200000000002;0;82;184;117568;29392;587840.0
2385;DADCA-LKH;164;250;4;2.08717;0.032516666666666666;13835;152.958;-13589320;123;176;320185;80046;1600920.0
2386;FPPWR;191;250;4;0.36748000000000003;0.0008333333333333334;26083;505.56600000000003;650112;0;0;0;0;0.0
2387;TSP-based;96;500;4;1.21643;1.1632833333333334;13491;218.415;12595296;0;0;0;0;0.0
2388;DADCA-NSN;191;250;4;1.73223;0.0007833333333333334;15822;181.46800000000002;1300368;99;154;226502;56625;1132500.0
2389;DADCA-LKH-Cut;164;250;4;2.06808;0.0006333333333333334;8912;152.882;650272;160;264;166631;41657;833140.0
2390;DADCA-Parted-NSN;191;250;4;1.67894;0.0005;10528;186.45600000000002;0;80;192;126812;31703;634060.0
2391;FPPWR;192;250;4;0.3558;0.0008;28907;514.862;650112;0;0;0;0;0.0
2392;DADCA-LKH;166;250;4;1.97803;0.01585;14675;160.025;-12234768;123;180;298170;74542;1490840.0
2393;TSP-based;97;500;4;1.24823;0.3656166666666667;13623;214.47400000000002;12728432;0;0;0;0;0.0
2394;DADCA-NSN;192;250;4;1.69782;0.0007833333333333334;16079;185.486;1300344;95;154;216949;54237;1084740.0
2395;DADCA-Parted-NSN;192;250;4;1.69347;0.00045000000000000004;10355;183.709;0;87;211;127064;31766;635320.0
2396;DADCA-LKH-Cut;166;250;4;1.9619;0.0007333333333333333;9179;160.016;1300384;123;223;157118;39279;785580.0
2397;FPPWR;193;250;4;0.34583;0.0008333333333333334;28368;528.016;650176;0;0;0;0;0.0
2398;DADCA-LKH;167;250;4;2.05538;0.06635;13804;155.321;-12858752;129;182;303818;75954;1519080.0
2399;DADCA-NSN;193;250;4;1.64198;0.0007666666666666667;16390;189.589;1300368;88;161;195635;48908;978160.0
2400;TSP-based;98;500;4;1.19632;1.2830833333333334;13726;221.324;12281456;0;0;0;0;0.0
2401;DADCA-Parted-NSN;193;250;4;1.59331;0.0005;11108;193.623;0;80;184;120170;30042;600840.0
2402;DADCA-LKH-Cut;167;250;4;2.04122;0.0006000000000000001;9104;155.568;1300384;122;224;160277;40069;801380.0
2403;FPPWR;194;250;4;0.33505;0.0008166666666666667;27229;528.956;650112;0;0;0;0;0.0
