Strategy;nPOIs;nUAV;SucessTax;V2V_range;ctRounds;dimX;pathTime;globalAvgDelay;nMsgs;tourSize;memory;validRVZ;totRVZ;msgsRVZ;msgsRVZbyUAVs;msgsRVZbyUAVsXEnergy;mapName
DADCA-LKH-Cut;50;2;2.88052;71;259200;13000;58;4568;71127;71259;650272;60;73;16379;8189;163780.0;9
DADCA-Parted-NSN;50;16;19.00606;71;259200;13000;22;2178;202308;79381;650112;6141;13906;1856545;116034;2320680.0;6
TSP-based;50;8;9.74178;71;259200;13000;33;4486;237664;80528;1302288;0;0;0;0;0.0;20
FPPWR;50;2;0.82095;71;259200;13000;41;11816;19893;230053;650176;0;0;0;0;0.0;7
DADCA-LKH-Cut;50;8;10.81011;71;259200;13000;39;2500;139806;71259;650248;1654;2563;438701;54837;1096740.0;9
FPPWR;50;8;2.63040;71;259200;13000;40;11791;61666;230053;650240;0;0;0;0;0.0;7
FPPWR;50;4;1.41381;71;259200;13000;41;11820;33524;230053;650136;0;0;0;0;0.0;7
TSP-based;50;16;19.23013;71;259200;13000;37;4486;468033;80528;1300248;0;0;0;0;0.0;20
DADCA-LKH-Cut;50;16;21.36539;71;259200;13000;38;2277;256730;71259;1300456;6914;14305;1908809;119300;2386000.0;9
TSP-based;50;4;5.38237;71;259200;13000;33;3698;131195;74361;1300400;0;0;0;0;0.0;21
FPPWR;50;16;5.03326;71;259200;13000;49;11782;117275;230053;650112;0;0;0;0;0.0;7
DADCA-LKH;50;4;5.38657;71;259200;13000;33;6041;129347;73758;1300224;366;445;182098;45524;910480.0;10
TSP-based;50;2;2.79742;71;259200;13000;42;3696;67896;74361;650272;0;0;0;0;0.0;21
DADCA-NSN;50;2;2.47863;71;259200;13000;23;8137;59097;84028;0;53;58;27781;13890;277800.0;7
DADCA-NSN;50;8;9.27211;71;259200;13000;29;5290;216180;84028;0;1379;1864;695524;86940;1738800.0;7
DADCA-LKH;50;2;2.80621;71;259200;13000;29;6779;67791;73758;650168;63;68;30561;15280;305600.0;10
TSP-based;50;8;10.55482;71;259200;13000;38;3694;257764;74361;1302288;0;0;0;0;0.0;21
DADCA-NSN;50;4;4.77346;71;259200;13000;22;6749;114879;84028;0;336;389;158357;39589;791780.0;7
DADCA-LKH;50;8;10.56026;71;259200;13000;32;5009;251725;73758;650112;1611;2061;823117;102889;2057780.0;10
DADCA-NSN;50;16;18.22550;71;259200;13000;23;4619;417770;84028;650144;5833;9514;2907165;181697;3633940.0;7
TSP-based;50;16;20.87315;71;259200;13000;35;3692;509167;74361;1300248;0;0;0;0;0.0;21
DADCA-Parted-NSN;50;2;2.32909;71;259200;13000;22;5435;57411;88202;0;48;60;15002;7501;150020.0;7
DADCA-Parted-NSN;50;8;8.63079;71;259200;13000;22;3084;133292;88202;0;1248;2184;355347;44418;888360.0;7
TSP-based;50;4;4.83194;71;259200;13000;42;4428;117148;82266;1300376;0;0;0;0;0.0;22
DADCA-LKH;50;16;20.81435;71;259200;13000;36;4171;469583;73758;1300224;6927;10370;3395773;212235;4244700.0;10
DADCA-Parted-NSN;50;4;4.45004;71;259200;13000;23;5272;108889;88202;0;277;392;84907;21226;424520.0;7
TSP-based;50;2;2.52469;71;259200;13000;36;4432;60911;82266;650272;0;0;0;0;0.0;22
DADCA-LKH-Cut;50;4;5.23511;71;259200;13000;42;3030;79955;75126;1300384;322;428;81171;20292;405840.0;10
DADCA-LKH-Cut;50;2;2.72184;71;259200;13000;29;4834;66192;75126;650272;54;64;16406;8203;164060.0;10
DADCA-Parted-NSN;50;16;17.04340;71;259200;13000;29;2647;247455;88202;650112;5280;12926;1511763;94485;1889700.0;7
TSP-based;50;8;9.44070;71;259200;13000;34;4424;229585;82266;1302288;0;0;0;0;0.0;22
FPPWR;50;2;1.02747;71;259200;13000;33;9765;24240;197353;650112;0;0;0;0;0.0;8
FPPWR;50;8;3.43607;71;259200;13000;48;9778;79827;197353;650112;0;0;0;0;0.0;8
DADCA-LKH-Cut;50;8;10.21987;71;259200;13000;50;2588;133373;75126;650112;1512;2388;434570;54321;1086420.0;10
FPPWR;50;4;1.82948;71;259200;13000;32;9770;42378;197353;650176;0;0;0;0;0.0;8
TSP-based;50;16;18.68306;71;259200;13000;45;4427;455028;82266;1300248;0;0;0;0;0.0;22
TSP-based;50;4;5.34201;71;259200;13000;41;3711;130981;74937;1300376;0;0;0;0;0.0;23
DADCA-LKH-Cut;50;16;20.19711;71;259200;13000;49;2207;242406;75126;1300456;6449;13655;1945008;121563;2431260.0;10
FPPWR;50;16;6.64927;71;259200;13000;35;9787;154802;197353;650112;0;0;0;0;0.0;8
TSP-based;50;2;2.78133;71;259200;13000;35;3709;68048;74937;650272;0;0;0;0;0.0;23
DADCA-LKH;50;4;5.62126;71;259200;13000;30;5633;133723;71141;1300272;354;407;219083;54770;1095400.0;11
DADCA-NSN;50;2;2.67809;71;259200;13000;25;7836;64157;78634;0;53;67;28776;14388;287760.0;8
DADCA-NSN;50;8;10.07215;71;259200;13000;26;4835;232911;78634;0;1471;2067;769327;96165;1923300.0;8
DADCA-LKH;50;2;2.91019;71;259200;13000;33;6913;70859;71141;650168;63;68;36297;18148;362960.0;11
TSP-based;50;8;10.48430;71;259200;13000;62;3714;256808;74937;1302288;0;0;0;0;0.0;23
DADCA-NSN;50;4;5.15363;71;259200;13000;22;6297;124389;78634;0;311;384;165824;41456;829120.0;8
DADCA-LKH;50;8;10.94668;71;259200;13000;29;5117;255911;71141;650112;1668;2111;984527;123065;2461300.0;11
DADCA-NSN;50;16;19.77766;71;259200;13000;22;4396;437727;78634;650144;6343;10158;3170055;198128;3962560.0;8
TSP-based;50;16;20.77473;71;259200;13000;55;3708;508236;74937;1300248;0;0;0;0;0.0;23
DADCA-Parted-NSN;50;2;2.67500;71;259200;13000;22;4878;64734;76419;0;54;66;14665;7332;146640.0;8
TSP-based;50;4;5.55806;71;259200;13000;57;3972;136118;72488;1300376;0;0;0;0;0.0;24
DADCA-Parted-NSN;50;8;9.99965;71;259200;13000;21;5120;241930;76419;0;1490;2437;446552;55819;1116380.0;8
DADCA-LKH;50;16;21.64255;71;259200;13000;38;4509;473009;71141;1300224;7157;10486;4121762;257610;5152200.0;11
TSP-based;50;2;2.88951;71;259200;13000;42;3967;70549;72488;650272;0;0;0;0;0.0;24
DADCA-Parted-NSN;50;4;5.13291;71;259200;13000;21;4948;124536;76419;0;316;426;93038;23259;465180.0;8
DADCA-LKH-Cut;50;4;5.32473;71;259200;13000;42;5004;128086;73880;1300640;332;446;108457;27114;542280.0;11
TSP-based;50;8;10.91925;71;259200;13000;34;3976;266839;72488;1302288;0;0;0;0;0.0;24
DADCA-Parted-NSN;50;16;19.73090;71;259200;13000;22;2832;276974;76419;650112;6400;13393;1749131;109320;2186400.0;8
DADCA-LKH-Cut;50;2;2.78233;71;259200;13000;34;4703;67675;73880;1300384;58;70;16295;8147;162940.0;11
FPPWR;50;2;0.99502;71;259200;13000;34;10645;23234;196231;650112;0;0;0;0;0.0;9
FPPWR;50;8;3.32901;71;259200;13000;35;10626;77618;196231;650176;0;0;0;0;0.0;9
DADCA-LKH-Cut;50;8;10.37701;71;259200;13000;30;2994;141317;73880;650112;1542;2467;460317;57539;1150780.0;11
TSP-based;50;16;21.62870;71;259200;13000;38;3978;527826;72488;1300248;0;0;0;0;0.0;24
FPPWR;50;4;1.76748;71;259200;13000;31;10606;41579;196231;650112;0;0;0;0;0.0;9
TSP-based;50;4;4.91400;71;259200;13000;53;4446;119476;81188;1316776;0;0;0;0;0.0;25
TSP-based;50;2;2.57253;71;259200;13000;38;4447;62299;81188;1300488;0;0;0;0;0.0;25
DADCA-LKH-Cut;50;16;20.52812;71;259200;13000;42;2781;242612;73880;1300456;6634;14193;2094206;130887;2617740.0;11
FPPWR;50;16;6.44475;71;259200;13000;33;10611;150667;196231;650112;0;0;0;0;0.0;9
DADCA-NSN;50;2;2.90733;71;259200;13000;23;7059;68913;72289;0;61;66;32589;16294;325880.0;9
DADCA-LKH;50;4;5.41952;71;259200;13000;45;6139;130710;73519;1300224;339;392;199070;49767;995340.0;12
DADCA-NSN;50;8;10.93426;71;259200;13000;23;4765;251164;72289;0;1630;2085;880616;110077;2201540.0;9
TSP-based;50;8;9.65154;71;259200;13000;46;4448;235375;81188;1302288;0;0;0;0;0.0;25
DADCA-LKH;50;2;2.82326;71;259200;13000;30;6917;66686;73519;650168;65;70;34977;17488;349760.0;12
DADCA-NSN;50;4;5.58083;71;259200;13000;23;5705;130776;72289;0;356;412;191717;47929;958580.0;9
DADCA-LKH;50;8;10.63557;71;259200;13000;57;4916;245424;73519;650112;1608;2058;926177;115772;2315440.0;12
TSP-based;50;16;19.05575;71;259200;13000;55;4452;462785;81188;1300248;0;0;0;0;0.0;25
DADCA-NSN;50;16;21.50185;71;259200;13000;23;4191;463838;72289;650144;7059;10583;3560944;222559;4451180.0;9
TSP-based;50;4;5.04923;71;259200;13000;35;3951;123625;79320;1300512;0;0;0;0;0.0;26
DADCA-Parted-NSN;50;2;2.68476;71;259200;13000;22;4701;66330;76164;0;54;66;16655;8327;166540.0;9
DADCA-Parted-NSN;50;8;10.07261;71;259200;13000;27;2822;150354;76164;0;1503;2436;395556;49444;988880.0;9
TSP-based;50;2;2.62311;71;259200;13000;60;3941;64458;79320;1300472;0;0;0;0;0.0;26
DADCA-LKH;50;16;20.87913;71;259200;13000;40;4535;475404;73519;1300224;6816;10257;3820668;238791;4775820.0;12
DADCA-Parted-NSN;50;4;5.14487;71;259200;13000;21;4481;125839;76164;0;342;482;100966;25241;504820.0;9
DADCA-LKH-Cut;50;4;5.29730;71;259200;13000;44;4982;128726;74189;1300416;326;436;107838;26959;539180.0;12
TSP-based;50;8;9.85907;71;259200;13000;42;3944;240737;79320;1302288;0;0;0;0;0.0;26
DADCA-Parted-NSN;50;16;19.80945;71;259200;13000;23;2381;255359;76164;650240;6519;14177;1895764;118485;2369700.0;9
DADCA-LKH-Cut;50;2;2.74664;71;259200;13000;33;4724;66804;74189;1300384;58;70;15574;7787;155740.0;12
FPPWR;50;2;0.77851;71;259200;13000;73;12873;17845;244772;650112;0;0;0;0;0.0;10
FPPWR;50;8;2.47751;71;259200;13000;56;12800;56516;244772;650176;0;0;0;0;0.0;10
TSP-based;50;16;19.52481;71;259200;13000;39;3939;477198;79320;1300248;0;0;0;0;0.0;26
DADCA-LKH-Cut;50;8;10.33383;71;259200;13000;44;2831;141399;74189;650112;1576;2487;467113;58389;1167780.0;12
TSP-based;50;4;5.28507;71;259200;13000;33;4093;128915;76153;1300400;0;0;0;0;0.0;27
FPPWR;50;4;1.33665;71;259200;13000;33;12822;30988;244772;650112;0;0;0;0;0.0;10
TSP-based;50;2;2.74865;71;259200;13000;64;4093;66902;76153;1300472;0;0;0;0;0.0;27
DADCA-LKH-Cut;50;16;20.42079;71;259200;13000;50;2609;255893;74189;1300456;6552;13908;2094213;130888;2617760.0;12
FPPWR;50;16;4.70073;71;259200;13000;34;12793;106192;244772;650112;0;0;0;0;0.0;10
TSP-based;50;8;10.40386;71;259200;13000;53;4092;254325;76153;1302288;0;0;0;0;0.0;27
DADCA-LKH;50;4;5.44201;71;259200;13000;39;6068;131650;73334;1308432;350;406;188510;47127;942540.0;13
DADCA-NSN;50;2;2.38738;71;259200;13000;27;8680;57895;87205;0;51;60;25670;12835;256700.0;10
DADCA-NSN;50;8;8.89657;71;259200;13000;26;4898;212827;87205;0;1312;1808;589055;73631;1472620.0;10
DADCA-LKH;50;2;2.84012;71;259200;13000;34;6920;68234;73334;650168;65;70;33700;16850;337000.0;13
DADCA-NSN;50;4;4.54398;71;259200;13000;23;6034;106989;87205;0;289;362;125967;31491;629820.0;10
TSP-based;50;16;20.53669;71;259200;13000;43;4090;500611;76153;1300248;0;0;0;0;0.0;27
DADCA-LKH;50;8;10.68465;71;259200;13000;42;4618;247975;73334;650112;1608;2063;874486;109310;2186200.0;13
TSP-based;50;4;5.48121;71;259200;13000;38;3811;133514;73469;1300664;0;0;0;0;0.0;28
DADCA-NSN;50;16;17.41404;71;259200;13000;22;4224;398162;87205;650144;5629;9288;2408074;150504;3010080.0;10
TSP-based;50;2;2.83252;71;259200;13000;48;3811;68672;73469;1300584;0;0;0;0;0.0;28
DADCA-Parted-NSN;50;2;2.56890;71;259200;13000;24;4970;63208;81175;0;52;64;14427;7213;144260.0;10
DADCA-Parted-NSN;50;8;9.59113;71;259200;13000;25;3014;144793;81175;0;1375;2351;392069;49008;980160.0;10
DADCA-LKH;50;16;21.06609;71;259200;13000;33;4341;477382;73334;1300224;6881;10356;3585002;224062;4481240.0;13
TSP-based;50;8;10.74213;71;259200;13000;35;3817;262142;73469;1302288;0;0;0;0;0.0;28
DADCA-Parted-NSN;50;4;4.89950;71;259200;13000;23;5235;117960;81175;0;292;407;97157;24289;485780.0;10
DADCA-LKH-Cut;50;4;5.21794;71;259200;13000;48;3153;79514;75401;1308592;326;428;80711;20177;403540.0;13
DADCA-Parted-NSN;50;16;18.88395;71;259200;13000;23;2488;250401;81175;650240;5962;13514;1547772;96735;1934700.0;10
DADCA-LKH-Cut;50;2;2.72674;71;259200;13000;39;4243;65357;75401;1300384;57;68;17386;8693;173860.0;13
TSP-based;50;16;21.29591;71;259200;13000;36;3812;520106;73469;1300248;0;0;0;0;0.0;28
FPPWR;50;2;0.82157;71;259200;13000;48;10885;18824;230708;650112;0;0;0;0;0.0;11
FPPWR;50;8;2.63075;71;259200;13000;53;10915;60067;230708;650112;0;0;0;0;0.0;11
DADCA-LKH-Cut;50;8;10.24564;71;259200;13000;39;2635;135144;75401;650112;1481;2359;436632;54579;1091580.0;13
TSP-based;50;4;5.25791;71;259200;13000;48;3821;128215;76220;1300872;0;0;0;0;0.0;29
FPPWR;50;4;1.42025;71;259200;13000;33;10871;32967;230708;650176;0;0;0;0;0.0;11
TSP-based;50;2;2.73573;71;259200;13000;68;3813;67049;76220;1300416;0;0;0;0;0.0;29
DADCA-LKH-Cut;50;16;20.19522;71;259200;13000;44;2447;250863;75401;1300456;6445;13732;1814524;113407;2268140.0;13
FPPWR;50;16;5.04815;71;259200;13000;34;10913;115710;230708;650112;0;0;0;0;0.0;11
TSP-based;50;8;10.29194;71;259200;13000;37;3817;250430;76220;1302288;0;0;0;0;0.0;29
DADCA-LKH;50;4;5.50089;71;259200;13000;34;5756;132759;72718;650112;357;411;183621;45905;918100.0;14
DADCA-NSN;50;2;2.61620;71;259200;13000;22;7772;63506;79615;0;53;58;27355;13677;273540.0;11
DADCA-NSN;50;8;9.67886;71;259200;13000;23;4307;220994;79615;0;1469;1972;635274;79409;1588180.0;11
DADCA-LKH;50;2;2.85980;71;259200;13000;39;6657;67125;72718;650144;61;66;31647;15823;316460.0;14
TSP-based;50;16;20.36829;71;259200;13000;48;3817;498442;76220;1300248;0;0;0;0;0.0;29
DADCA-NSN;50;4;4.99225;71;259200;13000;23;5860;120007;79615;0;313;382;148897;37224;744480.0;11
TSP-based;50;4;4.98380;71;259200;13000;54;4023;121898;80116;1300376;0;0;0;0;0.0;30
DADCA-LKH;50;8;10.74622;71;259200;13000;42;4432;256636;72718;650112;1625;2072;814876;101859;2037180.0;14
DADCA-NSN;50;16;19.12608;71;259200;13000;22;3977;441327;79615;650144;6272;9839;2693894;168368;3367360.0;11
TSP-based;50;2;2.59788;71;259200;13000;46;4031;63337;80116;650272;0;0;0;0;0.0;30
DADCA-Parted-NSN;50;2;2.52458;71;259200;13000;23;5603;61670;81358;0;50;62;14591;7295;145900.0;11
DADCA-Parted-NSN;50;8;9.41435;71;259200;13000;23;2609;102385;81358;0;1370;2332;445412;55676;1113520.0;11
TSP-based;50;8;9.78823;71;259200;13000;46;4024;238805;80116;1302288;0;0;0;0;0.0;30
DADCA-LKH;50;16;21.18438;71;259200;13000;31;3855;457178;72718;1300224;7005;10459;3248654;203040;4060800.0;14
DADCA-Parted-NSN;50;4;4.80282;71;259200;13000;22;3207;64427;81358;0;322;432;82044;20511;410220.0;11
DADCA-LKH-Cut;50;4;5.18503;71;259200;13000;47;2857;79921;75914;1300408;318;422;83703;20925;418500.0;14
DADCA-Parted-NSN;50;16;18.53708;71;259200;13000;22;2455;171682;81358;650360;5890;13565;1923442;120215;2404300.0;11
TSP-based;50;16;19.37276;71;259200;13000;64;4026;473167;80116;1300248;0;0;0;0;0.0;30
DADCA-LKH-Cut;50;2;2.70972;71;259200;13000;29;4820;66596;75914;650272;54;64;17132;8566;171320.0;14
FPPWR;50;2;0.73603;71;259200;13000;51;13416;16558;254622;650176;0;0;0;0;0.0;12
TSP-based;50;4;5.47288;71;259200;13000;68;4075;133805;73348;1316776;0;0;0;0;0.0;31
FPPWR;50;8;2.30181;71;259200;13000;44;13422;51218;254622;650112;0;0;0;0;0.0;12
DADCA-LKH-Cut;50;8;10.16381;71;259200;13000;36;2332;137430;75914;650112;1470;2343;446377;55797;1115940.0;14
TSP-based;50;2;2.84699;71;259200;13000;35;4071;69236;73348;1300472;0;0;0;0;0.0;31
FPPWR;50;4;1.25401;71;259200;13000;32;13447;28388;254622;650176;0;0;0;0;0.0;12
TSP-based;50;8;10.72064;71;259200;13000;34;4073;261360;73348;1302288;0;0;0;0;0.0;31
DADCA-LKH-Cut;50;16;19.97060;71;259200;13000;27;2019;244584;75914;1300456;6430;13643;1873274;117079;2341580.0;14
FPPWR;50;16;4.38565;71;259200;13000;33;13477;97696;254622;650112;0;0;0;0;0.0;12
DADCA-LKH;50;4;5.82037;71;259200;13000;29;5098;141058;68694;1300360;371;424;204263;51065;1021300.0;15
DADCA-NSN;50;2;2.73326;71;259200;13000;26;7679;66555;75857;0;57;62;31371;15685;313700.0;12
DADCA-NSN;50;8;10.25617;71;259200;13000;26;4724;242407;75857;0;1533;2029;799454;99931;1998620.0;12
TSP-based;50;16;21.22975;71;259200;13000;35;4074;518058;73348;1300248;0;0;0;0;0.0;31
DADCA-LKH;50;2;3.02114;71;259200;13000;51;6497;72440;68694;1300544;65;70;33934;16967;339340.0;15
TSP-based;50;4;5.15316;71;259200;13000;32;4026;125984;78049;1300376;0;0;0;0;0.0;32
DADCA-NSN;50;4;5.25285;71;259200;13000;22;5980;123754;75857;0;335;388;175359;43839;876780.0;12
TSP-based;50;2;2.67789;71;259200;13000;45;4022;65794;78049;650272;0;0;0;0;0.0;32
DADCA-LKH;50;8;11.39213;71;259200;13000;31;4602;266926;68694;650112;1713;2160;933523;116690;2333800.0;15
DADCA-NSN;50;16;20.19506;71;259200;13000;22;4286;458040;75857;650144;6615;10329;3312727;207045;4140900.0;12
DADCA-Parted-NSN;50;2;2.48889;71;259200;13000;21;5279;60632;82536;0;48;60;12398;6199;123980.0;12
TSP-based;50;8;10.07191;71;259200;13000;35;4022;245439;78049;1302288;0;0;0;0;0.0;32
DADCA-Parted-NSN;50;8;9.32809;71;259200;13000;23;2910;113243;82536;0;1372;2337;337221;42152;843040.0;12
DADCA-LKH;50;16;22.53083;71;259200;13000;43;4089;500883;68694;1300224;7425;10806;3927029;245439;4908780.0;15
DADCA-Parted-NSN;50;4;4.79356;71;259200;13000;22;5541;113313;82536;0;290;403;85892;21473;429460.0;12
DADCA-LKH-Cut;50;4;5.60239;71;259200;13000;57;4904;135756;70209;1300520;362;470;108864;27216;544320.0;15
TSP-based;50;16;19.95783;71;259200;13000;32;4023;486930;78049;1300248;0;0;0;0;0.0;32
DADCA-Parted-NSN;50;16;18.32215;71;259200;13000;21;2549;215676;82536;650112;5807;13472;1515349;94709;1894180.0;12
DADCA-LKH-Cut;50;2;2.91971;71;259200;13000;35;4610;71812;70209;1300672;60;71;17052;8526;170520.0;15
TSP-based;50;4;5.09441;71;259200;13000;38;3905;125116;78117;1300376;0;0;0;0;0.0;33
FPPWR;50;2;0.94070;71;259200;13000;61;10988;22417;207337;650112;0;0;0;0;0.0;13
FPPWR;50;8;3.12338;71;259200;13000;62;11028;73235;207337;650176;0;0;0;0;0.0;13
TSP-based;50;2;2.65791;71;259200;13000;50;3909;65607;78117;1300384;0;0;0;0;0.0;33
DADCA-LKH-Cut;50;8;11.00390;71;259200;13000;41;2731;143573;70209;650112;1661;2569;432410;54051;1081020.0;15
FPPWR;50;4;1.66316;71;259200;13000;32;11022;38815;207337;650112;0;0;0;0;0.0;13
TSP-based;50;8;9.98457;71;259200;13000;44;3900;243708;78117;1302288;0;0;0;0;0.0;33
FPPWR;50;16;5.99973;71;259200;13000;34;10988;139629;207337;650112;0;0;0;0;0.0;13
DADCA-LKH-Cut;50;16;21.70683;71;259200;13000;57;2298;249358;70209;1300456;7034;14288;2027362;126710;2534200.0;15
TSP-based;50;16;19.74734;71;259200;13000;40;3901;481553;78117;1300248;0;0;0;0;0.0;33
DADCA-NSN;50;2;2.65822;71;259200;13000;26;7981;63598;79989;0;54;74;29573;14786;295720.0;13
DADCA-LKH;50;4;5.55887;71;259200;13000;37;6010;131164;71683;1316680;361;414;194430;48607;972140.0;16
DADCA-NSN;50;8;9.92585;71;259200;13000;26;5160;229859;79989;0;1488;2128;775951;96993;1939860.0;13
TSP-based;50;4;5.77955;71;259200;13000;40;3866;141308;69692;1300376;0;0;0;0;0.0;34
DADCA-LKH;50;2;2.89194;71;259200;13000;35;6658;67834;71683;650168;61;67;32249;16124;322480.0;16
DADCA-NSN;50;4;5.09892;71;259200;13000;22;6476;123389;79989;0;308;376;171083;42770;855400.0;13
TSP-based;50;2;2.99946;71;259200;13000;39;3869;73894;69692;1300384;0;0;0;0;0.0;34
DADCA-LKH;50;8;10.88441;71;259200;13000;36;4931;251963;71683;650112;1657;2117;879140;109892;2197840.0;16
DADCA-NSN;50;16;19.63758;71;259200;13000;23;4505;427791;79989;650144;6224;10088;3165271;197829;3956580.0;13
TSP-based;50;8;11.36084;71;259200;13000;38;3869;277213;69692;1302288;0;0;0;0;0.0;34
DADCA-Parted-NSN;50;2;2.54136;71;259200;13000;21;5201;62356;80771;0;54;66;14288;7144;142880.0;13
DADCA-Parted-NSN;50;8;9.52454;71;259200;13000;21;2536;114381;80771;0;1372;2256;367451;45931;918620.0;13
DADCA-Parted-NSN;50;4;4.85374;71;259200;13000;22;11770;118704;80771;0;300;417;75629;18907;378140.0;13
DADCA-LKH;50;16;24.07029;71;259200;13000;39;4012;471300;71683;1300224;157332;161023;3441975;215123;4302460.0;16
TSP-based;50;16;22.48935;71;259200;13000;34;3866;550334;69692;1300248;0;0;0;0;0.0;34
DADCA-LKH-Cut;50;4;5.50390;71;259200;13000;30;3054;83635;71398;1316784;343;455;93690;23422;468440.0;16
DADCA-Parted-NSN;50;16;18.71358;71;259200;13000;23;2350;209710;80771;650112;6032;13243;1528003;95500;1910000.0;13
TSP-based;50;4;5.22535;71;259200;13000;34;3934;127678;76715;1308584;0;0;0;0;0.0;35
FPPWR;50;2;0.99475;71;259200;13000;57;11073;23711;200319;650112;0;0;0;0;0.0;14
DADCA-LKH-Cut;50;2;2.86316;71;259200;13000;34;4637;70790;71398;1300520;60;71;15735;7867;157340.0;16
TSP-based;50;2;2.71674;71;259200;13000;39;3928;66788;76715;1301056;0;0;0;0;0.0;35
FPPWR;50;8;3.32338;71;259200;13000;60;11087;77081;200319;650288;0;0;0;0;0.0;14
DADCA-LKH-Cut;50;8;10.79279;71;259200;13000;27;2707;138378;71398;650112;1609;2493;435560;54445;1088900.0;16
FPPWR;50;4;1.76269;71;259200;13000;33;11081;41339;200319;650112;0;0;0;0;0.0;14
TSP-based;50;8;10.25282;71;259200;13000;33;3935;249887;76715;1302288;0;0;0;0;0.0;35
FPPWR;50;16;6.42616;71;259200;13000;48;11074;149090;200319;650112;0;0;0;0;0.0;14
DADCA-LKH-Cut;50;16;21.19846;71;259200;13000;32;26661;393077;71398;1300456;7416;15336;2557891;159868;3197360.0;16
TSP-based;50;16;20.30077;71;259200;13000;42;3930;496165;76715;1300248;0;0;0;0;0.0;35
DADCA-NSN;50;2;2.36181;71;259200;13000;26;8409;54507;87903;0;47;52;23917;11958;239160.0;14
DADCA-NSN;50;8;8.77662;71;259200;13000;25;4930;210644;87903;0;1294;1775;576770;72096;1441920.0;14
TSP-based;50;4;5.78939;71;259200;13000;58;3699;141769;69500;1300512;0;0;0;0;0.0;36
DADCA-LKH;50;4;5.32153;71;259200;13000;41;5994;127745;74860;650112;337;390;179862;44965;899300.0;17
DADCA-NSN;50;4;4.48804;71;259200;13000;23;6456;106025;87903;0;287;343;130404;32601;652020.0;14
TSP-based;50;2;2.99958;71;259200;13000;54;3702;73715;69500;1300432;0;0;0;0;0.0;36
DADCA-LKH;50;2;2.76956;71;259200;13000;46;6868;67849;74860;650144;57;62;30211;15105;302100.0;17
DADCA-NSN;50;16;17.30586;71;259200;13000;23;4263;397222;87903;650144;5533;9158;2410209;150638;3012760.0;14
TSP-based;50;8;11.33746;71;259200;13000;33;3698;276994;69500;1302288;0;0;0;0;0.0;36
DADCA-LKH;50;8;10.45297;71;259200;13000;31;4603;248670;74860;650112;1585;2033;823845;102980;2059600.0;17
DADCA-Parted-NSN;50;2;2.36015;71;259200;13000;24;5258;57439;86659;0;46;58;14679;7339;146780.0;14
DADCA-Parted-NSN;50;8;8.76489;71;259200;13000;36;3058;135684;86659;0;1260;2182;374293;46786;935720.0;14
TSP-based;50;16;22.50976;71;259200;13000;51;3693;550852;69500;1300248;0;0;0;0;0.0;36
DADCA-Parted-NSN;50;4;4.49703;71;259200;13000;21;5261;110139;86659;0;274;384;96097;24024;480480.0;14
DADCA-LKH;50;16;20.54660;71;259200;13000;53;4145;466988;74860;1300224;6710;10153;3338129;208633;4172660.0;17
TSP-based;50;4;5.24136;71;259200;13000;34;3969;127626;76516;1300376;0;0;0;0;0.0;37
DADCA-Parted-NSN;50;16;17.19703;71;259200;13000;23;2715;252575;86659;650584;5454;13019;1571665;98229;1964580.0;14
DADCA-LKH-Cut;50;4;5.38970;71;259200;13000;31;13484;129377;73091;1300544;332;434;85566;21391;427820.0;17
TSP-based;50;2;2.71833;71;259200;13000;35;3964;66616;76516;1301424;0;0;0;0;0.0;37
FPPWR;50;2;1.20131;71;259200;13000;42;8782;28066;174327;650112;0;0;0;0;0.0;15
FPPWR;50;8;4.14267;71;259200;13000;45;8788;97453;174327;650112;0;0;0;0;0.0;15
DADCA-LKH-Cut;50;2;2.80367;71;259200;13000;40;4626;67354;73091;650272;60;70;16059;8029;160580.0;17
TSP-based;50;8;10.27986;71;259200;13000;39;3973;250756;76516;1302288;0;0;0;0;0.0;37
FPPWR;50;4;2.17623;71;259200;13000;35;8783;51150;174327;650136;0;0;0;0;0.0;15
DADCA-LKH-Cut;50;8;10.54410;71;259200;13000;32;2316;139555;73091;650112;1565;2435;454015;56751;1135020.0;17
FPPWR;50;16;8.06632;71;259200;13000;47;8786;190088;174327;650112;0;0;0;0;0.0;15
TSP-based;50;16;20.35455;71;259200;13000;33;3972;495925;76516;1300248;0;0;0;0;0.0;37
DADCA-NSN;50;2;2.64877;71;259200;13000;22;7820;63178;77818;0;55;62;29554;14777;295540.0;15
DADCA-LKH-Cut;50;16;20.73225;71;259200;13000;36;2080;258002;73091;1300456;6796;14026;1766910;110431;2208620.0;17
TSP-based;50;4;5.07562;71;259200;13000;45;3992;123817;79039;1300432;0;0;0;0;0.0;38
DADCA-NSN;50;8;9.96100;71;259200;13000;31;4914;225111;77818;0;1525;1956;720076;90009;1800180.0;15
TSP-based;50;2;2.64703;71;259200;13000;37;3987;64893;79039;650272;0;0;0;0;0.0;38
DADCA-LKH;50;4;5.63291;71;259200;13000;39;5322;131378;71153;1300360;357;410;206179;51544;1030880.0;18
DADCA-NSN;50;4;5.11281;71;259200;13000;22;6231;122616;77818;0;319;384;165889;41472;829440.0;15
