Strategy;nPOIs;nUAV;SucessTax;V2V_range;ctRounds;dimX;pathTime;globalAvgDelay;nMsgs;tourSize;memory;validRVZ;totRVZ;msgsRVZ;msgsRVZbyUAVs;msgsRVZbyUAVsXEnergy;mapName
DADCA-NSN;320;16;4.95642;71;259200;13000;60;12240;674606;212964;650112;1396;4746;3829914;239369;4787380.0;194
DADCA-LKH-Cut;320;2;0.93503;71;259200;13000;69;10384;136941;177479;-14493872;19;29;30481;15240;304800.0;54
DADCA-Parted-NSN;320;2;0.79850;71;259200;13000;31;11599;114521;208248;0;12;22;22902;11451;229020.0;194
DADCA-Parted-NSN;320;8;2.58234;71;259200;13000;35;8577;217832;208248;0;302;1164;751219;93902;1878040.0;194
DADCA-LKH-Cut;320;8;3.15782;71;259200;13000;79;8518;270987;177479;-14655232;411;1262;862438;107804;2156080.0;54
DADCA-Parted-NSN;320;4;1.39333;71;259200;13000;29;11541;195347;208248;650136;64;168;125145;31286;625720.0;194
DADCA-Parted-NSN;320;16;4.95891;71;259200;13000;28;6166;376055;208248;0;1292;8417;3447239;215452;4309040.0;194
DADCA-LKH-Cut;320;16;6.11237;71;259200;13000;73;6112;468182;177479;-15190192;1733;8800;3914445;244652;4893040.0;54
FPPWR;320;2;0.22534;71;259200;13000;88;28271;29829;521399;650112;0;0;0;0;0.0;195
FPPWR;320;8;0.56210;71;259200;13000;58;28330;74551;521399;650112;0;0;0;0;0.0;195
DADCA-LKH;320;4;1.73688;71;259200;13000;3549;16513;257035;173139;3559488;105;160;309522;77380;1547600.0;55
FPPWR;320;4;0.33729;71;259200;13000;53;28301;44900;521399;650224;0;0;0;0;0.0;195
DADCA-LKH;320;2;0.96567;71;259200;13000;78;16483;142666;173139;-14462408;17;22;55876;27938;558760.0;55
FPPWR;320;16;1.01833;71;259200;13000;55;28355;127733;521399;650144;0;0;0;0;0.0;195
DADCA-LKH;320;8;3.28653;71;259200;13000;70;13800;465574;173139;-14781144;459;907;1442276;180284;3605680.0;55
DADCA-NSN;320;2;0.80449;71;259200;13000;65;22016;122308;211910;1300328;16;33;42079;21039;420780.0;195
DADCA-NSN;320;8;2.57785;71;259200;13000;64;14660;376571;211910;1300224;358;816;947127;118390;2367800.0;195
DADCA-LKH;320;16;6.36766;71;259200;13000;71;11487;796635;173139;-14535432;1978;5227;5772890;360805;7216100.0;55
DADCA-NSN;320;4;1.40163;71;259200;13000;61;20674;215533;211910;1300256;80;168;225922;56480;1129600.0;195
DADCA-NSN;320;16;4.94571;71;259200;13000;61;12337;675593;211910;650112;1499;4810;4050745;253171;5063420.0;195
DADCA-LKH-Cut;320;4;1.73513;71;259200;13000;81;10019;252970;172981;-14428920;88;190;159205;39801;796020.0;55
DADCA-Parted-NSN;320;2;0.78355;71;259200;13000;28;11985;112041;212957;0;16;34;20755;10377;207540.0;195
DADCA-Parted-NSN;320;8;2.51264;71;259200;13000;32;9056;204365;212957;0;302;1327;653034;81629;1632580.0;195
DADCA-LKH-Cut;320;2;0.96389;71;259200;13000;80;10011;142792;172981;-14422232;16;26;29132;14566;291320.0;55
DADCA-Parted-NSN;320;4;1.36373;71;259200;13000;28;11854;194116;212957;650112;64;238;114784;28696;573920.0;195
DADCA-Parted-NSN;320;16;4.82783;71;259200;13000;28;6429;375293;212957;0;1246;9529;3059580;191223;3824460.0;195
DADCA-LKH-Cut;320;8;3.26801;71;259200;13000;79;9194;289223;172981;-14580840;419;1291;758819;94852;1897040.0;55
FPPWR;320;2;0.21943;71;259200;13000;73;28291;30243;530345;650112;0;0;0;0;0.0;196
FPPWR;320;8;0.54226;71;259200;13000;55;28218;74813;530345;650112;0;0;0;0;0.0;196
DADCA-LKH-Cut;320;16;6.33435;71;259200;13000;86;6632;534041;172981;-14560064;1868;8848;3382577;211411;4228220.0;55
FPPWR;320;4;0.32600;71;259200;13000;51;28231;44959;530345;650112;0;0;0;0;0.0;196
DADCA-LKH;320;4;1.73462;71;259200;13000;3006;16360;262444;173701;3760008;99;152;314777;78694;1573880.0;56
FPPWR;320;16;0.98254;71;259200;13000;54;28220;128057;530345;650112;0;0;0;0;0.0;196
DADCA-LKH;320;2;0.96293;71;259200;13000;59;16458;142817;173701;-15093800;19;24;54843;27421;548420.0;56
DADCA-NSN;320;2;0.80946;71;259200;13000;63;19185;115728;208215;1300280;17;22;41945;20972;419440.0;196
DADCA-NSN;320;8;2.64794;71;259200;13000;63;15086;399248;208215;1300328;345;854;1007136;125892;2517840.0;196
DADCA-LKH;320;8;3.27051;71;259200;13000;53;13249;437850;173701;-15378312;477;919;1417385;177173;3543460.0;56
DADCA-NSN;320;4;1.42407;71;259200;13000;59;18837;208620;208215;1300256;77;131;210072;52518;1050360.0;196
DADCA-NSN;320;16;5.06064;71;259200;13000;61;12097;651203;208215;650144;1522;4867;3865998;241624;4832480.0;196
DADCA-LKH;320;16;6.34024;71;259200;13000;74;11496;819181;173701;-15365832;2017;5268;5666509;354156;7083120.0;56
DADCA-Parted-NSN;320;2;0.72032;71;259200;13000;41;13026;108905;230848;0;10;20;19909;9954;199080.0;196
DADCA-Parted-NSN;320;8;2.25121;71;259200;13000;43;9529;202432;230848;0;251;1151;574113;71764;1435280.0;196
DADCA-LKH-Cut;320;4;1.71245;71;259200;13000;78;10329;242068;174252;-14739080;92;204;159643;39910;798200.0;56
DADCA-Parted-NSN;320;4;1.23047;71;259200;13000;29;12791;188330;230848;650144;52;175;104827;26206;524120.0;196
DADCA-Parted-NSN;320;16;4.31031;71;259200;13000;29;6782;354126;230848;0;1040;8551;2199184;137449;2748980.0;196
DADCA-LKH-Cut;320;2;0.95382;71;259200;13000;75;10164;139877;174252;-15149272;20;30;29496;14748;294960.0;56
FPPWR;320;2;0.23416;71;259200;13000;83;28229;30251;514942;650176;0;0;0;0;0.0;197
FPPWR;320;8;0.58720;71;259200;13000;53;28267;75812;514942;650112;0;0;0;0;0.0;197
DADCA-LKH-Cut;320;8;3.23271;71;259200;13000;71;7974;265343;174252;-15362232;436;1283;895305;111913;2238260.0;56
FPPWR;320;4;0.35275;71;259200;13000;50;28218;45525;514942;650112;0;0;0;0;0.0;197
FPPWR;320;16;1.05534;71;259200;13000;53;28229;136612;514942;650144;0;0;0;0;0.0;197
DADCA-LKH-Cut;320;16;5.98058;71;259200;13000;72;6912;486717;174252;-14844904;131709;138171;3747395;234212;4684240.0;56
DADCA-NSN;320;2;0.80346;71;259200;13000;68;19223;115959;209987;1300328;15;26;34362;17181;343620.0;197
DADCA-NSN;320;8;2.60288;71;259200;13000;77;14323;373154;209987;1300328;344;811;955996;119499;2389980.0;197
DADCA-LKH;320;4;1.73808;71;259200;13000;2747;16451;262568;173188;3696536;99;152;317214;79303;1586060.0;57
DADCA-NSN;320;4;1.40415;71;259200;13000;60;18480;195213;209987;1300256;78;159;191666;47916;958320.0;197
DADCA-LKH;320;2;0.96386;71;259200;13000;75;16552;142581;173188;-14308864;17;22;56719;28359;567180.0;57
DADCA-NSN;320;16;5.01117;71;259200;13000;60;11973;680588;209987;650112;1472;4914;3703537;231471;4629420.0;197
DADCA-Parted-NSN;320;2;0.77615;71;259200;13000;32;12036;112528;214872;0;14;34;22087;11043;220860.0;197
DADCA-LKH;320;8;3.28173;71;259200;13000;64;13460;434932;173188;-14638928;463;908;1447402;180925;3618500.0;57
DADCA-Parted-NSN;320;8;2.48246;71;259200;13000;33;9374;197522;214872;0;2002;2874;716923;89615;1792300.0;197
DADCA-Parted-NSN;320;4;1.34725;71;259200;13000;28;11609;182626;214872;650112;70;175;117902;29475;589500.0;197
DADCA-Parted-NSN;320;16;4.76490;71;259200;13000;28;6698;381040;214872;0;1239;8704;2489705;155606;3112120.0;197
DADCA-LKH;320;16;6.53504;71;259200;13000;56;10912;729411;173188;-14482352;187416;190876;4135988;258499;5169980.0;57
FPPWR;320;2;0.22047;71;259200;13000;82;29609;30595;534466;650112;0;0;0;0;0.0;198
DADCA-LKH-Cut;320;4;1.72513;71;259200;13000;72;10055;246406;174003;-13980056;126;227;160964;40241;804820.0;57
FPPWR;320;8;0.54666;71;259200;13000;53;29618;75655;534466;650112;0;0;0;0;0.0;198
DADCA-LKH-Cut;320;2;0.96138;71;259200;13000;71;10238;140264;174003;-14308984;18;28;28435;14217;284340.0;57
FPPWR;320;4;0.32859;71;259200;13000;52;29593;45597;534466;650176;0;0;0;0;0.0;198
FPPWR;320;16;0.98524;71;259200;13000;52;29598;121682;534466;650112;0;0;0;0;0.0;198
DADCA-LKH-Cut;320;8;3.24633;71;259200;13000;75;8488;307505;174003;-14246328;404;1249;857751;107218;2144360.0;57
DADCA-NSN;320;2;0.82372;71;259200;13000;62;18426;109464;203437;1300328;15;20;38491;19245;384900.0;198
DADCA-NSN;320;8;2.69365;71;259200;13000;67;13488;349979;203437;1300224;367;842;971389;121423;2428460.0;198
DADCA-LKH-Cut;320;16;6.26003;71;259200;13000;79;6191;516362;174003;-14171528;1799;8616;3765346;235334;4706680.0;57
DADCA-NSN;320;4;1.46059;71;259200;13000;59;18200;208573;203437;1300272;85;144;235042;58760;1175200.0;198
DADCA-NSN;320;16;5.21443;71;259200;13000;60;11575;710546;203437;650144;1509;4803;4016558;251034;5020680.0;198
DADCA-LKH;320;4;1.78253;71;259200;13000;6319;16018;262667;169942;3723072;105;160;346986;86746;1734920.0;58
DADCA-Parted-NSN;320;2;0.76810;71;259200;13000;34;12218;113047;218297;0;12;22;22583;11291;225820.0;198
DADCA-Parted-NSN;320;8;2.44592;71;259200;13000;34;8577;213808;218297;0;297;1182;439919;54989;1099780.0;198
DADCA-LKH;320;2;0.98741;71;259200;13000;78;16067;143351;169942;-14329984;19;24;61218;30609;612180.0;58
DADCA-Parted-NSN;320;4;1.32888;71;259200;13000;29;12030;195747;218297;650112;60;163;111053;27763;555260.0;198
DADCA-Parted-NSN;320;16;4.67775;71;259200;13000;28;6562;376518;218297;0;1227;8747;2181212;136325;2726500.0;198
DADCA-LKH;320;8;3.37012;71;259200;13000;72;13077;457569;169942;-14574288;487;932;1490893;186361;3727220.0;58
FPPWR;320;2;0.22026;71;259200;13000;52;27964;29880;525636;650112;0;0;0;0;0.0;199
FPPWR;320;8;0.55192;71;259200;13000;54;28020;75045;525636;650112;0;0;0;0;0.0;199
DADCA-LKH;320;16;6.53941;71;259200;13000;72;10975;849835;169942;-14444152;2001;5241;5885350;367834;7356680.0;58
FPPWR;320;4;0.33271;71;259200;13000;49;28095;45320;525636;650112;0;0;0;0;0.0;199
DADCA-LKH-Cut;320;4;1.76276;71;259200;13000;90;9755;256630;170303;-14309288;98;200;168307;42076;841520.0;58
FPPWR;320;16;0.99568;71;259200;13000;55;28066;127561;525636;650112;0;0;0;0;0.0;199
DADCA-LKH-Cut;320;2;0.97770;71;259200;13000;65;10087;141359;170303;-14337176;19;33;30982;15491;309820.0;58
DADCA-NSN;320;2;0.80015;71;259200;13000;67;18773;108198;209738;1300328;13;24;36340;18170;363400.0;199
DADCA-NSN;320;8;2.58558;71;259200;13000;59;14735;373520;209738;1300328;395;844;969319;121164;2423280.0;199
DADCA-LKH-Cut;320;8;3.32312;71;259200;13000;79;8365;283665;170303;-14581536;448;1295;832045;104005;2080100.0;58
DADCA-NSN;320;4;1.40425;71;259200;13000;58;19194;208060;209738;1300256;85;150;216345;54086;1081720.0;199
DADCA-NSN;320;16;4.95871;71;259200;13000;62;12778;675845;209738;650144;1445;4809;3925908;245369;4907380.0;199
DADCA-LKH-Cut;320;16;6.46644;71;259200;13000;83;5920;508739;170303;-14302064;1920;8902;3126194;195387;3907740.0;58
DADCA-Parted-NSN;320;2;0.78394;71;259200;13000;28;12056;113301;214463;0;12;22;22689;11344;226880.0;199
DADCA-Parted-NSN;320;8;2.52138;71;259200;13000;37;9007;209632;214463;0;294;1172;706289;88286;1765720.0;199
DADCA-LKH;320;4;1.69466;71;259200;13000;8906;16576;259406;176813;3659736;109;168;308184;77046;1540920.0;59
DADCA-Parted-NSN;320;4;1.36613;71;259200;13000;27;11690;190996;214463;650112;63;176;115016;28754;575080.0;199
DADCA-Parted-NSN;320;16;4.83344;71;259200;13000;27;6871;395371;214463;0;1231;8888;2726727;170420;3408400.0;199
DADCA-LKH;320;2;0.94605;71;259200;13000;72;16733;142992;176813;-14387736;17;22;54876;27438;548760.0;59
FPPWR;320;2;0.21999;71;259200;13000;72;28324;29993;527712;650112;0;0;0;0;0.0;200
FPPWR;320;8;0.54866;71;259200;13000;75;28283;74910;527712;650112;0;0;0;0;0.0;200
DADCA-LKH;320;8;3.19299;71;259200;13000;78;13715;462154;176813;-14912536;479;930;1367556;170944;3418880.0;59
FPPWR;320;4;0.32908;71;259200;13000;49;28413;45039;527712;650112;0;0;0;0;0.0;200
FPPWR;320;16;0.98857;71;259200;13000;54;28308;127122;527712;650112;0;0;0;0;0.0;200
DADCA-LKH;320;16;6.19186;71;259200;13000;73;11796;880382;176813;-14244616;1943;5185;5869460;366841;7336820.0;59
DADCA-NSN;320;2;0.82183;71;259200;13000;63;18706;116093;205620;1300328;17;22;40182;20091;401820.0;200
DADCA-NSN;320;8;2.67091;71;259200;13000;87;14152;359259;205620;1300256;377;842;953369;119171;2383420.0;200
DADCA-LKH-Cut;320;4;1.68946;71;259200;13000;77;10253;249978;176540;-14039216;100;201;167092;41773;835460.0;59
DADCA-NSN;320;4;1.44373;71;259200;13000;59;18616;200639;205620;1300256;77;132;215781;53945;1078900.0;200
DADCA-LKH-Cut;320;2;0.94001;71;259200;13000;80;10316;140905;176540;-14044504;19;30;30084;15042;300840.0;59
DADCA-NSN;320;16;5.15265;71;259200;13000;62;12170;716878;205620;650112;1477;4806;4051234;253202;5064040.0;200
DADCA-Parted-NSN;320;2;0.80168;71;259200;13000;32;11565;115200;209305;0;14;24;22100;11050;221000.0;200
DADCA-Parted-NSN;320;8;2.58998;71;259200;13000;29;8719;232441;209305;0;300;1183;639339;79917;1598340.0;200
DADCA-LKH-Cut;320;8;3.18251;71;259200;13000;74;27579;413891;176540;-14221816;436;1305;877907;109738;2194760.0;59
DADCA-Parted-NSN;320;4;1.39960;71;259200;13000;27;11579;191280;209305;650112;65;169;114332;28583;571660.0;200
DADCA-Parted-NSN;320;16;4.98322;71;259200;13000;28;7378;417034;209305;0;1401;8863;2522774;157673;3153460.0;200
DADCA-LKH-Cut;320;16;6.16718;71;259200;13000;78;6007;496088;176540;-14081504;1872;8922;3288546;205534;4110680.0;59
DADCA-LKH;320;4;1.72894;71;259200;13000;2867;16578;262159;174126;3303040;99;152;317093;79273;1585460.0;60
DADCA-LKH;320;2;0.95926;71;259200;13000;53;16570;142299;174126;-15147000;17;22;55674;27837;556740.0;60
DADCA-LKH;320;8;3.25591;71;259200;13000;55;13403;455211;174126;-15407944;449;901;1439377;179922;3598440.0;60
DADCA-LKH;320;16;6.31029;71;259200;13000;54;11360;817866;174126;-15189184;1948;5178;5754848;359678;7193560.0;60
DADCA-LKH-Cut;320;4;1.71590;71;259200;13000;57;10027;245913;174181;-14815608;92;196;161965;40491;809820.0;60
DADCA-LKH-Cut;320;2;0.95608;71;259200;13000;58;10162;139942;174181;-14803928;16;26;29247;14623;292460.0;60
DADCA-LKH-Cut;320;8;3.23557;71;259200;13000;56;8449;258040;174181;-15018400;428;1287;873320;109165;2183300.0;60
DADCA-LKH-Cut;320;16;6.26613;71;259200;13000;59;6169;478283;174181;-14857072;1824;9295;3827075;239192;4783840.0;60
DADCA-LKH;320;4;1.66671;71;259200;13000;3963;16878;253361;179660;3677792;97;152;300136;75034;1500680.0;61
DADCA-LKH;320;2;0.92922;71;259200;13000;55;16796;142523;179660;-14376968;17;22;52405;26202;524040.0;61
DADCA-LKH;320;8;3.13398;71;259200;13000;55;13345;417595;179660;-14642240;448;889;1301587;162698;3253960.0;61
DADCA-LKH;320;16;6.07432;71;259200;13000;53;11500;814515;179660;-14401456;1858;5082;5483983;342748;6854960.0;61
DADCA-LKH-Cut;320;4;1.65038;71;259200;13000;59;10317;247590;180333;-14323448;82;183;146453;36613;732260.0;61
DADCA-LKH-Cut;320;2;0.92183;71;259200;13000;54;10459;139657;180333;-14403208;14;25;26611;13305;266100.0;61
DADCA-LKH-Cut;320;8;3.10121;71;259200;13000;55;8452;260012;180333;-14636200;396;1248;837818;104727;2094540.0;61
DADCA-LKH-Cut;320;16;6.00584;71;259200;13000;59;6072;481986;180333;-14368768;1687;8901;3662340;228896;4577920.0;61
DADCA-LKH;320;4;1.73475;71;259200;13000;1709;16446;262471;173745;3676128;107;160;315128;78782;1575640.0;62
DADCA-LKH;320;2;0.96304;71;259200;13000;54;16454;142680;173745;-15115992;19;24;55167;27583;551660.0;62
DADCA-LKH;320;8;3.27300;71;259200;13000;54;13692;470617;173745;-15404504;487;960;1391753;173969;3479380.0;62
DADCA-LKH;320;16;6.35008;71;259200;13000;54;11385;886614;173745;-15168832;1955;5241;6046794;377924;7558480.0;62
DADCA-LKH-Cut;320;4;1.72463;71;259200;13000;57;10123;250083;173940;-15077616;92;192;165938;41484;829680.0;62
DADCA-LKH-Cut;320;2;0.95981;71;259200;13000;57;10181;140311;173940;-15124760;16;26;29369;14684;293680.0;62
DADCA-LKH-Cut;320;8;3.24725;71;259200;13000;57;8652;259818;173940;-15383432;431;1271;866581;108322;2166440.0;62
DADCA-LKH-Cut;320;16;6.29001;71;259200;13000;56;6535;470813;173940;-15174608;1827;7897;3753569;234598;4691960.0;62
DADCA-LKH;320;4;1.75246;71;259200;13000;4560;16174;248460;171734;3745216;97;151;316219;79054;1581080.0;63
DADCA-LKH;320;2;0.97380;71;259200;13000;61;16326;142578;171734;-14416888;19;24;62817;31408;628160.0;63
DADCA-LKH;320;8;3.32134;71;259200;13000;56;13698;472558;171734;-14641040;492;937;1464849;183106;3662120.0;63
DADCA-LKH;320;16;6.43094;71;259200;13000;55;11350;915943;171734;-14382808;2074;5405;6255685;390980;7819600.0;63
DADCA-LKH-Cut;320;4;1.73779;71;259200;13000;57;9972;253128;173030;-13911720;94;194;165318;41329;826580.0;63
DADCA-LKH-Cut;320;2;0.96603;71;259200;13000;58;9962;143056;173030;-14064480;18;29;29179;14589;291780.0;63
DADCA-LKH-Cut;320;8;3.27529;71;259200;13000;55;8657;260218;173030;-14174104;403;1248;878469;109808;2196160.0;63
DADCA-LKH-Cut;320;16;6.34913;71;259200;13000;55;6145;490139;173030;-13946344;1877;9475;3995475;249717;4994340.0;63
DADCA-LKH;320;4;1.68646;71;259200;13000;5970;16485;250269;178167;3574776;101;154;310430;77607;1552140.0;64
DADCA-LKH;320;2;0.94107;71;259200;13000;52;16688;143382;178167;-14832048;17;22;53106;26553;531060.0;64
DADCA-LKH;320;8;3.16863;71;259200;13000;55;13786;470298;178167;-14955072;447;889;1399596;174949;3498980.0;64
DADCA-LKH;320;16;6.14101;71;259200;13000;55;11670;800672;178167;-14875704;1937;5191;5398632;337414;6748280.0;64
DADCA-LKH-Cut;320;4;1.66605;71;259200;13000;56;10682;220167;178196;-14702264;100;206;176583;44145;882900.0;64
DADCA-LKH-Cut;320;2;0.93171;71;259200;13000;57;10374;140170;178196;-14768968;16;26;28916;14458;289160.0;64
DADCA-LKH-Cut;320;8;3.13971;71;259200;13000;57;8264;269468;178196;-14971504;402;1238;850742;106342;2126840.0;64
DADCA-LKH-Cut;320;16;6.08121;71;259200;13000;58;6076;496806;178196;-14507368;1768;8997;3800338;237521;4750420.0;64
DADCA-LKH;320;4;1.76690;71;259200;13000;6525;16280;262328;171165;3679888;105;164;322597;80649;1612980.0;65
DADCA-LKH;320;2;0.98192;71;259200;13000;55;16248;143650;171165;-14079624;23;28;62376;31188;623760.0;65
DADCA-LKH;320;8;3.33747;71;259200;13000;54;13886;483774;171165;-14288848;457;917;1412629;176578;3531560.0;65
DADCA-LKH;320;16;6.46822;71;259200;13000;55;11261;819142;171165;-14012504;2091;5398;5811125;363195;7263900.0;65
DADCA-LKH-Cut;320;4;1.74502;71;259200;13000;58;9820;249336;171872;-13636312;90;190;170269;42567;851340.0;65
DADCA-LKH-Cut;320;2;0.96903;71;259200;13000;58;9912;143162;171872;-13923344;18;28;30019;15009;300180.0;65
DADCA-LKH-Cut;320;8;3.29979;71;259200;13000;58;8523;280261;171872;-14177800;422;1268;912155;114019;2280380.0;65
DADCA-LKH-Cut;320;16;6.39258;71;259200;13000;59;6311;492261;171872;-13761664;1792;8855;4103456;256466;5129320.0;65
DADCA-LKH;320;4;1.68918;71;259200;13000;7601;16601;262094;177549;3680520;95;148;308956;77239;1544780.0;66
DADCA-LKH;320;2;0.94137;71;259200;13000;57;16646;143030;177549;-14759768;17;22;53291;26645;532900.0;66
DADCA-LKH;320;8;3.17777;71;259200;13000;56;13732;457438;177549;-14937152;446;890;1398872;174859;3497180.0;66
DADCA-LKH;320;16;6.16041;71;259200;13000;56;11437;836655;177549;-14888384;1871;5096;5607589;350474;7009480.0;66
DADCA-LKH-Cut;320;4;1.56397;71;259200;13000;58;10322;233480;177839;-14381024;47436;47546;133850;33462;669240.0;66
DADCA-LKH-Cut;320;2;0.93165;71;259200;13000;58;10183;135467;177839;-14775184;16;26;30022;15011;300220.0;66
DADCA-LKH-Cut;320;8;3.13764;71;259200;13000;58;8292;272853;177839;-15011424;424;1261;863583;107947;2158940.0;66
DADCA-LKH-Cut;320;16;6.07564;71;259200;13000;55;6123;477007;177839;-14552248;1716;7706;4061429;253839;5076780.0;66
DADCA-LKH;320;4;1.73016;71;259200;13000;2894;16467;261828;173537;3632488;99;152;320565;80141;1602820.0;67
DADCA-LKH;320;2;0.96874;71;259200;13000;54;19048;134555;173537;-15521944;20;27;61858;30929;618580.0;67
DADCA-LKH;320;8;3.26703;71;259200;13000;54;13703;463661;173537;-15773200;454;877;1395952;174494;3489880.0;67
DADCA-LKH;320;16;6.35355;71;259200;13000;55;11682;870777;173537;-15241200;1978;5293;5921465;370091;7401820.0;67
DADCA-LKH-Cut;320;4;1.71719;71;259200;13000;56;10050;245167;174652;-15130648;95;197;163226;40806;816120.0;67
DADCA-LKH-Cut;320;2;0.95659;71;259200;13000;53;10230;139716;174652;-15089488;18;28;29610;14805;296100.0;67
DADCA-LKH-Cut;320;8;3.23383;71;259200;13000;54;9235;293887;174652;-15414472;409;1299;818951;102368;2047360.0;67
DADCA-LKH-Cut;320;16;6.26497;71;259200;13000;60;6488;506939;174652;-15270584;1804;9421;3571075;223192;4463840.0;67
DADCA-LKH;320;4;1.73331;71;259200;13000;3683;16485;253987;173799;3722320;101;155;312117;78029;1560580.0;68
DADCA-LKH;320;2;0.96446;71;259200;13000;56;16409;143276;173799;-13966864;17;22;53799;26899;537980.0;68
DADCA-LKH;320;8;3.27247;71;259200;13000;53;14329;484985;173799;-14165016;470;901;1411865;176483;3529660.0;68
DADCA-LKH;320;16;6.33850;71;259200;13000;55;11146;866018;173799;-14060120;1972;5191;5607198;350449;7008980.0;68
DADCA-LKH-Cut;320;4;1.69788;71;259200;13000;63;10176;250119;175735;-13978536;92;192;167533;41883;837660.0;68
DADCA-LKH-Cut;320;2;0.94729;71;259200;13000;61;10218;140337;175735;-13901736;16;26;29804;14902;298040.0;68
DADCA-LKH-Cut;320;8;3.20215;71;259200;13000;58;8029;260336;175735;-14301136;436;1292;760637;95079;1901580.0;68
DADCA-LKH-Cut;320;16;6.20335;71;259200;13000;58;5797;491973;175735;-13757448;1734;8802;3281333;205083;4101660.0;68
DADCA-LKH;320;4;1.71150;71;259200;13000;5126;16042;230212;175490;3687368;95;148;314865;78716;1574320.0;69
DADCA-LKH;320;2;0.95279;71;259200;13000;54;16607;142808;175490;-14030752;19;24;54638;27319;546380.0;69
DADCA-LKH;320;8;3.22636;71;259200;13000;55;13766;475305;175490;-14564464;465;914;1436753;179594;3591880.0;69
DADCA-LKH;320;16;5.89545;71;259200;13000;54;10995;757190;175490;-14127848;164832;168584;4422940;276433;5528660.0;69
DADCA-LKH-Cut;320;4;1.69902;71;259200;13000;57;10108;246953;175686;-13974280;88;190;165266;41316;826320.0;69
DADCA-LKH-Cut;320;2;0.94871;71;259200;13000;58;10268;140276;175686;-13933360;16;26;28985;14492;289840.0;69
DADCA-LKH-Cut;320;8;3.20073;71;259200;13000;55;8601;257659;175686;-14289600;478;1345;883626;110453;2209060.0;69
DADCA-LKH-Cut;320;16;6.19612;71;259200;13000;56;6177;474677;175686;-13771336;1819;8971;2984357;186522;3730440.0;69
DADCA-LKH;320;4;1.70961;71;259200;13000;5685;16618;255257;176074;3675880;97;150;302408;75602;1512040.0;70
DADCA-LKH;320;2;0.95087;71;259200;13000;53;16502;143114;176074;-14765056;19;24;52653;26326;526520.0;70
DADCA-LKH;320;8;3.21529;71;259200;13000;54;13524;465490;176074;-15005840;451;892;1417665;177208;3544160.0;70
DADCA-LKH;320;16;6.23457;71;259200;13000;54;11072;840202;176074;-14785560;1910;5141;5284016;330251;6605020.0;70
DADCA-LKH-Cut;320;4;1.68787;71;259200;13000;56;10248;249981;176699;-14743504;98;198;165127;41281;825620.0;70
DADCA-LKH-Cut;320;2;0.94218;71;259200;13000;57;10289;140389;176699;-14783872;32;43;28673;14336;286720.0;70
DADCA-LKH-Cut;320;8;3.17878;71;259200;13000;58;8252;273171;176699;-14939888;439;1288;719765;89970;1799400.0;70
DADCA-LKH-Cut;320;16;6.16110;71;259200;13000;58;5783;479086;176699;-14793528;1818;8840;2772000;173250;3465000.0;70
DADCA-LKH;320;4;1.73688;71;259200;13000;879;15910;250424;173695;3721528;101;154;302742;75685;1513700.0;71
DADCA-LKH;320;2;0.96575;71;259200;13000;54;16287;143515;173695;-15501416;19;24;52743;26371;527420.0;71
DADCA-LKH;320;8;3.27162;71;259200;13000;52;13334;475493;173695;-15756272;473;916;1366286;170785;3415700.0;71
DADCA-LKH;320;16;5.96977;71;259200;13000;54;11130;491101;173695;-15537408;169307;172835;4976044;311002;6220040.0;71
DADCA-LKH-Cut;320;4;1.72077;71;259200;13000;56;10006;250037;173885;-15070816;88;188;164700;41175;823500.0;71
DADCA-LKH-Cut;320;2;0.95677;71;259200;13000;53;10105;139606;173885;-15206056;16;26;29334;14667;293340.0;71
DADCA-LKH-Cut;320;8;3.24360;71;259200;13000;54;8190;244390;173885;-15756616;424;1269;936314;117039;2340780.0;71
DADCA-LKH-Cut;320;16;6.29064;71;259200;13000;60;5792;481239;173885;-15248952;1859;8999;3519857;219991;4399820.0;71
DADCA-LKH;320;4;1.69185;71;259200;13000;2612;17340;255440;177613;3673320;94;148;303227;75806;1516120.0;72
DADCA-LKH;320;2;0.94213;71;259200;13000;55;16581;143203;177613;-15173896;17;22;52367;26183;523660.0;72
DADCA-LKH;320;8;3.18154;71;259200;13000;53;13537;460022;177613;-15421232;461;915;1351528;168941;3378820.0;72
DADCA-LKH;320;16;6.16941;71;259200;13000;54;11239;800161;177613;-15145536;1887;5149;5297409;331088;6621760.0;72
DADCA-LKH-Cut;320;4;1.67745;71;259200;13000;57;8715;193322;177786;-15146280;92;198;135641;33910;678200.0;72
DADCA-LKH-Cut;320;2;0.93373;71;259200;13000;54;10290;139802;177786;-15200944;16;26;29230;14615;292300.0;72
DADCA-LKH-Cut;320;8;3.15117;71;259200;13000;57;8447;260776;177786;-15407896;436;1286;849059;106132;2122640.0;72
DADCA-LKH-Cut;320;16;6.10065;71;259200;13000;58;5958;490644;177786;-15065472;1776;8822;3914019;244626;4892520.0;72
DADCA-LKH;320;4;1.73984;71;259200;13000;3527;15707;239979;173476;3716776;99;152;292707;73176;1463520.0;73
DADCA-LKH;320;2;0.96531;71;259200;13000;53;16142;143381;173476;-15521408;19;24;50711;25355;507100.0;73
DADCA-LKH;320;8;3.27579;71;259200;13000;56;12954;467165;173476;-15764712;447;892;1358699;169837;3396740.0;73
