Strategy;nPOIs;nUAV;SucessTax;V2V_range;ctRounds;dimX;simumationTimeMS;pathTime;TSP_threads;maxData;minData;globalAvgDelay;GSglobalAvgDelay;nMsgs;tourSize;throughput;TaxPerPathSize;memory;mapName
DADCA-LKH-Cutted;400;2;0.00000;71;2;13000;37338;37241;4;2;2;-1;0;0;194995;0.0;0.0;-1;39
TSP-based;400;2;0.00000;71;2;13000;2044350;2044251;4;2;2;-1;0;0;197458;0.0;0.0;-1;40
FPPWR;400;2;0.00000;71;2;13000;273;179;4;2;2;-1;0;0;551751;0.0;0.0;-1;40
DADCA-NSN;400;2;0.00000;71;2;13000;387;277;4;2;2;-1;0;0;236623;0.0;0.0;-1;40
DADCA-Parted-NSN;400;2;0.00000;71;2;13000;212;107;4;2;2;-1;0;0;251037;0.0;0.0;-1;40
DADCA-LKH;400;2;0.00000;71;2;13000;89760;89660;4;2;2;-1;0;0;196973;0.0;0.0;-1;40
DADCA-LKH-Cutted;400;2;0.00000;71;2;13000;91026;90913;4;2;2;-1;0;0;197486;0.0;0.0;-1;40
TSP-based;400;2;0.00000;71;2;13000;638924;638815;4;2;2;-1;0;0;194099;0.0;0.0;-1;41
FPPWR;400;2;0.00000;71;2;13000;269;176;4;2;2;-1;0;0;547933;0.0;0.0;-1;41
DADCA-NSN;400;2;0.00000;71;2;13000;411;285;4;2;2;-1;0;0;235086;0.0;0.0;-1;41
DADCA-Parted-NSN;400;2;0.00000;71;2;13000;209;105;4;2;2;-1;0;0;250449;0.0;0.0;-1;41
DADCA-LKH;400;2;0.00000;71;2;13000;31396;31295;4;2;2;-1;0;0;194099;0.0;0.0;-1;41
DADCA-LKH-Cutted;400;2;0.00000;71;2;13000;31281;31174;4;2;2;-1;0;0;194453;0.0;0.0;-1;41
TSP-based;400;2;0.00000;71;2;13000;458136;458035;4;2;2;-1;0;0;195125;0.0;0.0;-1;42
FPPWR;400;2;0.00000;71;2;13000;270;176;4;2;2;-1;0;0;532440;0.0;0.0;-1;42
DADCA-NSN;400;2;0.00000;71;2;13000;409;287;4;2;2;-1;0;0;242198;0.0;0.0;-1;42
DADCA-Parted-NSN;400;2;0.00000;71;2;13000;200;99;4;2;2;-1;0;0;241172;0.0;0.0;-1;42
DADCA-LKH;400;2;0.00000;71;2;13000;29977;29877;4;2;2;-1;0;0;195125;0.0;0.0;-1;42
DADCA-LKH-Cutted;400;2;0.00000;71;2;13000;29976;29844;4;2;2;-1;0;0;194960;0.0;0.0;-1;42
TSP-based;400;2;0.00000;71;2;13000;755533;755434;4;2;2;-1;0;0;195128;0.0;0.0;-1;43
FPPWR;400;2;0.00000;71;2;13000;271;177;4;2;2;-1;0;0;544240;0.0;0.0;-1;43
DADCA-NSN;400;2;0.00000;71;2;13000;385;273;4;2;2;-1;0;0;240113;0.0;0.0;-1;43
DADCA-Parted-NSN;400;2;0.00000;71;2;13000;200;102;4;2;2;-1;0;0;251390;0.0;0.0;-1;43
DADCA-LKH;400;2;0.00000;71;2;13000;59337;59240;4;2;2;-1;0;0;195128;0.0;0.0;-1;43
DADCA-LKH-Cutted;400;2;0.00000;71;2;13000;60320;60218;4;2;2;-1;0;0;195025;0.0;0.0;-1;43
TSP-based;400;2;0.00000;71;2;13000;558949;558843;4;2;2;-1;0;0;197718;0.0;0.0;-1;44
FPPWR;400;2;0.00000;71;2;13000;294;184;4;2;2;-1;0;0;535563;0.0;0.0;-1;44
DADCA-NSN;400;2;0.00000;71;2;13000;389;275;4;2;2;-1;0;0;246515;0.0;0.0;-1;44
DADCA-Parted-NSN;400;2;0.00000;71;2;13000;197;98;4;2;2;-1;0;0;251406;0.0;0.0;-1;44
DADCA-LKH;400;2;0.00000;71;2;13000;27998;27880;4;2;2;-1;0;0;197515;0.0;0.0;-1;44
DADCA-LKH-Cutted;400;2;0.00000;71;2;13000;27751;27648;4;2;2;-1;0;0;197683;0.0;0.0;-1;44
TSP-based;400;2;0.00000;71;2;13000;437048;436950;4;2;2;-1;0;0;197249;0.0;0.0;-1;45
FPPWR;400;2;0.00000;71;2;13000;302;193;4;2;2;-1;0;0;541255;0.0;0.0;-1;45
DADCA-NSN;400;2;0.00000;71;2;13000;394;279;4;2;2;-1;0;0;244632;0.0;0.0;-1;45
DADCA-Parted-NSN;400;2;0.00000;71;2;13000;199;98;4;2;2;-1;0;0;246120;0.0;0.0;-1;45
DADCA-LKH;400;2;0.00000;71;2;13000;18029;17930;4;2;2;-1;0;0;197249;0.0;0.0;-1;45
DADCA-LKH-Cutted;400;2;0.00000;71;2;13000;17744;17646;4;2;2;-1;0;0;198794;0.0;0.0;-1;45
TSP-based;400;2;0.00000;71;2;13000;581421;581325;4;2;2;-1;0;0;197140;0.0;0.0;-1;46
FPPWR;400;2;0.00000;71;2;13000;299;192;4;2;2;-1;0;0;549590;0.0;0.0;-1;46
DADCA-NSN;400;2;0.00000;71;2;13000;400;279;4;2;2;-1;0;0;242522;0.0;0.0;-1;46
DADCA-Parted-NSN;400;2;0.00000;71;2;13000;196;98;4;2;2;-1;0;0;238583;0.0;0.0;-1;46
DADCA-LKH;400;2;0.00000;71;2;13000;46058;45956;4;2;2;-1;0;0;197898;0.0;0.0;-1;46
DADCA-LKH-Cutted;400;2;0.00000;71;2;13000;46415;46318;4;2;2;-1;0;0;198556;0.0;0.0;-1;46
TSP-based;400;2;0.00000;71;2;13000;1674811;1674712;4;2;2;-1;0;0;196525;0.0;0.0;-1;47
FPPWR;400;2;0.00000;71;2;13000;278;178;4;2;2;-1;0;0;547737;0.0;0.0;-1;47
DADCA-NSN;400;2;0.00000;71;2;13000;393;277;4;2;2;-1;0;0;239637;0.0;0.0;-1;47
DADCA-Parted-NSN;400;2;0.00000;71;2;13000;197;99;4;2;2;-1;0;0;248045;0.0;0.0;-1;47
DADCA-LKH;400;2;0.00000;71;2;13000;46663;46564;4;2;2;-1;0;0;197189;0.0;0.0;-1;47
DADCA-LKH-Cutted;400;2;0.00000;71;2;13000;46772;46657;4;2;2;-1;0;0;196773;0.0;0.0;-1;47
TSP-based;400;2;0.00000;71;2;13000;83653;83532;4;2;2;-1;0;0;194334;0.0;0.0;-1;48
FPPWR;400;2;0.00000;71;2;13000;281;176;4;2;2;-1;0;0;531005;0.0;0.0;-1;48
DADCA-NSN;400;2;0.00000;71;2;13000;470;338;4;2;2;-1;0;0;238572;0.0;0.0;-1;48
DADCA-Parted-NSN;400;2;0.00000;71;2;13000;210;102;4;2;2;-1;0;0;246795;0.0;0.0;-1;48
DADCA-LKH;400;2;0.00000;71;2;13000;13224;13126;4;2;2;-1;0;0;194130;0.0;0.0;-1;48
DADCA-LKH-Cutted;400;2;0.00000;71;2;13000;13007;12897;4;2;2;-1;0;0;195171;0.0;0.0;-1;48
TSP-based;400;2;0.00000;71;2;13000;1113967;1113868;4;2;2;-1;0;0;194630;0.0;0.0;-1;49
FPPWR;400;2;0.00000;71;2;13000;299;190;4;2;2;-1;0;0;552976;0.0;0.0;-1;49
DADCA-NSN;400;2;0.00000;71;2;13000;447;326;4;2;2;-1;0;0;237640;0.0;0.0;-1;49
DADCA-Parted-NSN;400;2;0.00000;71;2;13000;200;100;4;2;2;-1;0;0;248668;0.0;0.0;-1;49
DADCA-LKH;400;2;0.00000;71;2;13000;47395;47286;4;2;2;-1;0;0;194630;0.0;0.0;-1;49
DADCA-LKH-Cutted;400;2;0.00000;71;2;13000;46979;46883;4;2;2;-1;0;0;195192;0.0;0.0;-1;49
TSP-based;400;2;0.00000;71;2;13000;169529;169419;4;2;2;-1;0;0;192049;0.0;0.0;-1;50
FPPWR;400;2;0.00000;71;2;13000;290;179;4;2;2;-1;0;0;524244;0.0;0.0;-1;50
DADCA-NSN;400;2;0.00000;71;2;13000;414;277;4;2;2;-1;0;0;229869;0.0;0.0;-1;50
DADCA-Parted-NSN;400;2;0.00000;71;2;13000;200;101;4;2;2;-1;0;0;236926;0.0;0.0;-1;50
DADCA-LKH;400;2;0.00000;71;2;13000;30198;30100;4;2;2;-1;0;0;192872;0.0;0.0;-1;50
DADCA-LKH-Cutted;400;2;0.00000;71;2;13000;29901;29802;4;2;2;-1;0;0;192298;0.0;0.0;-1;50
TSP-based;400;2;0.00000;71;2;13000;100759;100619;4;2;2;-1;0;0;192986;0.0;0.0;-1;51
FPPWR;400;2;0.00000;71;2;13000;277;179;4;2;2;-1;0;0;552452;0.0;0.0;-1;51
DADCA-NSN;400;2;0.00000;71;2;13000;391;278;4;2;2;-1;0;0;236397;0.0;0.0;-1;51
DADCA-Parted-NSN;400;2;0.00000;71;2;13000;231;124;4;2;2;-1;0;0;237652;0.0;0.0;-1;51
DADCA-LKH;400;2;0.00000;71;2;13000;35759;35651;4;2;2;-1;0;0;192986;0.0;0.0;-1;51
DADCA-LKH-Cutted;400;2;0.00000;71;2;13000;35945;35845;4;2;2;-1;0;0;192469;0.0;0.0;-1;51
TSP-based;400;2;0.00000;71;2;13000;710375;710270;4;2;2;-1;0;0;192034;0.0;0.0;-1;52
FPPWR;400;2;0.00000;71;2;13000;303;193;4;2;2;-1;0;0;547601;0.0;0.0;-1;52
DADCA-NSN;400;2;0.00000;71;2;13000;390;276;4;2;2;-1;0;0;233046;0.0;0.0;-1;52
DADCA-Parted-NSN;400;2;0.00000;71;2;13000;213;100;4;2;2;-1;0;0;244953;0.0;0.0;-1;52
DADCA-LKH;400;2;0.00000;71;2;13000;61317;61216;4;2;2;-1;0;0;192033;0.0;0.0;-1;52
DADCA-LKH-Cutted;400;2;0.00000;71;2;13000;61384;61275;4;2;2;-1;0;0;192286;0.0;0.0;-1;52
TSP-based;400;2;0.00000;71;2;13000;690340;690220;4;2;2;-1;0;0;198228;0.0;0.0;-1;53
FPPWR;400;2;0.00000;71;2;13000;273;177;4;2;2;-1;0;0;530615;0.0;0.0;-1;53
DADCA-NSN;400;2;0.00000;71;2;13000;392;278;4;2;2;-1;0;0;256748;0.0;0.0;-1;53
DADCA-Parted-NSN;400;2;0.00000;71;2;13000;221;104;4;2;2;-1;0;0;247770;0.0;0.0;-1;53
DADCA-LKH;400;2;0.00000;71;2;13000;30741;30636;4;2;2;-1;0;0;197847;0.0;0.0;-1;53
DADCA-LKH-Cutted;400;2;0.00000;71;2;13000;30462;30364;4;2;2;-1;0;0;198228;0.0;0.0;-1;53
TSP-based;400;2;0.00000;71;2;13000;175437;175330;4;2;2;-1;0;0;188901;0.0;0.0;-1;54
FPPWR;400;2;0.00000;71;2;13000;302;193;4;2;2;-1;0;0;533779;0.0;0.0;-1;54
DADCA-NSN;400;2;0.00000;71;2;13000;416;289;4;2;2;-1;0;0;227621;0.0;0.0;-1;54
DADCA-Parted-NSN;400;2;0.00000;71;2;13000;239;128;4;2;2;-1;0;0;225617;0.0;0.0;-1;54
DADCA-LKH;400;2;0.00000;71;2;13000;36044;35942;4;2;2;-1;0;0;188901;0.0;0.0;-1;54
DADCA-LKH-Cutted;400;2;0.00000;71;2;13000;35906;35809;4;2;2;-1;0;0;190498;0.0;0.0;-1;54
TSP-based;400;2;0.00000;71;2;13000;2292511;2292386;4;2;2;-1;0;0;191447;0.0;0.0;-1;55
FPPWR;400;2;0.00000;71;2;13000;293;185;4;2;2;-1;0;0;528851;0.0;0.0;-1;55
DADCA-NSN;400;2;0.00000;71;2;13000;387;273;4;2;2;-1;0;0;242816;0.0;0.0;-1;55
DADCA-Parted-NSN;400;2;0.00000;71;2;13000;197;99;4;2;2;-1;0;0;236106;0.0;0.0;-1;55
DADCA-LKH;400;2;0.00000;71;2;13000;45898;45792;4;2;2;-1;0;0;191715;0.0;0.0;-1;55
DADCA-LKH-Cutted;400;2;0.00000;71;2;13000;45753;45647;4;2;2;-1;0;0;191971;0.0;0.0;-1;55
TSP-based;400;2;0.00000;71;2;13000;684490;684376;4;2;2;-1;0;0;193268;0.0;0.0;-1;56
FPPWR;400;2;0.00000;71;2;13000;277;181;4;2;2;-1;0;0;521942;0.0;0.0;-1;56
DADCA-NSN;400;2;0.00000;71;2;13000;367;273;4;2;2;-1;0;0;233829;0.0;0.0;-1;56
DADCA-Parted-NSN;400;2;0.00000;71;2;13000;214;106;4;2;2;-1;0;0;252595;0.0;0.0;-1;56
DADCA-LKH;400;2;0.00000;71;2;13000;21917;21817;4;2;2;-1;0;0;193489;0.0;0.0;-1;56
DADCA-LKH-Cutted;400;2;0.00000;71;2;13000;22130;22009;4;2;2;-1;0;0;193473;0.0;0.0;-1;56
TSP-based;400;2;0.00000;71;2;13000;130203;130094;4;2;2;-1;0;0;194810;0.0;0.0;-1;57
FPPWR;400;2;0.00000;71;2;13000;305;198;4;2;2;-1;0;0;539628;0.0;0.0;-1;57
DADCA-NSN;400;2;0.00000;71;2;13000;414;284;4;2;2;-1;0;0;243368;0.0;0.0;-1;57
DADCA-Parted-NSN;400;2;0.00000;71;2;13000;217;114;4;2;2;-1;0;0;258197;0.0;0.0;-1;57
DADCA-LKH;400;2;0.00000;71;2;13000;14021;13923;4;2;2;-1;0;0;194928;0.0;0.0;-1;57
DADCA-LKH-Cutted;400;2;0.00000;71;2;13000;14084;13971;4;2;2;-1;0;0;194463;0.0;0.0;-1;57
TSP-based;400;2;0.00000;71;2;13000;409304;409207;4;2;2;-1;0;0;193712;0.0;0.0;-1;58
FPPWR;400;2;0.00000;71;2;13000;292;186;4;2;2;-1;0;0;558052;0.0;0.0;-1;58
DADCA-NSN;400;2;0.00000;71;2;13000;408;287;4;2;2;-1;0;0;230893;0.0;0.0;-1;58
DADCA-Parted-NSN;400;2;0.00000;71;2;13000;216;110;4;2;2;-1;0;0;262609;0.0;0.0;-1;58
DADCA-LKH;400;2;0.00000;71;2;13000;27450;27341;4;2;2;-1;0;0;193712;0.0;0.0;-1;58
DADCA-LKH-Cutted;400;2;0.00000;71;2;13000;27124;27011;4;2;2;-1;0;0;194910;0.0;0.0;-1;58
TSP-based;400;2;0.00000;71;2;13000;2620517;2620405;4;2;2;-1;0;0;189935;0.0;0.0;-1;59
FPPWR;400;2;0.00000;71;2;13000;276;179;4;2;2;-1;0;0;524062;0.0;0.0;-1;59
DADCA-NSN;400;2;0.00000;71;2;13000;383;274;4;2;2;-1;0;0;238774;0.0;0.0;-1;59
DADCA-Parted-NSN;400;2;0.00000;71;2;13000;210;101;4;2;2;-1;0;0;243276;0.0;0.0;-1;59
DADCA-LKH;400;2;0.00000;71;2;13000;107572;107474;4;2;2;-1;0;0;190107;0.0;0.0;-1;59
DADCA-LKH-Cutted;400;2;0.00000;71;2;13000;106431;106336;4;2;2;-1;0;0;190593;0.0;0.0;-1;59
TSP-based;400;2;0.00000;71;2;13000;1371510;1371410;4;2;2;-1;0;0;198305;0.0;0.0;-1;60
FPPWR;400;2;0.00000;71;2;13000;271;177;4;2;2;-1;0;0;531030;0.0;0.0;-1;60
DADCA-NSN;400;2;0.00000;71;2;13000;384;274;4;2;2;-1;0;0;235742;0.0;0.0;-1;60
DADCA-Parted-NSN;400;2;0.00000;71;2;13000;228;122;4;2;2;-1;0;0;241530;0.0;0.0;-1;60
DADCA-LKH;400;2;0.00000;71;2;13000;83884;83770;4;2;2;-1;0;0;197808;0.0;0.0;-1;60
DADCA-LKH-Cutted;400;2;0.00000;71;2;13000;84639;84536;4;2;2;-1;0;0;197925;0.0;0.0;-1;60
TSP-based;400;2;0.00000;71;2;13000;182607;182504;4;2;2;-1;0;0;201784;0.0;0.0;-1;61
FPPWR;400;2;0.00000;71;2;13000;279;185;4;2;2;-1;0;0;547400;0.0;0.0;-1;61
DADCA-NSN;400;2;0.00000;71;2;13000;407;288;4;2;2;-1;0;0;247626;0.0;0.0;-1;61
DADCA-Parted-NSN;400;2;0.00000;71;2;13000;194;97;4;2;2;-1;0;0;256894;0.0;0.0;-1;61
DADCA-LKH;400;2;0.00000;71;2;13000;20012;19908;4;2;2;-1;0;0;201204;0.0;0.0;-1;61
DADCA-LKH-Cutted;400;2;0.00000;71;2;13000;20053;19959;4;2;2;-1;0;0;201619;0.0;0.0;-1;61
TSP-based;400;2;0.00000;71;2;13000;39613;39503;4;2;2;-1;0;0;192776;0.0;0.0;-1;62
FPPWR;400;2;0.00000;71;2;13000;268;175;4;2;2;-1;0;0;544058;0.0;0.0;-1;62
DADCA-NSN;400;2;0.00000;71;2;13000;388;275;4;2;2;-1;0;0;234799;0.0;0.0;-1;62
DADCA-Parted-NSN;400;2;0.00000;71;2;13000;207;108;4;2;2;-1;0;0;245392;0.0;0.0;-1;62
DADCA-LKH;400;2;0.00000;71;2;13000;27077;26979;4;2;2;-1;0;0;192956;0.0;0.0;-1;62
DADCA-LKH-Cutted;400;2;0.00000;71;2;13000;26959;26855;4;2;2;-1;0;0;192811;0.0;0.0;-1;62
TSP-based;400;2;0.00000;71;2;13000;182655;182557;4;2;2;-1;0;0;192306;0.0;0.0;-1;63
FPPWR;400;2;0.00000;71;2;13000;344;203;4;2;2;-1;0;0;539045;0.0;0.0;-1;63
DADCA-NSN;400;2;0.00000;71;2;13000;392;278;4;2;2;-1;0;0;240058;0.0;0.0;-1;63
DADCA-Parted-NSN;400;2;0.00000;71;2;13000;230;121;4;2;2;-1;0;0;251279;0.0;0.0;-1;63
DADCA-LKH;400;2;0.00000;71;2;13000;39297;39191;4;2;2;-1;0;0;192829;0.0;0.0;-1;63
DADCA-LKH-Cutted;400;2;0.00000;71;2;13000;39695;39593;4;2;2;-1;0;0;193328;0.0;0.0;-1;63
TSP-based;400;2;0.00000;71;2;13000;39849;39740;4;2;2;-1;0;0;188937;0.0;0.0;-1;64
FPPWR;400;2;0.00000;71;2;13000;285;186;4;2;2;-1;0;0;541961;0.0;0.0;-1;64
DADCA-NSN;400;2;0.00000;71;2;13000;384;273;4;2;2;-1;0;0;234988;0.0;0.0;-1;64
DADCA-Parted-NSN;400;2;0.00000;71;2;13000;214;111;4;2;2;-1;0;0;239306;0.0;0.0;-1;64
DADCA-LKH;400;2;0.00000;71;2;13000;11758;11644;4;2;2;-1;0;0;189205;0.0;0.0;-1;64
DADCA-LKH-Cutted;400;2;0.00000;71;2;13000;11753;11654;4;2;2;-1;0;0;189662;0.0;0.0;-1;64
TSP-based;400;2;0.00000;71;2;13000;1497310;1497200;4;2;2;-1;0;0;198587;0.0;0.0;-1;65
FPPWR;400;2;0.00000;71;2;13000;300;189;4;2;2;-1;0;0;541725;0.0;0.0;-1;65
DADCA-NSN;400;2;0.00000;71;2;13000;384;274;4;2;2;-1;0;0;238584;0.0;0.0;-1;65
DADCA-Parted-NSN;400;2;0.00000;71;2;13000;197;100;4;2;2;-1;0;0;258272;0.0;0.0;-1;65
DADCA-LKH;400;2;0.00000;71;2;13000;126812;126692;4;2;2;-1;0;0;198984;0.0;0.0;-1;65
DADCA-LKH-Cutted;400;2;0.00000;71;2;13000;126134;126028;4;2;2;-1;0;0;199664;0.0;0.0;-1;65
TSP-based;400;2;0.00000;71;2;13000;1015059;1014957;4;2;2;-1;0;0;194518;0.0;0.0;-1;66
FPPWR;400;2;0.00000;71;2;13000;283;176;4;2;2;-1;0;0;552199;0.0;0.0;-1;66
DADCA-NSN;400;2;0.00000;71;2;13000;388;275;4;2;2;-1;0;0;231938;0.0;0.0;-1;66
DADCA-Parted-NSN;400;2;0.00000;71;2;13000;208;100;4;2;2;-1;0;0;240775;0.0;0.0;-1;66
DADCA-LKH;400;2;0.00000;71;2;13000;38432;38333;4;2;2;-1;0;0;194518;0.0;0.0;-1;66
DADCA-LKH-Cutted;400;2;0.00000;71;2;13000;38293;38185;4;2;2;-1;0;0;195024;0.0;0.0;-1;66
TSP-based;400;2;0.00000;71;2;13000;89447;89339;4;2;2;-1;0;0;191397;0.0;0.0;-1;67
FPPWR;400;2;0.00000;71;2;13000;305;195;4;2;2;-1;0;0;543710;0.0;0.0;-1;67
DADCA-NSN;400;2;0.00000;71;2;13000;390;278;4;2;2;-1;0;0;223333;0.0;0.0;-1;67
DADCA-Parted-NSN;400;2;0.00000;71;2;13000;196;98;4;2;2;-1;0;0;247952;0.0;0.0;-1;67
DADCA-LKH;400;2;0.00000;71;2;13000;24083;23979;4;2;2;-1;0;0;191397;0.0;0.0;-1;67
DADCA-LKH-Cutted;400;2;0.00000;71;2;13000;24389;24290;4;2;2;-1;0;0;191393;0.0;0.0;-1;67
TSP-based;400;2;0.00000;71;2;13000;1753963;1753866;4;2;2;-1;0;0;197911;0.0;0.0;-1;68
FPPWR;400;2;0.00000;71;2;13000;271;176;4;2;2;-1;0;0;535645;0.0;0.0;-1;68
DADCA-NSN;400;2;0.00000;71;2;13000;414;275;4;2;2;-1;0;0;242428;0.0;0.0;-1;68
DADCA-Parted-NSN;400;2;0.00000;71;2;13000;229;123;4;2;2;-1;0;0;240203;0.0;0.0;-1;68
DADCA-LKH;400;2;0.00000;71;2;13000;61055;60946;4;2;2;-1;0;0;197911;0.0;0.0;-1;68
DADCA-LKH-Cutted;400;2;0.00000;71;2;13000;60832;60737;4;2;2;-1;0;0;198293;0.0;0.0;-1;68
TSP-based;400;2;0.00000;71;2;13000;467624;467520;4;2;2;-1;0;0;192343;0.0;0.0;-1;69
FPPWR;400;2;0.00000;71;2;13000;300;185;4;2;2;-1;0;0;541773;0.0;0.0;-1;69
DADCA-NSN;400;2;0.00000;71;2;13000;389;273;4;2;2;-1;0;0;238006;0.0;0.0;-1;69
DADCA-Parted-NSN;400;2;0.00000;71;2;13000;198;100;4;2;2;-1;0;0;252366;0.0;0.0;-1;69
DADCA-LKH;400;2;0.00000;71;2;13000;19407;19287;4;2;2;-1;0;0;192343;0.0;0.0;-1;69
DADCA-LKH-Cutted;400;2;0.00000;71;2;13000;19263;19167;4;2;2;-1;0;0;192939;0.0;0.0;-1;69
TSP-based;400;2;0.00000;71;2;13000;642371;642263;4;2;2;-1;0;0;196281;0.0;0.0;-1;70
FPPWR;400;2;0.00000;71;2;13000;303;184;4;2;2;-1;0;0;542570;0.0;0.0;-1;70
DADCA-NSN;400;2;0.00000;71;2;13000;390;277;4;2;2;-1;0;0;238455;0.0;0.0;-1;70
DADCA-Parted-NSN;400;2;0.00000;71;2;13000;207;99;4;2;2;-1;0;0;247720;0.0;0.0;-1;70
DADCA-LKH;400;2;0.00000;71;2;13000;29523;29427;4;2;2;-1;0;0;196277;0.0;0.0;-1;70
DADCA-LKH-Cutted;400;2;0.00000;71;2;13000;29795;29697;4;2;2;-1;0;0;196126;0.0;0.0;-1;70
TSP-based;400;2;0.00000;71;2;13000;170985;170879;4;2;2;-1;0;0;196327;0.0;0.0;-1;71
FPPWR;400;2;0.00000;71;2;13000;272;177;4;2;2;-1;0;0;542803;0.0;0.0;-1;71
DADCA-NSN;400;2;0.00000;71;2;13000;407;282;4;2;2;-1;0;0;238443;0.0;0.0;-1;71
DADCA-Parted-NSN;400;2;0.00000;71;2;13000;201;100;4;2;2;-1;0;0;251622;0.0;0.0;-1;71
DADCA-LKH;400;2;0.00000;71;2;13000;50199;50088;4;2;2;-1;0;0;196327;0.0;0.0;-1;71
DADCA-LKH-Cutted;400;2;0.00000;71;2;13000;50974;50876;4;2;2;-1;0;0;196530;0.0;0.0;-1;71
TSP-based;400;2;0.00000;71;2;13000;637804;637706;4;2;2;-1;0;0;194094;0.0;0.0;-1;72
FPPWR;400;2;0.00000;71;2;13000;291;185;4;2;2;-1;0;0;534414;0.0;0.0;-1;72
DADCA-NSN;400;2;0.00000;71;2;13000;386;274;4;2;2;-1;0;0;232354;0.0;0.0;-1;72
DADCA-Parted-NSN;400;2;0.00000;71;2;13000;196;99;4;2;2;-1;0;0;247292;0.0;0.0;-1;72
DADCA-LKH;400;2;0.00000;71;2;13000;44944;44842;4;2;2;-1;0;0;194394;0.0;0.0;-1;72
DADCA-LKH-Cutted;400;2;0.00000;71;2;13000;44661;44560;4;2;2;-1;0;0;195050;0.0;0.0;-1;72
TSP-based;400;2;0.00000;71;2;13000;384381;384280;4;2;2;-1;0;0;190145;0.0;0.0;-1;73
FPPWR;400;2;0.00000;71;2;13000;284;180;4;2;2;-1;0;0;535320;0.0;0.0;-1;73
DADCA-NSN;400;2;0.00000;71;2;13000;393;276;4;2;2;-1;0;0;240899;0.0;0.0;-1;73
DADCA-Parted-NSN;400;2;0.00000;71;2;13000;204;99;4;2;2;-1;0;0;236059;0.0;0.0;-1;73
DADCA-LKH;400;2;0.00000;71;2;13000;36424;36323;4;2;2;-1;0;0;190145;0.0;0.0;-1;73
DADCA-LKH-Cutted;400;2;0.00000;71;2;13000;35831;35736;4;2;2;-1;0;0;190579;0.0;0.0;-1;73
TSP-based;400;2;0.00000;71;2;13000;376408;376292;4;2;2;-1;0;0;196006;0.0;0.0;-1;74
FPPWR;400;2;0.00000;71;2;13000;272;177;4;2;2;-1;0;0;549300;0.0;0.0;-1;74
DADCA-NSN;400;2;0.00000;71;2;13000;458;334;4;2;2;-1;0;0;236081;0.0;0.0;-1;74
DADCA-Parted-NSN;400;2;0.00000;71;2;13000;210;101;4;2;2;-1;0;0;253209;0.0;0.0;-1;74
DADCA-LKH;400;2;0.00000;71;2;13000;39782;39684;4;2;2;-1;0;0;196006;0.0;0.0;-1;74
DADCA-LKH-Cutted;400;2;0.00000;71;2;13000;39547;39448;4;2;2;-1;0;0;196485;0.0;0.0;-1;74
TSP-based;400;2;0.00000;71;2;13000;311978;311881;4;2;2;-1;0;0;195805;0.0;0.0;-1;75
FPPWR;400;2;0.00000;71;2;13000;320;190;4;2;2;-1;0;0;532938;0.0;0.0;-1;75
DADCA-NSN;400;2;0.00000;71;2;13000;384;273;4;2;2;-1;0;0;239603;0.0;0.0;-1;75
DADCA-Parted-NSN;400;2;0.00000;71;2;13000;197;100;4;2;2;-1;0;0;247503;0.0;0.0;-1;75
DADCA-LKH;400;2;0.00000;71;2;13000;37350;37252;4;2;2;-1;0;0;195805;0.0;0.0;-1;75
DADCA-LKH-Cutted;400;2;0.00000;71;2;13000;37356;37257;4;2;2;-1;0;0;197329;0.0;0.0;-1;75
TSP-based;400;2;0.00000;71;2;13000;987225;987128;4;2;2;-1;0;0;194097;0.0;0.0;-1;76
FPPWR;400;2;0.00000;71;2;13000;308;194;4;2;2;-1;0;0;543565;0.0;0.0;-1;76
DADCA-NSN;400;2;0.00000;71;2;13000;392;279;4;2;2;-1;0;0;234905;0.0;0.0;-1;76
DADCA-Parted-NSN;400;2;0.00000;71;2;13000;206;104;4;2;2;-1;0;0;245996;0.0;0.0;-1;76
DADCA-LKH;400;2;0.00000;71;2;13000;41876;41775;4;2;2;-1;0;0;194097;0.0;0.0;-1;76
DADCA-LKH-Cutted;400;2;0.00000;71;2;13000;41524;41426;4;2;2;-1;0;0;195393;0.0;0.0;-1;76
TSP-based;400;2;0.00000;71;2;13000;93303;93185;4;2;2;-1;0;0;193512;0.0;0.0;-1;77
FPPWR;400;2;0.00000;71;2;13000;272;179;4;2;2;-1;0;0;540099;0.0;0.0;-1;77
DADCA-NSN;400;2;0.00000;71;2;13000;387;275;4;2;2;-1;0;0;231554;0.0;0.0;-1;77
DADCA-Parted-NSN;400;2;0.00000;71;2;13000;219;121;4;2;2;-1;0;0;235852;0.0;0.0;-1;77
DADCA-LKH;400;2;0.00000;71;2;13000;14387;14277;4;2;2;-1;0;0;193631;0.0;0.0;-1;77
DADCA-LKH-Cutted;400;2;0.00000;71;2;13000;14217;14120;4;2;2;-1;0;0;193973;0.0;0.0;-1;77
TSP-based;400;2;0.00000;71;2;13000;790775;790665;4;2;2;-1;0;0;196502;0.0;0.0;-1;78
FPPWR;400;2;0.00000;71;2;13000;273;178;4;2;2;-1;0;0;532595;0.0;0.0;-1;78
DADCA-NSN;400;2;0.00000;71;2;13000;387;276;4;2;2;-1;0;0;239250;0.0;0.0;-1;78
DADCA-Parted-NSN;400;2;0.00000;71;2;13000;228;109;4;2;2;-1;0;0;249987;0.0;0.0;-1;78
