Strategy;nPOIs;nUAV;SucessTax;V2V_range;ctRounds;dimX;simumationTimeMS;pathTime;TSP_threads;maxData;minData;globalAvgDelay;GSglobalAvgDelay;nMsgs;tourSize;throughput;TaxPerPathSize;memory;mapName
DADCA-LKH;100;2;0.00000;71;2;13000;847;763;4;2;2;-1;0;0;96401;0.0;0.0;-1;81
DADCA-LKH-Cutted;100;2;0.00000;71;2;13000;854;761;4;2;2;-1;0;0;96732;0.0;0.0;-1;81
TSP-based;100;2;0.00000;71;2;13000;68968;68901;4;2;2;-1;0;0;103851;0.0;0.0;-1;82
FPPWR;100;2;0.00000;71;2;13000;217;141;4;2;2;-1;0;0;369944;0.0;0.0;-1;82
DADCA-NSN;100;2;0.00000;71;2;13000;135;67;4;2;2;-1;0;0;123571;0.0;0.0;-1;82
DADCA-Parted-NSN;100;2;0.00000;71;2;13000;127;57;4;2;2;-1;0;0;124425;0.0;0.0;-1;82
DADCA-LKH;100;2;0.00000;71;2;13000;1821;1736;4;2;2;-1;0;0;103851;0.0;0.0;-1;82
DADCA-LKH-Cutted;100;2;0.00000;71;2;13000;1823;1750;4;2;2;-1;0;0;106848;0.0;0.0;-1;82
TSP-based;100;2;0.00000;71;2;13000;5186;5119;4;2;2;-1;0;0;101270;0.0;0.0;-1;83
FPPWR;100;2;0.00000;71;2;13000;212;144;4;2;2;-1;0;0;350445;0.0;0.0;-1;83
DADCA-NSN;100;2;0.00000;71;2;13000;139;66;4;2;2;-1;0;0;122956;0.0;0.0;-1;83
DADCA-Parted-NSN;100;2;0.00000;71;2;13000;124;57;4;2;2;-1;0;0;132114;0.0;0.0;-1;83
DADCA-LKH;100;2;0.00000;71;2;13000;760;688;4;2;2;-1;0;0;101270;0.0;0.0;-1;83
DADCA-LKH-Cutted;100;2;0.00000;71;2;13000;755;691;4;2;2;-1;0;0;101372;0.0;0.0;-1;83
TSP-based;100;2;0.00000;71;2;13000;3111;3031;4;2;2;-1;0;0;99222;0.0;0.0;-1;84
FPPWR;100;2;0.00000;71;2;13000;208;141;4;2;2;-1;0;0;363103;0.0;0.0;-1;84
DADCA-NSN;100;2;0.00000;71;2;13000;130;63;4;2;2;-1;0;0;122177;0.0;0.0;-1;84
DADCA-Parted-NSN;100;2;0.00000;71;2;13000;149;67;4;2;2;-1;0;0;123153;0.0;0.0;-1;84
DADCA-LKH;100;2;0.00000;71;2;13000;329;241;4;2;2;-1;0;0;99222;0.0;0.0;-1;84
DADCA-LKH-Cutted;100;2;0.00000;71;2;13000;345;270;4;2;2;-1;0;0;100187;0.0;0.0;-1;84
TSP-based;100;2;0.00000;71;2;13000;6222;6154;4;2;2;-1;0;0;106018;0.0;0.0;-1;85
FPPWR;100;2;0.00000;71;2;13000;212;138;4;2;2;-1;0;0;333284;0.0;0.0;-1;85
DADCA-NSN;100;2;0.00000;71;2;13000;151;53;4;2;2;-1;0;0;124230;0.0;0.0;-1;85
DADCA-Parted-NSN;100;2;0.00000;71;2;13000;126;56;4;2;2;-1;0;0;131446;0.0;0.0;-1;85
DADCA-LKH;100;2;0.00000;71;2;13000;975;910;4;2;2;-1;0;0;106018;0.0;0.0;-1;85
DADCA-LKH-Cutted;100;2;0.00000;71;2;13000;975;907;4;2;2;-1;0;0;105509;0.0;0.0;-1;85
TSP-based;100;2;0.00000;71;2;13000;17828;17760;4;2;2;-1;0;0;99638;0.0;0.0;-1;86
FPPWR;100;2;0.00000;71;2;13000;222;143;4;2;2;-1;0;0;412435;0.0;0.0;-1;86
DADCA-NSN;100;2;0.00000;71;2;13000;128;63;4;2;2;-1;0;0;112304;0.0;0.0;-1;86
DADCA-Parted-NSN;100;2;0.00000;71;2;13000;125;58;4;2;2;-1;0;0;124714;0.0;0.0;-1;86
DADCA-LKH;100;2;0.00000;71;2;13000;3228;3148;4;2;2;-1;0;0;99638;0.0;0.0;-1;86
DADCA-LKH-Cutted;100;2;0.00000;71;2;13000;3195;3124;4;2;2;-1;0;0;102339;0.0;0.0;-1;86
TSP-based;100;2;0.00000;71;2;13000;10725;10648;4;2;2;-1;0;0;100383;0.0;0.0;-1;87
FPPWR;100;2;0.00000;71;2;13000;211;143;4;2;2;-1;0;0;361947;0.0;0.0;-1;87
DADCA-NSN;100;2;0.00000;71;2;13000;138;71;4;2;2;-1;0;0;119948;0.0;0.0;-1;87
DADCA-Parted-NSN;100;2;0.00000;71;2;13000;121;58;4;2;2;-1;0;0;125726;0.0;0.0;-1;87
DADCA-LKH;100;2;0.00000;71;2;13000;594;502;4;2;2;-1;0;0;101792;0.0;0.0;-1;87
DADCA-LKH-Cutted;100;2;0.00000;71;2;13000;581;503;4;2;2;-1;0;0;102320;0.0;0.0;-1;87
TSP-based;100;2;0.00000;71;2;13000;7175;7095;4;2;2;-1;0;0;102427;0.0;0.0;-1;88
FPPWR;100;2;0.00000;71;2;13000;199;136;4;2;2;-1;0;0;342413;0.0;0.0;-1;88
DADCA-NSN;100;2;0.00000;71;2;13000;135;65;4;2;2;-1;0;0;120206;0.0;0.0;-1;88
DADCA-Parted-NSN;100;2;0.00000;71;2;13000;125;59;4;2;2;-1;0;0;131932;0.0;0.0;-1;88
DADCA-LKH;100;2;0.00000;71;2;13000;1525;1453;4;2;2;-1;0;0;102427;0.0;0.0;-1;88
DADCA-LKH-Cutted;100;2;0.00000;71;2;13000;1527;1458;4;2;2;-1;0;0;105087;0.0;0.0;-1;88
TSP-based;100;2;0.00000;71;2;13000;6521;6457;4;2;2;-1;0;0;103221;0.0;0.0;-1;89
FPPWR;100;2;0.00000;71;2;13000;208;140;4;2;2;-1;0;0;330682;0.0;0.0;-1;89
DADCA-NSN;100;2;0.00000;71;2;13000;130;67;4;2;2;-1;0;0;120902;0.0;0.0;-1;89
DADCA-Parted-NSN;100;2;0.00000;71;2;13000;128;64;4;2;2;-1;0;0;134432;0.0;0.0;-1;89
DADCA-LKH;100;2;0.00000;71;2;13000;845;776;4;2;2;-1;0;0;103221;0.0;0.0;-1;89
DADCA-LKH-Cutted;100;2;0.00000;71;2;13000;842;772;4;2;2;-1;0;0;103810;0.0;0.0;-1;89
TSP-based;100;2;0.00000;71;2;13000;9916;9834;4;2;2;-1;0;0;104368;0.0;0.0;-1;90
FPPWR;100;2;0.00000;71;2;13000;202;133;4;2;2;-1;0;0;394133;0.0;0.0;-1;90
DADCA-NSN;100;2;0.00000;71;2;13000;135;65;4;2;2;-1;0;0;130085;0.0;0.0;-1;90
DADCA-Parted-NSN;100;2;0.00000;71;2;13000;125;61;4;2;2;-1;0;0;130321;0.0;0.0;-1;90
DADCA-LKH;100;2;0.00000;71;2;13000;1218;1142;4;2;2;-1;0;0;104368;0.0;0.0;-1;90
DADCA-LKH-Cutted;100;2;0.00000;71;2;13000;1160;1092;4;2;2;-1;0;0;104648;0.0;0.0;-1;90
TSP-based;100;2;0.00000;71;2;13000;5199;5132;4;2;2;-1;0;0;100327;0.0;0.0;-1;91
FPPWR;100;2;0.00000;71;2;13000;207;138;4;2;2;-1;0;0;313227;0.0;0.0;-1;91
DADCA-NSN;100;2;0.00000;71;2;13000;133;62;4;2;2;-1;0;0;110886;0.0;0.0;-1;91
DADCA-Parted-NSN;100;2;0.00000;71;2;13000;127;64;4;2;2;-1;0;0;128745;0.0;0.0;-1;91
DADCA-LKH;100;2;0.00000;71;2;13000;600;524;4;2;2;-1;0;0;100157;0.0;0.0;-1;91
DADCA-LKH-Cutted;100;2;0.00000;71;2;13000;590;512;4;2;2;-1;0;0;101731;0.0;0.0;-1;91
TSP-based;100;2;0.00000;71;2;13000;8267;8192;4;2;2;-1;0;0;100397;0.0;0.0;-1;92
FPPWR;100;2;0.00000;71;2;13000;204;120;4;2;2;-1;0;0;363496;0.0;0.0;-1;92
DADCA-NSN;100;2;0.00000;71;2;13000;138;69;4;2;2;-1;0;0;127395;0.0;0.0;-1;92
DADCA-Parted-NSN;100;2;0.00000;71;2;13000;122;58;4;2;2;-1;0;0;130202;0.0;0.0;-1;92
DADCA-LKH;100;2;0.00000;71;2;13000;1182;1101;4;2;2;-1;0;0;100630;0.0;0.0;-1;92
DADCA-LKH-Cutted;100;2;0.00000;71;2;13000;1139;1073;4;2;2;-1;0;0;102150;0.0;0.0;-1;92
TSP-based;100;2;0.00000;71;2;13000;6924;6844;4;2;2;-1;0;0;101355;0.0;0.0;-1;93
FPPWR;100;2;0.00000;71;2;13000;227;144;4;2;2;-1;0;0;387364;0.0;0.0;-1;93
DADCA-NSN;100;2;0.00000;71;2;13000;143;67;4;2;2;-1;0;0;115546;0.0;0.0;-1;93
DADCA-Parted-NSN;100;2;0.00000;71;2;13000;121;55;4;2;2;-1;0;0;113382;0.0;0.0;-1;93
DADCA-LKH;100;2;0.00000;71;2;13000;394;315;4;2;2;-1;0;0;101355;0.0;0.0;-1;93
DADCA-LKH-Cutted;100;2;0.00000;71;2;13000;410;331;4;2;2;-1;0;0;101662;0.0;0.0;-1;93
TSP-based;100;2;0.00000;71;2;13000;11136;11057;4;2;2;-1;0;0;100754;0.0;0.0;-1;94
FPPWR;100;2;0.00000;71;2;13000;202;136;4;2;2;-1;0;0;333410;0.0;0.0;-1;94
DADCA-NSN;100;2;0.00000;71;2;13000;143;75;4;2;2;-1;0;0;120406;0.0;0.0;-1;94
DADCA-Parted-NSN;100;2;0.00000;71;2;13000;124;57;4;2;2;-1;0;0;113068;0.0;0.0;-1;94
DADCA-LKH;100;2;0.00000;71;2;13000;1932;1858;4;2;2;-1;0;0;101326;0.0;0.0;-1;94
DADCA-LKH-Cutted;100;2;0.00000;71;2;13000;1966;1883;4;2;2;-1;0;0;101696;0.0;0.0;-1;94
TSP-based;100;2;0.00000;71;2;13000;12131;12055;4;2;2;-1;0;0;98822;0.0;0.0;-1;95
FPPWR;100;2;0.00000;71;2;13000;205;137;4;2;2;-1;0;0;324765;0.0;0.0;-1;95
DADCA-NSN;100;2;0.00000;71;2;13000;144;67;4;2;2;-1;0;0;110684;0.0;0.0;-1;95
DADCA-Parted-NSN;100;2;0.00000;71;2;13000;130;64;4;2;2;-1;0;0;120251;0.0;0.0;-1;95
DADCA-LKH;100;2;0.00000;71;2;13000;1058;992;4;2;2;-1;0;0;98822;0.0;0.0;-1;95
DADCA-LKH-Cutted;100;2;0.00000;71;2;13000;1045;980;4;2;2;-1;0;0;98745;0.0;0.0;-1;95
TSP-based;100;2;0.00000;71;2;13000;8941;8871;4;2;2;-1;0;0;99054;0.0;0.0;-1;96
FPPWR;100;2;0.00000;71;2;13000;209;122;4;2;2;-1;0;0;404483;0.0;0.0;-1;96
DADCA-NSN;100;2;0.00000;71;2;13000;130;49;4;2;2;-1;0;0;108365;0.0;0.0;-1;96
DADCA-Parted-NSN;100;2;0.00000;71;2;13000;124;58;4;2;2;-1;0;0;125954;0.0;0.0;-1;96
DADCA-LKH;100;2;0.00000;71;2;13000;673;611;4;2;2;-1;0;0;100472;0.0;0.0;-1;96
DADCA-LKH-Cutted;100;2;0.00000;71;2;13000;717;647;4;2;2;-1;0;0;99021;0.0;0.0;-1;96
TSP-based;100;2;0.00000;71;2;13000;12588;12504;4;2;2;-1;0;0;98455;0.0;0.0;-1;97
FPPWR;100;2;0.00000;71;2;13000;195;133;4;2;2;-1;0;0;334991;0.0;0.0;-1;97
DADCA-NSN;100;2;0.00000;71;2;13000;131;67;4;2;2;-1;0;0;108546;0.0;0.0;-1;97
DADCA-Parted-NSN;100;2;0.00000;71;2;13000;126;58;4;2;2;-1;0;0;117244;0.0;0.0;-1;97
DADCA-LKH;100;2;0.00000;71;2;13000;2667;2598;4;2;2;-1;0;0;98455;0.0;0.0;-1;97
DADCA-LKH-Cutted;100;2;0.00000;71;2;13000;2696;2626;4;2;2;-1;0;0;98695;0.0;0.0;-1;97
TSP-based;100;2;0.00000;71;2;13000;14193;14119;4;2;2;-1;0;0;105478;0.0;0.0;-1;98
FPPWR;100;2;0.00000;71;2;13000;202;138;4;2;2;-1;0;0;383400;0.0;0.0;-1;98
DADCA-NSN;100;2;0.00000;71;2;13000;137;70;4;2;2;-1;0;0;119040;0.0;0.0;-1;98
DADCA-Parted-NSN;100;2;0.00000;71;2;13000;128;60;4;2;2;-1;0;0;129575;0.0;0.0;-1;98
DADCA-LKH;100;2;0.00000;71;2;13000;650;581;4;2;2;-1;0;0;105478;0.0;0.0;-1;98
DADCA-LKH-Cutted;100;2;0.00000;71;2;13000;650;583;4;2;2;-1;0;0;105273;0.0;0.0;-1;98
TSP-based;100;2;0.00000;71;2;13000;7587;7496;4;2;2;-1;0;0;106764;0.0;0.0;-1;99
FPPWR;100;2;0.00000;71;2;13000;210;141;4;2;2;-1;0;0;364120;0.0;0.0;-1;99
DADCA-NSN;100;2;0.00000;71;2;13000;143;65;4;2;2;-1;0;0;126567;0.0;0.0;-1;99
DADCA-Parted-NSN;100;2;0.00000;71;2;13000;126;59;4;2;2;-1;0;0;131887;0.0;0.0;-1;99
DADCA-LKH;100;2;0.00000;71;2;13000;1145;1070;4;2;2;-1;0;0;106764;0.0;0.0;-1;99
DADCA-LKH-Cutted;100;2;0.00000;71;2;13000;1146;1069;4;2;2;-1;0;0;108324;0.0;0.0;-1;99
TSP-based;100;2;0.00000;71;2;13000;12965;12873;4;2;2;-1;0;0;99572;0.0;0.0;-1;100
FPPWR;100;2;0.00000;71;2;13000;202;139;4;2;2;-1;0;0;313775;0.0;0.0;-1;100
DADCA-NSN;100;2;0.00000;71;2;13000;140;73;4;2;2;-1;0;0;116283;0.0;0.0;-1;100
DADCA-Parted-NSN;100;2;0.00000;71;2;13000;121;55;4;2;2;-1;0;0;122625;0.0;0.0;-1;100
DADCA-LKH;100;2;0.00000;71;2;13000;1414;1345;4;2;2;-1;0;0;99572;0.0;0.0;-1;100
DADCA-LKH-Cutted;100;2;0.00000;71;2;13000;1406;1321;4;2;2;-1;0;0;100574;0.0;0.0;-1;100
TSP-based;200;2;0.00000;71;2;13000;193673;193588;4;2;2;-1;0;0;140286;0.0;0.0;-1;1
FPPWR;200;2;0.00000;71;2;13000;236;143;4;2;2;-1;0;0;482363;0.0;0.0;-1;1
DADCA-NSN;200;2;0.00000;71;2;13000;188;111;4;2;2;-1;0;0;166966;0.0;0.0;-1;1
DADCA-Parted-NSN;200;2;0.00000;71;2;13000;145;64;4;2;2;-1;0;0;169422;0.0;0.0;-1;1
DADCA-LKH;200;2;0.00000;71;2;13000;5644;5544;4;2;2;-1;0;0;139148;0.0;0.0;-1;1
DADCA-LKH-Cutted;200;2;0.00000;71;2;13000;5662;5568;4;2;2;-1;0;0;140781;0.0;0.0;-1;1
TSP-based;200;2;0.00000;71;2;13000;37186;37094;4;2;2;-1;0;0;140511;0.0;0.0;-1;2
FPPWR;200;2;0.00000;71;2;13000;252;158;4;2;2;-1;0;0;462294;0.0;0.0;-1;2
DADCA-NSN;200;2;0.00000;71;2;13000;194;115;4;2;2;-1;0;0;177389;0.0;0.0;-1;2
DADCA-Parted-NSN;200;2;0.00000;71;2;13000;136;56;4;2;2;-1;0;0;183064;0.0;0.0;-1;2
DADCA-LKH;200;2;0.00000;71;2;13000;4448;4358;4;2;2;-1;0;0;141357;0.0;0.0;-1;2
DADCA-LKH-Cutted;200;2;0.00000;71;2;13000;4472;4391;4;2;2;-1;0;0;143067;0.0;0.0;-1;2
TSP-based;200;2;0.00000;71;2;13000;82298;82205;4;2;2;-1;0;0;134593;0.0;0.0;-1;3
FPPWR;200;2;0.00000;71;2;13000;233;140;4;2;2;-1;0;0;467823;0.0;0.0;-1;3
DADCA-NSN;200;2;0.00000;71;2;13000;215;118;4;2;2;-1;0;0;160245;0.0;0.0;-1;3
DADCA-Parted-NSN;200;2;0.00000;71;2;13000;133;54;4;2;2;-1;0;0;160443;0.0;0.0;-1;3
DADCA-LKH;200;2;0.00000;71;2;13000;6302;6195;4;2;2;-1;0;0;134593;0.0;0.0;-1;3
DADCA-LKH-Cutted;200;2;0.00000;71;2;13000;6264;6188;4;2;2;-1;0;0;135405;0.0;0.0;-1;3
TSP-based;200;2;0.00000;71;2;13000;95540;95461;4;2;2;-1;0;0;142092;0.0;0.0;-1;4
FPPWR;200;2;0.00000;71;2;13000;253;150;4;2;2;-1;0;0;452992;0.0;0.0;-1;4
DADCA-NSN;200;2;0.00000;71;2;13000;216;119;4;2;2;-1;0;0;164493;0.0;0.0;-1;4
DADCA-Parted-NSN;200;2;0.00000;71;2;13000;130;53;4;2;2;-1;0;0;163163;0.0;0.0;-1;4
DADCA-LKH;200;2;0.00000;71;2;13000;6874;6787;4;2;2;-1;0;0;142743;0.0;0.0;-1;4
DADCA-LKH-Cutted;200;2;0.00000;71;2;13000;6833;6755;4;2;2;-1;0;0;142699;0.0;0.0;-1;4
TSP-based;200;2;0.00000;71;2;13000;29508;29424;4;2;2;-1;0;0;141934;0.0;0.0;-1;5
FPPWR;200;2;0.00000;71;2;13000;229;137;4;2;2;-1;0;0;463400;0.0;0.0;-1;5
DADCA-NSN;200;2;0.00000;71;2;13000;192;109;4;2;2;-1;0;0;155917;0.0;0.0;-1;5
DADCA-Parted-NSN;200;2;0.00000;71;2;13000;129;52;4;2;2;-1;0;0;167447;0.0;0.0;-1;5
DADCA-LKH;200;2;0.00000;71;2;13000;6160;6076;4;2;2;-1;0;0;141934;0.0;0.0;-1;5
DADCA-LKH-Cutted;200;2;0.00000;71;2;13000;6059;5981;4;2;2;-1;0;0;142357;0.0;0.0;-1;5
TSP-based;200;2;0.00000;71;2;13000;50751;50663;4;2;2;-1;0;0;138828;0.0;0.0;-1;6
FPPWR;200;2;0.00000;71;2;13000;227;138;4;2;2;-1;0;0;454285;0.0;0.0;-1;6
DADCA-NSN;200;2;0.00000;71;2;13000;222;120;4;2;2;-1;0;0;176197;0.0;0.0;-1;6
DADCA-Parted-NSN;200;2;0.00000;71;2;13000;132;52;4;2;2;-1;0;0;164547;0.0;0.0;-1;6
DADCA-LKH;200;2;0.00000;71;2;13000;2740;2661;4;2;2;-1;0;0;138218;0.0;0.0;-1;6
DADCA-LKH-Cutted;200;2;0.00000;71;2;13000;2747;2649;4;2;2;-1;0;0;138297;0.0;0.0;-1;6
TSP-based;200;2;0.00000;71;2;13000;30045;29954;4;2;2;-1;0;0;139922;0.0;0.0;-1;7
FPPWR;200;2;0.00000;71;2;13000;254;164;4;2;2;-1;0;0;459292;0.0;0.0;-1;7
DADCA-NSN;200;2;0.00000;71;2;13000;196;116;4;2;2;-1;0;0;162582;0.0;0.0;-1;7
DADCA-Parted-NSN;200;2;0.00000;71;2;13000;137;58;4;2;2;-1;0;0;162413;0.0;0.0;-1;7
DADCA-LKH;200;2;0.00000;71;2;13000;3011;2930;4;2;2;-1;0;0;139922;0.0;0.0;-1;7
DADCA-LKH-Cutted;200;2;0.00000;71;2;13000;3041;2962;4;2;2;-1;0;0;140334;0.0;0.0;-1;7
TSP-based;200;2;0.00000;71;2;13000;22581;22492;4;2;2;-1;0;0;143486;0.0;0.0;-1;8
FPPWR;200;2;0.00000;71;2;13000;240;144;4;2;2;-1;0;0;458541;0.0;0.0;-1;8
DADCA-NSN;200;2;0.00000;71;2;13000;201;117;4;2;2;-1;0;0;175251;0.0;0.0;-1;8
DADCA-Parted-NSN;200;2;0.00000;71;2;13000;137;57;4;2;2;-1;0;0;193056;0.0;0.0;-1;8
DADCA-LKH;200;2;0.00000;71;2;13000;4158;4076;4;2;2;-1;0;0;143158;0.0;0.0;-1;8
DADCA-LKH-Cutted;200;2;0.00000;71;2;13000;4126;4044;4;2;2;-1;0;0;143726;0.0;0.0;-1;8
TSP-based;200;2;0.00000;71;2;13000;21705;21624;4;2;2;-1;0;0;139737;0.0;0.0;-1;9
FPPWR;200;2;0.00000;71;2;13000;235;158;4;2;2;-1;0;0;483991;0.0;0.0;-1;9
DADCA-NSN;200;2;0.00000;71;2;13000;204;114;4;2;2;-1;0;0;158303;0.0;0.0;-1;9
DADCA-Parted-NSN;200;2;0.00000;71;2;13000;131;53;4;2;2;-1;0;0;164119;0.0;0.0;-1;9
DADCA-LKH;200;2;0.00000;71;2;13000;5757;5675;4;2;2;-1;0;0;139737;0.0;0.0;-1;9
DADCA-LKH-Cutted;200;2;0.00000;71;2;13000;5743;5667;4;2;2;-1;0;0;141288;0.0;0.0;-1;9
TSP-based;200;2;0.00000;71;2;13000;41061;40964;4;2;2;-1;0;0;137750;0.0;0.0;-1;10
FPPWR;200;2;0.00000;71;2;13000;299;209;4;2;2;-1;0;0;479804;0.0;0.0;-1;10
DADCA-NSN;200;2;0.00000;71;2;13000;193;112;4;2;2;-1;0;0;160705;0.0;0.0;-1;10
DADCA-Parted-NSN;200;2;0.00000;71;2;13000;130;53;4;2;2;-1;0;0;186743;0.0;0.0;-1;10
DADCA-LKH;200;2;0.00000;71;2;13000;998;920;4;2;2;-1;0;0;139331;0.0;0.0;-1;10
DADCA-LKH-Cutted;200;2;0.00000;71;2;13000;1022;924;4;2;2;-1;0;0;139215;0.0;0.0;-1;10
TSP-based;200;2;0.00000;71;2;13000;22885;22789;4;2;2;-1;0;0;139385;0.0;0.0;-1;11
FPPWR;200;2;0.00000;71;2;13000;224;138;4;2;2;-1;0;0;466308;0.0;0.0;-1;11
DADCA-NSN;200;2;0.00000;71;2;13000;196;115;4;2;2;-1;0;0;162538;0.0;0.0;-1;11
DADCA-Parted-NSN;200;2;0.00000;71;2;13000;140;60;4;2;2;-1;0;0;165124;0.0;0.0;-1;11
DADCA-LKH;200;2;0.00000;71;2;13000;1088;988;4;2;2;-1;0;0;138269;0.0;0.0;-1;11
DADCA-LKH-Cutted;200;2;0.00000;71;2;13000;1072;991;4;2;2;-1;0;0;139095;0.0;0.0;-1;11
TSP-based;200;2;0.00000;71;2;13000;16822;16725;4;2;2;-1;0;0;145130;0.0;0.0;-1;12
FPPWR;200;2;0.00000;71;2;13000;226;139;4;2;2;-1;0;0;473385;0.0;0.0;-1;12
DADCA-NSN;200;2;0.00000;71;2;13000;196;114;4;2;2;-1;0;0;182276;0.0;0.0;-1;12
DADCA-Parted-NSN;200;2;0.00000;71;2;13000;132;53;4;2;2;-1;0;0;178129;0.0;0.0;-1;12
DADCA-LKH;200;2;0.00000;71;2;13000;4184;4107;4;2;2;-1;0;0;145130;0.0;0.0;-1;12
DADCA-LKH-Cutted;200;2;0.00000;71;2;13000;4203;4120;4;2;2;-1;0;0;144582;0.0;0.0;-1;12
TSP-based;200;2;0.00000;71;2;13000;28106;28016;4;2;2;-1;0;0;143504;0.0;0.0;-1;13
FPPWR;200;2;0.00000;71;2;13000;229;139;4;2;2;-1;0;0;475343;0.0;0.0;-1;13
DADCA-NSN;200;2;0.00000;71;2;13000;186;109;4;2;2;-1;0;0;176329;0.0;0.0;-1;13
DADCA-Parted-NSN;200;2;0.00000;71;2;13000;132;53;4;2;2;-1;0;0;178859;0.0;0.0;-1;13
DADCA-LKH;200;2;0.00000;71;2;13000;6093;6014;4;2;2;-1;0;0;143504;0.0;0.0;-1;13
DADCA-LKH-Cutted;200;2;0.00000;71;2;13000;6136;6052;4;2;2;-1;0;0;145167;0.0;0.0;-1;13
TSP-based;200;2;0.00000;71;2;13000;47175;47086;4;2;2;-1;0;0;141741;0.0;0.0;-1;14
FPPWR;200;2;0.00000;71;2;13000;231;139;4;2;2;-1;0;0;501045;0.0;0.0;-1;14
DADCA-NSN;200;2;0.00000;71;2;13000;208;115;4;2;2;-1;0;0;165322;0.0;0.0;-1;14
DADCA-Parted-NSN;200;2;0.00000;71;2;13000;129;53;4;2;2;-1;0;0;180675;0.0;0.0;-1;14
DADCA-LKH;200;2;0.00000;71;2;13000;4138;4038;4;2;2;-1;0;0;141741;0.0;0.0;-1;14
DADCA-LKH-Cutted;200;2;0.00000;71;2;13000;4069;3989;4;2;2;-1;0;0;142564;0.0;0.0;-1;14
TSP-based;200;2;0.00000;71;2;13000;32383;32300;4;2;2;-1;0;0;142207;0.0;0.0;-1;15
FPPWR;200;2;0.00000;71;2;13000;241;141;4;2;2;-1;0;0;473656;0.0;0.0;-1;15
DADCA-NSN;200;2;0.00000;71;2;13000;197;116;4;2;2;-1;0;0;164990;0.0;0.0;-1;15
DADCA-Parted-NSN;200;2;0.00000;71;2;13000;155;57;4;2;2;-1;0;0;180990;0.0;0.0;-1;15
DADCA-LKH;200;2;0.00000;71;2;13000;2790;2709;4;2;2;-1;0;0;142207;0.0;0.0;-1;15
DADCA-LKH-Cutted;200;2;0.00000;71;2;13000;2780;2701;4;2;2;-1;0;0;142508;0.0;0.0;-1;15
TSP-based;200;2;0.00000;71;2;13000;24607;24522;4;2;2;-1;0;0;136078;0.0;0.0;-1;16
FPPWR;200;2;0.00000;71;2;13000;234;144;4;2;2;-1;0;0;475229;0.0;0.0;-1;16
DADCA-NSN;200;2;0.00000;71;2;13000;210;110;4;2;2;-1;0;0;159405;0.0;0.0;-1;16
DADCA-Parted-NSN;200;2;0.00000;71;2;13000;133;54;4;2;2;-1;0;0;163094;0.0;0.0;-1;16
DADCA-LKH;200;2;0.00000;71;2;13000;3521;3442;4;2;2;-1;0;0;136078;0.0;0.0;-1;16
DADCA-LKH-Cutted;200;2;0.00000;71;2;13000;3484;3403;4;2;2;-1;0;0;136519;0.0;0.0;-1;16
TSP-based;200;2;0.00000;71;2;13000;67585;67500;4;2;2;-1;0;0;142652;0.0;0.0;-1;17
FPPWR;200;2;0.00000;71;2;13000;279;150;4;2;2;-1;0;0;476630;0.0;0.0;-1;17
DADCA-NSN;200;2;0.00000;71;2;13000;191;110;4;2;2;-1;0;0;178922;0.0;0.0;-1;17
DADCA-Parted-NSN;200;2;0.00000;71;2;13000;133;53;4;2;2;-1;0;0;182121;0.0;0.0;-1;17
DADCA-LKH;200;2;0.00000;71;2;13000;10747;10664;4;2;2;-1;0;0;141468;0.0;0.0;-1;17
DADCA-LKH-Cutted;200;2;0.00000;71;2;13000;10720;10634;4;2;2;-1;0;0;142958;0.0;0.0;-1;17
TSP-based;200;2;0.00000;71;2;13000;15670;15589;4;2;2;-1;0;0;139596;0.0;0.0;-1;18
FPPWR;200;2;0.00000;71;2;13000;243;145;4;2;2;-1;0;0;488853;0.0;0.0;-1;18
DADCA-NSN;200;2;0.00000;71;2;13000;199;117;4;2;2;-1;0;0;173430;0.0;0.0;-1;18
DADCA-Parted-NSN;200;2;0.00000;71;2;13000;131;53;4;2;2;-1;0;0;177534;0.0;0.0;-1;18
DADCA-LKH;200;2;0.00000;71;2;13000;1618;1534;4;2;2;-1;0;0;139596;0.0;0.0;-1;18
DADCA-LKH-Cutted;200;2;0.00000;71;2;13000;1595;1520;4;2;2;-1;0;0;141417;0.0;0.0;-1;18
TSP-based;200;2;0.00000;71;2;13000;44787;44709;4;2;2;-1;0;0;140023;0.0;0.0;-1;19
FPPWR;200;2;0.00000;71;2;13000;235;142;4;2;2;-1;0;0;476884;0.0;0.0;-1;19
DADCA-NSN;200;2;0.00000;71;2;13000;199;117;4;2;2;-1;0;0;163047;0.0;0.0;-1;19
DADCA-Parted-NSN;200;2;0.00000;71;2;13000;129;52;4;2;2;-1;0;0;180012;0.0;0.0;-1;19
DADCA-LKH;200;2;0.00000;71;2;13000;3981;3901;4;2;2;-1;0;0;140012;0.0;0.0;-1;19
DADCA-LKH-Cutted;200;2;0.00000;71;2;13000;3926;3838;4;2;2;-1;0;0;139551;0.0;0.0;-1;19
TSP-based;200;2;0.00000;71;2;13000;628829;628739;4;2;2;-1;0;0;146205;0.0;0.0;-1;20
FPPWR;200;2;0.00000;71;2;13000;257;151;4;2;2;-1;0;0;475466;0.0;0.0;-1;20
DADCA-NSN;200;2;0.00000;71;2;13000;201;121;4;2;2;-1;0;0;172399;0.0;0.0;-1;20
DADCA-Parted-NSN;200;2;0.00000;71;2;13000;145;63;4;2;2;-1;0;0;183422;0.0;0.0;-1;20
